varga_id	kanda	theme_iast	theme_slp1	semdom_keywords	lemma_slp1	deva	iast	gloss	core_rank	card_href
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	kalmaza	कल्मष	kalmaṣa	kalmaṣa n. ( as m. , BhP. viii, 7, 43 = karmaṣa fr. karma + √ so , ‘destroying virtuous action’, Kā…	3814	../../w/kalmaza.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	durita	दुरित	durita	dur—ita n. ( dur- , RV. i, 125, 7 ) bad course, difficulty, danger, discomfort, evil, sin (also per…	3830	../../w/durita.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	SarvarI	शर्वरी	śarvarī	śarvarī f. See below	3905	../../w/_53arvar_49.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	prahara	प्रहर	prahara	pra-hara &c. See pra-√hṛ .	3949	../../w/prahara.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	SiSira	शिशिर	śiśira	śiśira mf( ā )n. ( prob. connected with √ śyai , śīta &c.) cool, chilly, cold, frigid, freezing, R.…	3993	../../w/_53i_53ira.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	hemanta	हेमन्त	hemanta	hemanta m. winter, the cold season (comprising the two months Agra-hāyaṇa and Pauṣa i.e. from middl…	4004	../../w/hemanta.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	Siva	शिव	śiva	śiva mf( ā )n. (according to Uṇ. i, 153 , fr. √ 1. śī , ‘in whom all things lie’; perhaps connected…	4009	../../w/_53iva.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	kzapA	क्षपा	kṣapā	kṣapā ind. instr. at night, RV.	4075	../../w/kzap_41.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	mAGa	माघ	māgha	māgha mf( ī )n. relating to the constellation Maghā, ŚārṅgS. ; MBh.	4161	../../w/m_41_47a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	aparAhRa	अपराह्ण	aparāhṇa	aparā hRa/ m. afternoon, the last watch of the day.	4172	../../w/apar_41h_52a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	cEtra	चैत्र	caitra	caitra m. N. of the 2nd spring month (its full moon standing in the constellation Citrā cf. Pāṇ. iv…	4297	../../w/c_45tra.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	maDu	मधु	madhu	madhu mf( ū or u or vī )n. ( gen. n. Ved. madhvas , madhos , or madhunas ; instr. madhvā ; dat. mad…	4482	../../w/ma_44u.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	maNgala	मङ्गल	maṅgala	maṅgala n. ( accord. to Uṇ. v, 70 fr. √ maṅg ) happiness, felicity, welfare, bliss (also pl. ; ifc.…	4483	../../w/ma_4egala.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	SuBa	शुभ	śubha	śubha mf( ā )n. splendid, bright, beautiful, handsome (often f. voc. , śubhe , ‘fair one!’ in addre…	4494	../../w/_53u_42a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	saMvarta	संवर्त	saṃvarta	saṃ-varta ˚taka &c. See under saṃ-√vṛt .	4554	../../w/sa_4dvarta.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	nidAGa	निदाघ	nidāgha	ni-˚dāgha m. ( g. nyaṅkv-ādi ) heat, warmth, the hot season (May and June), summer, ŚBr. ; MBh. &c.	4737	../../w/nid_41_47a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	amAvAsyA	अमावास्या	amāvāsyā	amā—vāsyā ( -vāsyā ), f. ( scil. rātri ; fr. √ 5. vas , ‘to dwell’, with amā , ‘together’) the nigh…	4754	../../w/am_41v_41sy_41.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	niSAkara	निशाकर	niśākara	niśā—kara m. ( ifc. f( ā ). ) ‘night-maker’, the moon (with divā-kara among the sons of Garuḍa), MB…	4882	../../w/ni_53_41kara.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	arDarAtra	अर्धरात्र	ardharātra	ardha—rātra m. midnight, Mn. &c.	4898	../../w/ar_44ar_41tra.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	BAgaDeya	भागधेय	bhāgadheya	bhāga—dheya n. a share, portion, property, lot, fate, destiny, RV. &c. &c. happiness, prosperity, B…	4936	../../w/_42_41ga_44eya.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	Suci	शुचि	śuci	śuci mfn. ( f. nom. pl. śucyas , Mn. viii, 77 ) shining, glowing, gleaming, radiant, bright, RV. &c…	5007	../../w/_53uci.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	cetana	चेतन	cetana	cetana mf( ī )n. visible, conspicuous, distinguished, excellent, RV. ; AV. ix, 4, 21	5024	../../w/cetana.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	PAlguna	फाल्गुन	phālguna	phālguna mf( ī )n. relating to the Nakṣatra Phalgunī, ŚBr. ; ŚrS.	5034	../../w/_50_41lguna.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	candrikA	चन्द्रिका	candrikā	candrikā f. moonlight, Megh. ; Ragh. ; Bhartṛ. &c.	5050	../../w/candrik_41.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	Amoda	आमोद	āmoda	ā-moda mf( ā )n. (√ mud ), gladdening, cheering up, ŚBr. ; KātyŚr.	5078	../../w/_41moda.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	niyati	नियति	niyati	ni-˚yati f. the fixed order of things, necessity, destiny, fate, ŚāṅkhBr. ; ŚvetUp. ; MBh. &c. (som…	5199	../../w/niyati.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	AzAQa	आषाढ	āṣāḍha	āṣāḍha m. ( fr. a-ṣāḍhā ), N. of a month (corresponding to part of June and July) in which the full…	5258	../../w/_41z_41_51a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	anumati	अनुमति	anumati	anu-mati f. assent, permission, approbation	5523	../../w/anumati.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	kaluza	कलुष	kaluṣa	kaluṣa mf( ā )n. (√ 3. kal , Uṇ. iv, 75 ), turbid, foul, muddy, impure, dirty ( lit. and fig. ), Mn…	5698	../../w/kaluza.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	paYcadaSI	पञ्चदशी	pañcadaśī	pañca—daśī f. ( sc. tithi ) the 15th day of a half month, the day of full or new moon, TBr. ; Yājñ.…	5703	../../w/pa_59cada_53_49.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	jani	जनि	jani	jani , ˚nī , f. a woman, wife ( gen. ˚nyur , RV. x, 10, 3 ), RV. ( pl. also fig. ‘the fingers’), VS.	5770	../../w/jani.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	kuhU	कुहू	kuhū	1. kuhū ūs , f. ( fr. √ kuh = guh ?), the new moon (personified as a daughter of Aṅgiras), AV. ; Kā…	5880	../../w/kuh_55.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	janus	जनुस्	janus	janus m. n. ( nom. [ fr. ˚nū ] ˚nūs , RV. vii, 58, 2 ; ŚBr. iii, 9, 3, 2 ; acc. ˚nuṣam , RV. i, 139…	5985	../../w/janus.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	pOza	पौष	pauṣa	pauṣa mf( ī )n. relating to or occurring at the time when the moon is in the asterism Puṣya, Ragh.…	5996	../../w/p_4fza.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	kfzRa	कृष्ण	kṛṣṇa	1. kṛṣṇa mf( ā )n. black, dark, dark-blue (opposed to śveta , śukla , rohita , and aruṇa ), RV. ; A…	6090	../../w/kfz_52a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	sinIvAlI	सिनीवाली	sinīvālī	sinīvālī f. (of doubtful derivation) N. of a goddess (in RV. described as broad-hipped, fair-armed,…	6181	../../w/sin_49v_41l_49.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	anehas	अनेहस्	anehas	an-ehas mfn. (√ īh ), without a rival, incomparable, unattainable	6218	../../w/anehas.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	jyezWa	ज्येष्ठ	jyeṣṭha	jyeṣṭha mfn. ( Pāṇ. v, 3, 61 ) most excellent, pre-eminent, first, chief, best, greatest, ( m. ) th…	6277	../../w/jyez_57a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	aGa	अघ	agha	agha mfn. bad, dangerous, RV.	6345	../../w/a_47a.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	uparAga	उपराग	uparāga	upa-rāga m. the act of dyeing or colouring, colour, Ragh. ; Kathās. &c.	6379	../../w/upar_41ga.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	SarIrin	शरीरिन्	śarīrin	śarīrin mfn. having a body, embodied, corporeal, Mn. ; Kāv. &c.	6490	../../w/_53ar_49rin.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	Gasra	घस्र	ghasra	ghasra mfn. hurtful, L.	6715	../../w/_47asra.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	vfjina	वृजिन	vṛjina	vṛjina mf( ā )n. bent, crooked ( lit. and fig. ), deceitful, false, wicked, RV. &c. &c.	6738	../../w/vfjina.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	iza	इष	iṣa	1. iṣa mfn. seeking (see gav-iṣa ).	6878	../../w/iza.html
AK-1.4	1	kālavargaḥ	kAlavargaH	Time; Period of time	suraBi	सुरभि	surabhi	su—rabhi See s.v.	6954	../../w/sura_42i.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	rasa	रस	rasa	rasa m. ( ifc. f( ā ). ) the sap or juice of plants, juice of fruit, any liquid or fluid, the best…	20	../../w/rasa.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	rUpa	रूप	rūpa	rūpa n. (perhaps connected with varpa , varpas ; ifc. f.( ā ) , rarely ( ī )) any outward appearanc…	29	../../w/r_55pa.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	jYAna	ज्ञान	jñāna	jñāna n. knowing, becoming acquainted with, knowledge, ( esp. ) the higher knowledge (derived from…	105	../../w/j_59_41na.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	budDi	बुद्धि	buddhi	buddhi f. the power of forming and retaining conceptions and general notions, intelligence, reason,…	127	../../w/bud_44i.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Sabda	शब्द	śabda	śabda m. (in DhyānabUp. also n. ifc. f( ā ). perhaps connected with √ 3. śap cf. also 2. śap ) soun…	131	../../w/_53abda.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	ganDa	गन्ध	gandha	gandha as , m. smell, odour (nine kinds are enumerated, viz. iṣṭa , aniṣṭa , madhura , kaṭu , nirhā…	165	../../w/gan_44a.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	saMSaya	संशय	saṃśaya	saṃ-śaya &c. See saṃ-√śī .	248	../../w/sa_4d_53aya.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	arjuna	अर्जुन	arjuna	arjuna mfn. ( cf. ṛjra and √ raj ) white, clear (the colour of the day, RV. vi, 9, 1 ; of the dawn,…	259	../../w/arjuna.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	vizaya	विषय	viṣaya	viṣaya m. ( ifc. f( ā ). ; prob. either fr. √ 1. viṣ , ‘to act’, or fr. vi + √ si , ‘to extend’, cf…	337	../../w/vizaya.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	mati	मति	mati	mati &c. See .	425	../../w/mati.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	tikta	तिक्त	tikta	tikta ˚ktaka . See below.	489	../../w/tikta.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	mokza	मोक्ष	mokṣa	mokṣa m. ( ifc. f( ā ). ) emancipation, liberation, release from ( abl. , rarely gen. or comp. ), M…	519	../../w/mokza.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	sparSa	स्पर्श	sparśa	sparśa , ˚śana &c. See p. 1269.	675	../../w/spar_53a.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	vijYAna	विज्ञान	vijñāna	vi-jñāna n. ( ifc. f( ā ). ) the act of distinguishing or discerning, understanding, comprehending,…	681	../../w/vij_59_41na.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	niyama	नियम	niyama	ni-˚yama m. restraining, checking, holding back, preventing, controlling, Mn. ; MBh. &c.	903	../../w/niyama.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	niScaya	निश्चय	niścaya	niś-caya &c. See niś-ci .	945	../../w/ni_53caya.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	kazAya	कषाय	kaṣāya	kaṣāya mfn. astringent, MBh. xiv, 1280 and 1411 ; R. ; Suśr. ; Pañcat. ; BhP.	1024	../../w/kaz_41ya.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	amfta	अमृत	amṛta	a-mṛta mfn. ( cf. Pāṇ. vi, 2, 116 ) not dead, MBh.	1195	../../w/amfta.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	mukti	मुक्ति	mukti	mukti f. setting or becoming free, release, liberation, deliverance from ( comp. ), ŚBr. &c., &c.	1212	../../w/mukti.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	samADi	समाधि	samādhi	sam-ādhi m. putting together, joining or combining with ( instr. ), Lāṭy.	1369	../../w/sam_41_44i.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	ajYAna	अज्ञान	ajñāna	a-jñāna n. non-cognizance	1374	../../w/aj_59_41na.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	SyAma	श्याम	śyāma	śyāma mf( ā )n. (said to be connected with √ śyai ) black, dark-coloured, dark blue or brown or gre…	1678	../../w/_53y_41ma.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Brama	भ्रम	bhrama	bhrama m. ( ifc. f( ā ). ) wandering or roaming about, roving over or through ( comp. ), Kathās.	1757	../../w/_42rama.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Sreyas	श्रेयस्	śreyas	śreyas mfn. (either compar. of śrī , or rather accord. to native authorities of śrī-mat or praśasya…	1942	../../w/_53reyas.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	meDA	मेधा	medhā	medhā ( ā ), f. , see below	2004	../../w/me_44_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	asita	असित	asita	1. a-sita mfn. unbound, TS. vii ; ŚBr. xiv.	2047	../../w/asita.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	cetanA	चेतना	cetanā	cetanā f. consciousness, understanding, sense, intelligence, Yājñ. iii, 175 ; MBh. &c. (often ifc.…	2264	../../w/cetan_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	pARqura	पाण्डुर	pāṇḍura	pāṇḍura mf( ā )n. whitish, white, pale, yellow, R. ; Var. ; Suśr. &c.	2322	../../w/p_41_52qura.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	prajYA	प्रज्ञा	prajñā	pra-√jñā P. -jānāti , to know, understand ( esp. a way or mode of action), discern, distinguish, kn…	2409	../../w/praj_59_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	nirvARa	निर्वाण	nirvāṇa	nir-˚vāṇa mfn. blown or put out, extinguished (as a lamp or fire), set (as the sun), calmed, quiete…	2467	../../w/nirv_41_52a.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	vicAraRA	विचारणा	vicāraṇā	vi-˚cāraṇā f. distinction, kind, Car.	2574	../../w/vic_41ra_52_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	dvApara	द्वापर	dvāpara	dvā—para m. n. that die or side of a die which is marked with two spots, VS. ; TS. ; Kāṭh. ; MBh.	2597	../../w/dv_41para.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	cit	चित्	cit	1. cit mfn. ifc. ‘piling up’, see agni- , ūrdhva- , and pūrva-cit	2704	../../w/cit.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	avidyA	अविद्या	avidyā	a-vidyā f. ignorance, spiritual ignorance, AV. xi, 8, 23 ; VS. xl, 12 - 14 ; ŚBr. xiv	2767	../../w/avidy_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	pARqu	पाण्डु	pāṇḍu	pāṇḍu mfn. (√ paṇḍ ?) yellowish white, white, pale, ŚBr. ; MBh. ; Kāv. &c.	2809	../../w/p_41_52qu.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	viSada	विशद	viśada	vi-śada mf( ā )n. ( prob. fr. √ 1. śad ) ‘conspicuous’, bright, brilliant, shining, splendid, beaut…	2914	../../w/vi_53ada.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Sukla	शुक्ल	śukla	śukla mf( ā )n. (later form of śukra , for which it is sometimes w.r. ) bright, light (with pakṣa =…	2993	../../w/_53ukla.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	gOra	गौर	gaura	gaura mf( ī )n. (in comp. or ifc. g. kaḍārā di) white, yellowish, reddish, pale red, RV. x, 100, 2…	3187	../../w/g_4fra.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	pratipad	प्रतिपद्	pratipad	prati—pad ind. ( cf. prati-√pad , p. 667) = -padam	3232	../../w/pratipad.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	kAla	काल	kāla	1. kāla mf( ī , Pāṇ. iv, 1, 42 )n. ( fr. √ 3. kal ?), black, of a dark colour, dark-blue, MBh. ; R.…	3305	../../w/k_41la.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	harita	हरित	harita	harita mf( ā or hariṇī )n. yellowish, pale yellow, fallow, pale red, pale (also, ‘pale with fright’…	3440	../../w/harita.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	apavarga	अपवर्ग	apavarga	apa-varga &c. See apa-√vṛj .	3613	../../w/apavarga.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	upalabDi	उपलब्धि	upalabdhi	upa-labdhi f. obtainment, acquisition, gain, MBh. ; Vikr. ; Ragh.	3710	../../w/upalab_44i.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	vAsanA	वासना	vāsanā	vāsanā f. id. , Śiś. , Sch.	3738	../../w/v_41san_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	gocara	गोचर	gocara	go—cara m. pasture ground for cattle, ĀpŚr. i, 2, 4	3781	../../w/gocara.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	BrAnti	भ्रान्ति	bhrānti	bhrānti f. wandering or roaming about, moving to and fro, driving (of clouds), quivering (of lightn…	3942	../../w/_42r_41nti.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	saMvid	संविद्	saṃvid	saṃ- √ 1. vid cl. 2. P. Ā. -vetti , -vitte , (3. pl. -vidate , or -vidrate , Pāṇ. vii, 1, 7 ), to k…	4152	../../w/sa_4dvid.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	aruRa	अरुण	aruṇa	aruṇa mf( ā [ RV. v, 63, 6 , &c.] or ī [ RV. x, 61, 4 , & ( nom. pl. aruṇayas ), 95, 6 ])n. (√ ṛ ,…	4156	../../w/aru_52a.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	praRiDAna	प्रणिधान	praṇidhāna	pra-˚ṇidhāna n. laying on, fixing, applying (also pl. ), Car. ; Suśr.	4242	../../w/pra_52i_44_41na.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	kEvalya	कैवल्य	kaivalya	kaivalya n. ( fr. kevala ), isolation, Vām.	4303	../../w/k_45valya.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	hariRa	हरिण	hariṇa	hariṇa mf( ī )n. (the fem. hariṇī belongs to harita ) fawn-coloured, yellowish, tawny (also said of…	4388	../../w/hari_52a.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	nirRaya	निर्णय	nirṇaya	nirṇaya &c. See nir-ṇī .	4394	../../w/nir_52aya.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	manIzA	मनीषा	manīṣā	manīṣā f. thought, reflection, consideration, wisdom, intelligence, conception, idea ( paro manīṣay…	4419	../../w/man_49z_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	piNgala	पिङ्गल	piṅgala	piṅgala mf( ā and ī )n. ( cf. g. gaurā di and kaḍārā di), reddish-brown, tawny, yellow, gold-colour…	4456	../../w/pi_4egala.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Davala	धवल	dhavala	dhavala mf( ā )n. ( fr. √ 2. dhāv ? cf. Uṇ. i, 108 , Sch. ) white, dazzling wh˚ , Var. ; Kāv. ; Pur…	4546	../../w/_44avala.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	kapila	कपिल	kapila	kapila mf( ā )n. (√ kam , Uṇ. i, 56 ; more probably connected with kapi , BRD. ), ‘monkey-coloured’…	4672	../../w/kapila.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	niHSreyasa	निःश्रेयस	niḥśreyasa	niḥ—śreyasa mf( ī )n. ‘having no better’, best, most excellent, MBh. ; R. &c.	4768	../../w/ni_48_53reyasa.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	tarka	तर्क	tarka	tarka m. conjecture, MBh. &c.	4774	../../w/tarka.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	DUmra	धूम्र	dhūmra	dhūmra mf( ā )n. smoke-coloured, smoky, dark-coloured, grey, dark-red, purple, VS. ; Br. &c. &c.	4815	../../w/_44_55mra.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	avadAta	अवदात	avadāta	ava-dāta mfn. (√ dai ), cleansed, clean, clear, Pāṇ. , Sch. ; Bhaṭṭ.	4901	../../w/avad_41ta.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Suci	शुचि	śuci	śuci mfn. ( f. nom. pl. śucyas , Mn. viii, 77 ) shining, glowing, gleaming, radiant, bright, RV. &c…	5007	../../w/_53uci.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	nIla	नील	nīla	nīla mf( ā or ī ; cf. Pāṇ. iv, 1, 42 , Vārtt. , Vām. v, 2, 48 )n. of a dark colour, ( esp. ) d˚ -bl…	5060	../../w/n_49la.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Amoda	आमोद	āmoda	ā-moda mf( ā )n. (√ mud ), gladdening, cheering up, ŚBr. ; KātyŚr.	5078	../../w/_41moda.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	citra	चित्र	citra	citra mf( ā )n. conspicuous, excellent, distinguished, RV.	5188	../../w/citra.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	karmendriya	कर्मेन्द्रिय	karmendriya	karme ndriya n. an organ of action (five in number like the five organs of sense, viz. hand, foot,…	5192	../../w/karmendriya.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	vimarSa	विमर्श	vimarśa	vi-marśa m. consideration, deliberation, trial, critical test, examination, PañcavBr. ; MBh. &c.	5333	../../w/vimar_53a.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	sidDAnta	सिद्धान्त	siddhānta	siddhā nta &c. See s.v.	5423	../../w/sid_44_41nta.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	BAvanA	भावना	bhāvanā	bhāvanā ( ā ), f. demonstration, argument, ascertainment, Yājñ.	5527	../../w/_42_41van_41.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	piSaNga	पिशङ्ग	piśaṅga	piśaṅga mf( ī )n. reddish, r˚ -brown or -yellow, tawny, RV. &c. &c.	5581	../../w/pi_53a_4ega.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	avaDAna	अवधान	avadhāna	ava-dhāna n. attention, attentiveness, intentness, Kum. iv, 2 ; Śiś. ix, 11 , &c., ( cf. sā vaDana.)	5628	../../w/ava_44_41na.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	tuvara	तुवर	tuvara	tuvara see tubara .	5720	../../w/tuvara.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	aByupagama	अभ्युपगम	abhyupagama	abhy-upagama m. going near to, approaching, arriving at, L.	5793	../../w/a_42yupagama.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	Uha	ऊह	ūha	1. ūha m. removing, derangement, transposition, change, modification, Lāṭy. ; ŚāṅkhŚr. ; Pat. &c.	5972	../../w/_55ha.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	lavaRa	लवण	lavaṇa	lavaṇa mf( ā )n. (derivation doubtful) saline, salt, briny, brinish, ŚBr. &c. &c. ( ˚ṇaṃ kṛtvā , or…	5991	../../w/lava_52a.html
AK-1.5	1	dhīvargaḥ	DIvargaH	Sense, perceive; Taste; Smell	DizaRA	धिषणा	dhiṣaṇā	dhiṣaṇā ( ā ), f. a sort of Soma-vessel, a cup, goblet, bowl fig. the S˚ juice itself and its effec…	6023	../../w/_44iza_52_41.html
