period	period_key	lemma_slp1	lemma_iast	a6_count	tsv_count	delta	ratio	ratio_log2
200..700	4700	viz	viṣ	47	129	-82	0.364	-1.457
200..700	4700	vfzRi	vṛṣṇi	45	26	19	1.731	0.791
200..700	4700	putraka	putraka	42	29	13	1.448	0.534
200..700	4700	dAru	dāru	47	62	-15	0.758	-0.400
200..700	4700	bahula	bahula	49	39	10	1.256	0.329
200..700	4700	bfhat	bṛhat	47	50	-3	0.940	-0.089
200..700	4700	pracetas	pracetas	43	29	14	1.483	0.568
200..700	4700	puz	puṣ	45	43	2	1.047	0.066
200..700	4700	SoDay	śodhay	45	56	-11	0.804	-0.316
200..700	4700	aBilaz	abhilaṣ	46	31	15	1.484	0.569
200..700	4700	aBI	abhī	47	25	22	1.880	0.911
200..700	4700	majj	majj	42	48	-6	0.875	-0.193
200..700	4700	Asad	āsad	44	44	0	1.000	0.000
200..700	4700	udgam	udgam	48	31	17	1.548	0.631
200..700	4700	upaspfS	upaspṛś	40	21	19	1.905	0.930
200..700	4700	vitan	vitan	48	64	-16	0.750	-0.415
200..700	4700	viraYj	virañj	45	26	19	1.731	0.791
200..700	4700	viram	viram	39	37	2	1.054	0.076
200..700	4700	saMspfS	saṁspṛś	46	32	14	1.438	0.524
200..700	4700	aBivAday	abhivāday	37	20	17	1.850	0.888
200..700	4700	nO	nau	43	28	15	1.536	0.619
200..700	4700	rAhu	rāhu	49	33	16	1.485	0.570
200..700	4700	antari	antari	49	42	7	1.167	0.222
200..700	4700	parivAray	parivāray	45	25	20	1.800	0.848
200..700	4700	kftyA	kṛtyā	42	21	21	2.000	1.000
200..700	4700	kfmi	kṛmi	40	108	-68	0.370	-1.433
200..700	4700	keyUra	keyūra	48	26	22	1.846	0.885
200..700	4700	kElAsa	kailāsa	44	27	17	1.630	0.705
200..700	4700	akAla	akāla	45	30	15	1.500	0.585
200..700	4700	agnihotra	agnihotra	46	27	19	1.704	0.769
200..700	4700	ajina	ajina	47	51	-4	0.922	-0.118
200..700	4700	sagara	sagara	38	23	15	1.652	0.724
200..700	4700	anusArin	anusārin	48	35	13	1.371	0.456
200..700	4700	antaka	antaka	43	48	-5	0.896	-0.159
200..700	4700	kalyARa	kalyāṇa	47	59	-12	0.797	-0.328
200..700	4700	kAnana	kānana	40	42	-2	0.952	-0.070
200..700	4700	paryanta	paryanta	48	61	-13	0.787	-0.346
200..700	4700	kiyat	kiyat	41	37	4	1.108	0.148
200..700	4700	kuwumba	kuṭumba	44	29	15	1.517	0.601
200..700	4700	nIti	nīti	46	27	19	1.704	0.769
200..700	4700	samAja	samāja	47	30	17	1.567	0.648
200..700	4700	amfta	amṛta	47	200	-153	0.235	-2.089
200..700	4700	ambuda	ambuda	37	32	5	1.156	0.209
200..700	4700	nidAGa	nidāgha	42	39	3	1.077	0.107
200..700	4700	madya	madya	46	154	-108	0.299	-1.743
200..700	4700	manuja	manuja	44	29	15	1.517	0.601
200..700	4700	mandira	mandira	36	52	-16	0.692	-0.531
200..700	4700	BAgin	bhāgin	40	22	18	1.818	0.862
200..700	4700	cAturvarRya	cāturvarṇya	40	30	10	1.333	0.415
200..700	4700	cetanA	cetanā	44	29	15	1.517	0.601
200..700	4700	arcana	arcana	48	33	15	1.455	0.541
200..700	4700	alABa	alābha	45	26	19	1.731	0.791
200..700	4700	avatAra	avatāra	46	34	12	1.353	0.436
200..700	4700	avasAna	avasāna	44	40	4	1.100	0.138
200..700	4700	Atapa	ātapa	44	75	-31	0.587	-0.769
200..700	4700	ADyAtmika	ādhyātmika	42	33	9	1.273	0.348
200..700	4700	azwAdaSan	aṣṭādaśan	43	31	12	1.387	0.472
200..700	4700	Alambana	ālambana	45	34	11	1.324	0.404
200..700	4700	meza	meṣa	47	32	15	1.469	0.555
200..700	4700	varzA	varṣā	44	37	7	1.189	0.250
200..700	4700	valaya	valaya	45	45	0	1.000	0.000
200..700	4700	mADava	mādhava	40	39	1	1.026	0.037
200..700	4700	leKA	lekhā	46	46	0	1.000	0.000
200..700	4700	trAsa	trāsa	46	50	-4	0.920	-0.120
200..700	4700	durBikza	durbhikṣa	43	20	23	2.150	1.104
200..700	4700	duzkfta	duṣkṛta	45	30	15	1.500	0.585
200..700	4700	deya	deya	48	2	46	24.000	4.585
200..700	4700	deSanA	deśanā	43	32	11	1.344	0.426
200..700	4700	jaNGA	jaṅghā	47	52	-5	0.904	-0.146
200..700	4700	jananI	jananī	42	40	2	1.050	0.070
200..700	4700	dEnya	dainya	48	21	27	2.286	1.193
200..700	4700	pArijAta	pārijāta	44	23	21	1.913	0.936
200..700	4700	suvrata	suvrata	36	31	5	1.161	0.216
200..700	4700	tvarA	tvarā	43	40	3	1.075	0.104
200..700	4700	hArin	hārin	47	49	-2	0.959	-0.060
200..700	4700	sAmAnya	sāmānya	39	115	-76	0.339	-1.560
200..700	4700	Satakratu	śatakratu	42	23	19	1.826	0.869
200..700	4700	vyApin	vyāpin	46	44	2	1.045	0.064
200..700	4700	SUdrA	śūdrā	40	26	14	1.538	0.621
200..700	4700	mukuwa	mukuṭa	46	28	18	1.643	0.716
200..700	4700	pratipatti	pratipatti	40	35	5	1.143	0.193
200..700	4700	vfka	vṛka	38	32	6	1.188	0.248
200..700	4700	vfzaparvan	vṛṣaparvan	35	24	11	1.458	0.544
200..700	4700	dAraka	dāraka	46	17	29	2.706	1.436
200..700	4700	prasava	prasava	43	48	-5	0.896	-0.159
200..700	4700	prasUti	prasūti	41	27	14	1.519	0.603
200..700	4700	garh	garh	42	18	24	2.333	1.222
200..700	4700	juz	juṣ	46	27	19	1.704	0.769
200..700	4700	yat	yat	43	348	-305	0.124	-3.017
200..700	4700	aDyApay	adhyāpay	40	24	16	1.667	0.737
200..700	4700	anuman	anuman	40	45	-5	0.889	-0.170
200..700	4700	luB	lubh	46	34	12	1.353	0.436
200..700	4700	DU	dhū	46	31	15	1.484	0.569
200..700	4700	apAs	apās	46	28	18	1.643	0.716
200..700	4700	grAhay	grāhay	41	33	8	1.242	0.313
200..700	4700	AsaYj	āsañj	47	42	5	1.119	0.162
200..700	4700	utpat	utpat	43	23	20	1.870	0.903
200..700	4700	nimajj	nimajj	42	31	11	1.355	0.438
200..700	4700	nivartay	nivartay	38	31	7	1.226	0.294
200..700	4700	parikalpay	parikalpay	44	44	0	1.000	0.000
200..700	4700	parivarjay	parivarjay	32	33	-1	0.970	-0.044
200..700	4700	parivft	parivṛt	40	21	19	1.905	0.930
200..700	4700	pravraj	pravraj	46	9	37	5.111	2.354
200..700	4700	saMgam	saṁgam	39	45	-6	0.867	-0.206
200..700	4700	namaskf	namaskṛ	43	26	17	1.654	0.726
200..700	4700	ozaDI	oṣadhī	40	29	11	1.379	0.464
200..700	4700	kretf	kretṛ	42	27	15	1.556	0.637
200..700	4700	kapola	kapola	45	53	-8	0.849	-0.236
200..700	4700	karuRA	karuṇā	45	21	24	2.143	1.100
200..700	4700	kUrma	kūrma	44	31	13	1.419	0.505
200..700	4700	akzata	akṣata	45	50	-5	0.900	-0.152
200..700	4700	aGa	agha	43	30	13	1.433	0.519
200..700	4700	ajara	ajara	42	24	18	1.750	0.807
200..700	4700	ajAta	ajāta	37	27	10	1.370	0.455
200..700	4700	aDikaraRa	adhikaraṇa	41	25	16	1.640	0.714
200..700	4700	anukampA	anukampā	43	20	23	2.150	1.104
200..700	4700	anuzWAna	anuṣṭhāna	43	29	14	1.483	0.568
200..700	4700	kala	kala	41	42	-1	0.976	-0.035
200..700	4700	kAru	kāru	43	10	33	4.300	2.104
200..700	4700	nyUna	nyūna	39	31	8	1.258	0.331
200..700	4700	saptamI	saptamī	40	32	8	1.250	0.322
200..700	4700	apAya	apāya	41	27	14	1.519	0.603
200..700	4700	nimna	nimna	46	34	12	1.353	0.436
200..700	4700	nIca	nīca	42	31	11	1.355	0.438
200..700	4700	samara	samara	43	33	10	1.303	0.382
200..700	4700	amAvAsyA	amāvāsyā	41	26	15	1.577	0.657
200..700	4700	aruRa	aruṇa	43	113	-70	0.381	-1.394
200..700	4700	uSanas	uśanas	40	27	13	1.481	0.567
200..700	4700	fkza	ṛkṣa	38	97	-59	0.392	-1.352
200..700	4700	ErAvata	airāvata	45	30	15	1.500	0.585
200..700	4700	Srotf	śrotṛ	43	11	32	3.909	1.967
200..700	4700	Dvani	dhvani	43	56	-13	0.768	-0.381
200..700	4700	nandin	nandin	38	57	-19	0.667	-0.585
200..700	4700	namaskAra	namaskāra	40	26	14	1.538	0.621
200..700	4700	vAraRa	vāraṇa	43	43	0	1.000	0.000
200..700	4700	BujaMga	bhujaṁga	39	35	4	1.114	0.156
200..700	4700	udyama	udyama	40	30	10	1.333	0.415
200..700	4700	AyAma	āyāma	42	31	11	1.355	0.438
200..700	4700	Arti	ārti	44	71	-27	0.620	-0.690
200..700	4700	ArADana	ārādhana	45	44	1	1.023	0.032
200..700	4700	azwaguRa	aṣṭaguṇa	40	39	1	1.026	0.037
200..700	4700	yAtanA	yātanā	43	24	19	1.792	0.841
200..700	4700	rakzin	rakṣin	43	28	15	1.536	0.619
200..700	4700	vanitA	vanitā	45	44	1	1.023	0.032
200..700	4700	vara	vara	42	613	-571	0.069	-3.867
200..700	4700	meDya	medhya	46	33	13	1.394	0.479
200..700	4700	yazwi	yaṣṭi	41	57	-16	0.719	-0.475
200..700	4700	vAnaprasTa	vānaprastha	38	27	11	1.407	0.493
200..700	4700	mahApadma	mahāpadma	44	11	33	4.000	2.000
200..700	4700	mahAsattva	mahāsattva	45	67	-22	0.672	-0.574
200..700	4700	tuzita	tuṣita	44	11	33	4.000	2.000
200..700	4700	triguRa	triguṇa	44	76	-32	0.579	-0.788
200..700	4700	trivarga	trivarga	39	27	12	1.444	0.531
200..700	4700	duzkara	duṣkara	40	25	15	1.600	0.678
200..700	4700	janaka	janaka	39	41	-2	0.951	-0.072
200..700	4700	jambUdvIpa	jambūdvīpa	38	24	14	1.583	0.663
200..700	4700	dvijasattama	dvijasattama	36	23	13	1.565	0.646
200..700	4700	DaraRI	dharaṇī	45	35	10	1.286	0.363
200..700	4700	Darmin	dharmin	41	33	8	1.242	0.313
200..700	4700	paSupati	paśupati	36	29	7	1.241	0.312
200..700	4700	pArzRi	pārṣṇi	44	20	24	2.200	1.138
200..700	4700	jvara	jvara	40	376	-336	0.106	-3.233
200..700	4700	tAmasa	tāmasa	44	41	3	1.073	0.102
200..700	4700	samBrama	sambhrama	37	47	-10	0.787	-0.345
200..700	4700	suDA	sudhā	42	43	-1	0.977	-0.034
200..700	4700	hiraRmaya	hiraṇmaya	41	25	16	1.640	0.714
200..700	4700	sADarmya	sādharmya	37	13	24	2.846	1.509
200..700	4700	sAmanta	sāmanta	42	32	10	1.312	0.392
200..700	4700	srotas	srotas	45	117	-72	0.385	-1.379
200..700	4700	vEqUrya	vaiḍūrya	43	22	21	1.955	0.967
200..700	4700	vESvadeva	vaiśvadeva	41	42	-1	0.976	-0.035
200..700	4700	viDavA	vidhavā	40	15	25	2.667	1.415
200..700	4700	gamBIra	gambhīra	44	58	-14	0.759	-0.399
200..700	4700	kOtUhala	kautūhala	39	18	21	2.167	1.115
200..700	4700	SaSa	śaśa	41	43	-2	0.953	-0.069
200..700	4700	SAkya	śākya	45	4	41	11.250	3.492
200..700	4700	viSezaRa	viśeṣaṇa	33	27	6	1.222	0.290
200..700	4700	pradyumna	pradyumna	39	26	13	1.500	0.585
200..700	4700	putrI	putrī	42	31	11	1.355	0.438
200..700	4700	pUrvokta	pūrvokta	34	21	13	1.619	0.695
200..700	4700	dayita	dayita	43	50	-7	0.860	-0.218
200..700	4700	boDa	bodha	42	22	20	1.909	0.933
200..700	4700	pOrRamAsI	paurṇamāsī	43	27	16	1.593	0.671
200..700	4700	prAkfta	prākṛta	43	40	3	1.075	0.104
200..700	4700	ci	ci	42	70	-28	0.600	-0.737
200..700	4700	glAna	glāna	46	0	46	inf	inf
200..700	4700	ruc	ruc	32	48	-16	0.667	-0.585
200..700	4700	ruD	rudh	43	77	-34	0.558	-0.841
200..700	4700	apagam	apagam	42	23	19	1.826	0.869
200..700	4700	SlAG	ślāgh	44	29	15	1.517	0.601
200..700	4700	aByaYj	abhyañj	44	53	-9	0.830	-0.268
200..700	4700	arday	arday	41	41	0	1.000	0.000
200..700	4700	udDan	uddhan	38	50	-12	0.760	-0.396
200..700	4700	prakzAlay	prakṣālay	42	43	-1	0.977	-0.034
200..700	4700	pratibuD	pratibudh	41	20	21	2.050	1.036
200..700	4700	pratihan	pratihan	41	37	4	1.108	0.148
200..700	4700	prahf	prahṛ	40	34	6	1.176	0.234
200..700	4700	vikf	vikṛ	46	76	-30	0.605	-0.724
200..700	4700	vijan	vijan	34	23	11	1.478	0.564
200..700	4700	vivf	vivṛ	44	45	-1	0.978	-0.032
200..700	4700	viSoDay	viśodhay	41	36	5	1.139	0.188
200..700	4700	vyavasA	vyavasā	38	16	22	2.375	1.248
200..700	4700	saMkf	saṁkṛ	40	33	7	1.212	0.278
200..700	4700	saMkalpay	saṁkalpay	42	32	10	1.312	0.392
200..700	4700	saMgrah	saṁgrah	43	25	18	1.720	0.782
200..700	4700	samave	samave	44	22	22	2.000	1.000
200..700	4700	samudBU	samudbhū	45	30	15	1.500	0.585
200..700	4700	samfD	samṛdh	44	26	18	1.692	0.759
200..700	4700	samBf	sambhṛ	41	36	5	1.139	0.188
200..700	4700	akuSala	akuśala	40	21	19	1.905	0.930
200..700	4700	aNga	aṅga	41	613	-572	0.067	-3.902
200..700	4700	atandrita	atandrita	37	14	23	2.643	1.402
200..700	4700	aDyAtma	adhyātma	40	19	21	2.105	1.074
200..700	4700	satyaBAmA	satyabhāmā	41	22	19	1.864	0.898
200..700	4700	sattrin	sattrin	36	4	32	9.000	3.170
200..700	4700	saMnikarza	saṁnikarṣa	44	13	31	3.385	1.759
200..700	4700	apasavya	apasavya	37	18	19	2.056	1.040
200..700	4700	kAla	kāla	43	1169	-1126	0.037	-4.765
200..700	4700	kASi	kāśi	36	24	12	1.500	0.585
200..700	4700	BrAnti	bhrānti	42	31	11	1.355	0.438
200..700	4700	maKa	makha	39	20	19	1.950	0.963
200..700	4700	nftya	nṛtya	41	55	-14	0.745	-0.424
200..700	4700	ekAgra	ekāgra	40	28	12	1.429	0.515
200..700	4700	ezin	eṣin	37	25	12	1.480	0.566
200..700	4700	SlakzRa	ślakṣṇa	41	63	-22	0.651	-0.620
200..700	4700	zazWI	ṣaṣṭhī	34	27	7	1.259	0.333
200..700	4700	narmadA	narmadā	39	28	11	1.393	0.478
200..700	4700	vArzika	vārṣika	40	18	22	2.222	1.152
200..700	4700	vikretf	vikretṛ	41	24	17	1.708	0.773
200..700	4700	viGna	vighna	43	36	7	1.194	0.256
200..700	4700	vicAra	vicāra	40	40	0	1.000	0.000
200..700	4700	Badra	bhadra	43	99	-56	0.434	-1.203
200..700	4700	Bavizya	bhaviṣya	39	38	1	1.026	0.037
200..700	4700	avadAta	avadāta	43	12	31	3.583	1.841
200..700	4700	avijYAta	avijñāta	40	7	33	5.714	2.515
200..700	4700	asfj	asṛj	42	140	-98	0.300	-1.737
200..700	4700	iNgita	iṅgita	40	18	22	2.222	1.152
200..700	4700	rajju	rajju	40	31	9	1.290	0.368
200..700	4700	ranDra	randhra	43	48	-5	0.896	-0.159
200..700	4700	varcas	varcas	38	56	-18	0.679	-0.559
200..700	4700	rAjamAtra	rājamātra	44	0	44	inf	inf
200..700	4700	valkala	valkala	43	40	3	1.075	0.104
200..700	4700	mahiman	mahiman	41	31	10	1.323	0.403
200..700	4700	mAnDAtf	māndhātṛ	38	18	20	2.111	1.078
200..700	4700	lABin	lābhin	44	9	35	4.889	2.290
200..700	4700	tridiva	tridiva	41	17	24	2.412	1.270
200..700	4700	dUtI	dūtī	41	30	11	1.367	0.451
200..700	4700	jaqa	jaḍa	42	30	12	1.400	0.485
200..700	4700	janamejaya	janamejaya	36	21	15	1.714	0.778
200..700	4700	dvijanman	dvijanman	32	21	11	1.524	0.608
200..700	4700	pAramitA	pāramitā	43	4	39	10.750	3.426
200..700	4700	pinAkin	pinākin	42	36	6	1.167	0.222
200..700	4700	sevA	sevā	43	35	8	1.229	0.297
200..700	4700	tvazwf	tvaṣṭṛ	36	23	13	1.565	0.646
200..700	4700	snAtaka	snātaka	41	10	31	4.100	2.036
200..700	4700	Sakawa	śakaṭa	44	23	21	1.913	0.936
200..700	4700	gokula	gokula	36	23	13	1.565	0.646
200..700	4700	gomaya	gomaya	38	50	-12	0.760	-0.396
200..700	4700	Keda	kheda	43	33	10	1.303	0.382
200..700	4700	gaReSvara	gaṇeśvara	37	24	13	1.542	0.624
200..700	4700	ganDamAdana	gandhamādana	35	28	7	1.250	0.322
200..700	4700	gantf	gantṛ	32	6	26	5.333	2.415
200..700	4700	Sibi	śibi	35	22	13	1.591	0.670
200..700	4700	viSvAmitra	viśvāmitra	38	30	8	1.267	0.341
200..700	4700	pramadA	pramadā	39	37	2	1.054	0.076
200..700	4700	pIna	pīna	43	28	15	1.536	0.619
200..700	4700	pulastya	pulastya	41	21	20	1.952	0.965
200..700	4700	pOruza	pauruṣa	35	54	-19	0.648	-0.626
200..700	4700	baladeva	baladeva	39	23	16	1.696	0.762
200..700	4700	prasTa	prastha	42	138	-96	0.304	-1.716
200..700	4700	prAkAra	prākāra	36	25	11	1.440	0.526
200..700	4700	arjay	arjay	39	32	7	1.219	0.285
200..700	4700	vA	vā	41	3467	-3426	0.012	-6.402
200..700	4700	vartay	vartay	39	19	20	2.053	1.037
200..700	4700	SaNk	śaṅk	36	31	5	1.161	0.216
200..700	4700	Siz	śiṣ	39	21	18	1.857	0.893
200..700	4700	SoBay	śobhay	34	25	9	1.360	0.444
200..700	4700	lI	lī	39	47	-8	0.830	-0.269
200..700	4700	duh	duh	42	19	23	2.211	1.144
200..700	4700	aBiBAz	abhibhāṣ	35	21	14	1.667	0.737
200..700	4700	avaDAray	avadhāray	32	29	3	1.103	0.142
200..700	4700	AkANkz	ākāṅkṣ	38	9	29	4.222	2.078
200..700	4700	Avft	āvṛt	32	23	9	1.391	0.476
200..700	4700	parAji	parāji	37	26	11	1.423	0.509
200..700	4700	pragrah	pragrah	40	22	18	1.818	0.862
200..700	4700	pratijYA	pratijñā	38	36	2	1.056	0.078
200..700	4700	prativas	prativas	33	18	15	1.833	0.874
200..700	4700	prayojay	prayojay	37	78	-41	0.474	-1.076
200..700	4700	vivfD	vivṛdh	37	43	-6	0.860	-0.217
200..700	4700	catuHzazwi	catuḥṣaṣṭi	43	27	16	1.593	0.671
200..700	4700	vyapoh	vyapoh	32	27	5	1.185	0.245
200..700	4700	saMcintay	saṁcintay	32	22	10	1.455	0.541
200..700	4700	samAvf	samāvṛ	37	24	13	1.542	0.624
200..700	4700	agastya	agastya	41	26	15	1.577	0.657
200..700	4700	prAdurBU	prādurbhū	41	19	22	2.158	1.110
200..700	4700	narADipa	narādhipa	37	19	18	1.947	0.962
200..700	4700	kawi	kaṭi	38	65	-27	0.585	-0.774
200..700	4700	aMSuka	aṁśuka	39	47	-8	0.830	-0.269
200..700	4700	keSin	keśin	40	23	17	1.739	0.798
200..700	4700	akzara	akṣara	39	97	-58	0.402	-1.315
200..700	4700	acala	acala	40	114	-74	0.351	-1.511
200..700	4700	saMsTiti	saṁsthiti	34	22	12	1.545	0.628
200..700	4700	saMhAra	saṁhāra	40	26	14	1.538	0.621
200..700	4700	saMgrahaRa	saṁgrahaṇa	40	21	19	1.905	0.930
200..700	4700	saMcAra	saṁcāra	41	19	22	2.158	1.110
200..700	4700	aDyApana	adhyāpana	36	7	29	5.143	2.363
200..700	4700	aDyAya	adhyāya	36	52	-16	0.692	-0.531
200..700	4700	anindita	anindita	38	25	13	1.520	0.604
200..700	4700	anukUla	anukūla	40	31	9	1.290	0.368
200..700	4700	antaHkaraRa	antaḥkaraṇa	40	31	9	1.290	0.368
200..700	4700	kaluza	kaluṣa	37	40	-3	0.925	-0.112
200..700	4700	kalpanA	kalpanā	35	39	-4	0.897	-0.156
200..700	4700	paramparA	paramparā	39	12	27	3.250	1.700
200..700	4700	sapatnI	sapatnī	39	27	12	1.444	0.531
200..700	4700	apara	apara	34	315	-281	0.108	-3.212
200..700	4700	BUDara	bhūdhara	38	33	5	1.152	0.204
200..700	4700	maRqapa	maṇḍapa	39	30	9	1.300	0.379
200..700	4700	nizkfti	niṣkṛti	35	22	13	1.591	0.670
200..700	4700	nEmittika	naimittika	39	37	2	1.054	0.076
200..700	4700	nAka	nāka	39	24	15	1.625	0.700
200..700	4700	nizPala	niṣphala	38	24	14	1.583	0.663
200..700	4700	manyu	manyu	37	38	-1	0.974	-0.038
200..700	4700	SvAsa	śvāsa	40	201	-161	0.199	-2.329
200..700	4700	upavana	upavana	37	32	5	1.156	0.209
200..700	4700	upasaMhAra	upasaṁhāra	36	16	20	2.250	1.170
200..700	4700	vimatsara	vimatsara	36	21	15	1.714	0.778
200..700	4700	Baga	bhaga	39	30	9	1.300	0.379
200..700	4700	cAmara	cāmara	40	34	6	1.176	0.234
200..700	4700	cEtra	caitra	35	26	9	1.346	0.429
200..700	4700	Candas	chandas	39	27	12	1.444	0.531
200..700	4700	avApti	avāpti	41	30	11	1.367	0.451
200..700	4700	utpAta	utpāta	41	24	17	1.708	0.773
200..700	4700	hrI	hrī	39	32	7	1.219	0.285
200..700	4700	ADAna	ādhāna	40	19	21	2.105	1.074
200..700	4700	avyaya	avyaya	30	99	-69	0.303	-1.722
200..700	4700	aSani	aśani	42	30	12	1.400	0.485
200..700	4700	aharniSa	aharniśa	32	22	10	1.455	0.541
200..700	4700	Aloka	āloka	39	30	9	1.300	0.379
200..700	4700	ijyA	ijyā	38	18	20	2.111	1.078
200..700	4700	IrzyA	īrṣyā	40	32	8	1.250	0.322
200..700	4700	yAdfSa	yādṛśa	29	12	17	2.417	1.273
200..700	4700	rukmin	rukmin	41	23	18	1.783	0.834
200..700	4700	yadfcCA	yadṛcchā	36	26	10	1.385	0.469
200..700	4700	vAyasa	vāyasa	33	29	4	1.138	0.186
200..700	4700	mAtula	mātula	40	24	16	1.667	0.737
200..700	4700	timira	timira	41	84	-43	0.488	-1.035
200..700	4700	tyAgin	tyāgin	41	21	20	1.952	0.965
200..700	4700	jalada	jalada	39	44	-5	0.886	-0.174
200..700	4700	dOhitra	dauhitra	41	17	24	2.412	1.270
200..700	4700	dvipa	dvipa	37	21	16	1.762	0.817
200..700	4700	dviz	dviṣ	37	97	-60	0.381	-1.390
200..700	4700	pAra	pāra	41	29	12	1.414	0.500
200..700	4700	taTAviDa	tathāvidha	37	23	14	1.609	0.686
200..700	4700	suraBi	surabhi	40	63	-23	0.635	-0.655
200..700	4700	dakza	dakṣa	42	114	-72	0.368	-1.441
200..700	4700	samplava	samplava	35	18	17	1.944	0.959
200..700	4700	hAna	hāna	33	20	13	1.650	0.722
200..700	4700	sAtmya	sātmya	38	51	-13	0.745	-0.424
200..700	4700	SapaTa	śapatha	37	32	5	1.156	0.209
200..700	4700	SaMtanu	śaṁtanu	35	18	17	1.944	0.959
200..700	4700	Sambara	śambara	39	24	15	1.625	0.700
200..700	4700	SarIrin	śarīrin	34	22	12	1.545	0.628
200..700	4700	vyavasAya	vyavasāya	38	11	27	3.455	1.788
200..700	4700	vibuDa	vibudha	40	25	15	1.600	0.678
200..700	4700	vimokza	vimokṣa	39	21	18	1.857	0.893
200..700	4700	guhya	guhya	41	38	3	1.079	0.110
200..700	4700	gozWa	goṣṭha	41	24	17	1.708	0.773
200..700	4700	SuBra	śubhra	42	26	16	1.615	0.692
200..700	4700	Kala	khala	40	29	11	1.379	0.464
200..700	4700	garIyas	garīyas	27	37	-10	0.730	-0.455
200..700	4700	SaSANka	śaśāṅka	37	40	-3	0.925	-0.112
200..700	4700	SArIra	śārīra	33	36	-3	0.917	-0.126
200..700	4700	krATana	krāthana	38	22	16	1.727	0.788
200..700	4700	klIba	klība	41	55	-14	0.745	-0.424
200..700	4700	kzAma	kṣāma	42	54	-12	0.778	-0.363
200..700	4700	vivara	vivara	41	31	10	1.323	0.403
200..700	4700	viSvAtman	viśvātman	41	24	17	1.708	0.773
200..700	4700	vIRA	vīṇā	35	29	6	1.207	0.271
200..700	4700	vedanA	vedanā	36	113	-77	0.319	-1.650
200..700	4700	piSita	piśita	39	47	-8	0.830	-0.269
200..700	4700	dAyin	dāyin	33	25	8	1.320	0.401
200..700	4700	dAha	dāha	41	258	-217	0.159	-2.654
200..700	4700	baka	baka	31	26	5	1.192	0.254
200..700	4700	prAjApatya	prājāpatya	39	80	-41	0.487	-1.037
200..700	4700	kamp	kamp	38	32	6	1.188	0.248
200..700	4700	kzan	kṣan	41	60	-19	0.683	-0.549
200..700	4700	cezw	ceṣṭ	33	43	-10	0.767	-0.382
200..700	4700	grIzma	grīṣma	38	45	-7	0.844	-0.244
200..700	4700	nad	nad	39	22	17	1.773	0.826
200..700	4700	plAvay	plāvay	38	25	13	1.520	0.604
200..700	4700	anumA	anumā	38	31	7	1.226	0.294
200..700	4700	anuraYj	anurañj	41	25	16	1.640	0.714
200..700	4700	vezway	veṣṭay	35	42	-7	0.833	-0.263
200..700	4700	apanI	apanī	34	58	-24	0.586	-0.771
200..700	4700	ape	ape	39	34	5	1.147	0.198
200..700	4700	aBijan	abhijan	37	24	13	1.542	0.624
200..700	4700	Astf	āstṛ	40	27	13	1.481	0.567
200..700	4700	upacar	upacar	30	32	-2	0.938	-0.093
200..700	4700	upaBuj	upabhuj	38	27	11	1.407	0.493
200..700	4700	nibanD	nibandh	40	34	6	1.176	0.234
200..700	4700	parigam	parigam	39	14	25	2.786	1.478
200..700	4700	cakrin	cakrin	30	25	5	1.200	0.263
200..700	4700	praRiDA	praṇidhā	35	17	18	2.059	1.042
200..700	4700	vinivft	vinivṛt	42	28	14	1.500	0.585
200..700	4700	vyAhf	vyāhṛ	37	38	-1	0.974	-0.038
200..700	4700	saMtarpay	saṁtarpay	40	11	29	3.636	1.862
200..700	4700	ApUray	āpūray	37	26	11	1.423	0.509
200..700	4700	udDf	uddhṛ	40	164	-124	0.244	-2.036
200..700	4700	pariBraMS	paribhraṁś	41	22	19	1.864	0.898
200..700	4700	vikrayin	vikrayin	33	24	9	1.375	0.459
200..700	4700	Dfk	dhṛk	37	21	16	1.762	0.817
200..700	4700	kadamba	kadamba	35	48	-13	0.729	-0.456
200..700	4700	akAma	akāma	35	16	19	2.188	1.129
200..700	4700	kamaRqalu	kamaṇḍalu	39	23	16	1.696	0.762
200..700	4700	kftin	kṛtin	35	22	13	1.591	0.670
200..700	4700	agraja	agraja	33	24	9	1.375	0.459
200..700	4700	aNguzWa	aṅguṣṭha	37	55	-18	0.673	-0.572
200..700	4700	awavI	aṭavī	35	34	1	1.029	0.042
200..700	4700	anaDyAya	anadhyāya	39	10	29	3.900	1.963
200..700	4700	karmAnta	karmānta	38	2	36	19.000	4.248
200..700	4700	payasvinI	payasvinī	30	22	8	1.364	0.447
200..700	4700	payoDara	payodhara	34	47	-13	0.723	-0.467
200..700	4700	saMtAna	saṁtāna	39	51	-12	0.765	-0.387
200..700	4700	saMniveSa	saṁniveśa	38	31	7	1.226	0.294
200..700	4700	parijana	parijana	38	48	-10	0.792	-0.337
200..700	4700	parjanya	parjanya	35	21	14	1.667	0.737
200..700	4700	abja	abja	39	25	14	1.560	0.642
200..700	4700	aBiprAya	abhiprāya	39	30	9	1.300	0.379
200..700	4700	kimpuruza	kimpuruṣa	37	25	12	1.480	0.566
200..700	4700	kuNkuma	kuṅkuma	38	56	-18	0.679	-0.559
200..700	4700	BUyizWa	bhūyiṣṭha	36	32	4	1.125	0.170
200..700	4700	Bfti	bhṛti	34	27	7	1.259	0.333
200..700	4700	niSAkara	niśākara	29	26	3	1.115	0.158
