pack	lemma_slp1	surface	gloss_ru	gloss_en	locus
hitopadesa-0	puruṣa	puruṣa	человек	a man; male; human being (people); a person; an officer; a servant; a friend; a member of…	33
hitopadesa-0	puruṣakāra	puruṣakāra	человеческими усилиями	human effort (opp. to daiva); manly act; virility; heroism; haughtiness; pride; name of a…	30
hitopadesa-0	pustaka	pustakeṣu	книга	a protuberant ornament; boss; a manuscript; book; booklet	39
hitopadesa-0	putra	putrāṇām	сын	a son; child; a species of small venomous animal; (in astrol.) name of the fifth house; n…	12
hitopadesa-0	putraka	putraka	сынок	a little son; boy; child (often used as a term of endearment); a puppet; doll; figure of…	24
hitopadesa-0	puṇya	puṇya	святая	auspicious; propitious; fair; pleasant; good; right; virtuous; meritorious; pure; holy; s…	19
hitopadesa-0	pā	pīyate	Защищайте	to drink; to quaff; to suck; to swallow	29
hitopadesa-0	pātra	pātra	сосуд	a drinking-vessel; goblet; bowl; cup; dish; pot; plate; utensil; any vessel or receptacle…	6
hitopadesa-0	pāṭaliputra	pāṭaliputra	name of a town	name of a town	10
hitopadesa-0	pāṭava	pāṭavaṃ	Ваджроли	sharpness; intensity; skill; cleverness in; quickness; precipitation in (comp.); health	2
hitopadesa-0	pāṭhay	pāṭhyamānaṃ	чтения	to teach; to instruct; to read; to recite	10
hitopadesa-0	pīḍā	pīḍā	самоистязанием	pain; suffering; annoyance; harm; injury; violation; devastation; restriction; limitation…	12
hitopadesa-0	pūjay	pūjyate	почтил	to honour; to worship; to revere; to respect; to regard; to honour or present with (instr…	23
hitopadesa-0	pūrva	pūrva	прежде	being before or in front fore; first; eastern; to the east of (abl.); former; prior; prec…	31
hitopadesa-0	ratha	rathasya	колесницу	a chariot; car; esp. a two-wheeled war-chariot (lighter and swifter than the anas); any v…	30
hitopadesa-0	rogin	rogi	больной	sick; diseased; ill	20
hitopadesa-0	rāga	rāgāṇām	влечение	the act of colouring or dyeing; colour; hue; tint; dye; red colour; redness; inflammation…	43
hitopadesa-0	rājan	rājā	царь	a king; sovereign; prince; chief (often applied to gods); a man of the royal tribe or the…	12
hitopadesa-0	rātri	rātriṣu	ночь	night; the darkness or stillness of night (often personified); turmeric; name of a river…	24
hitopadesa-0	rūpa	rūpa	образ	any outward appearance or phenomenon or colour (often pl.); form; shape; phantom shapes;…	14
hitopadesa-0	rūpavat	rūpavatī	прекрасен	having form or colour; formed; embodied; corporeal; having a beautiful form or colour; ha…	22
hitopadesa-0	sa	sa	он	(ibc.) with	16
hitopadesa-0	sabhā	sabhā	собрание	an assembly; congregation; meeting; council; public audience; social party; society; good…	37
hitopadesa-0	sad	sīdasi	усаживается	to sit down (esp. at a sacrifice); to sit upon or in or at (acc. or loc.); to sit down be…	24
hitopadesa-0	sadā	sadā	всегда	always; ever; every time; continually; perpetually	7
hitopadesa-0	saha	saha	с	together with; along with; with	41
hitopadesa-0	sakala	sakala	все	consisting of parts; divisible; material; possessing all its component parts; complete; e…	42
hitopadesa-0	sakṛt	sakṛd	однажды	at once; suddenly; forthwith; immediately; once; formerly; ever; once for all; for ever;…	13
hitopadesa-0	sama	samaiś	равный	even; flat; level; parallel; same; similar; like; equivalent; fair; constant; ordinary; c…	41
hitopadesa-0	samarpay	samarpitavān	поразил	to stretch out from; to put into; to shoot (a missile); to deliver; to give; to hand over	47
hitopadesa-0	samartha	samarthaḥ	способен	having a similar or suitable aim or object; well answering to; suitable for; very strong;…	40
hitopadesa-0	samatā	samatām	равенство	sameness of level; equality; sameness; identity with; fairness; impartiality towards; equ…	41
hitopadesa-0	sambhava	sambhavāḥ	рождение	being or coming together; meeting; union; intercourse (esp. sexual intercourse); finding…	38
hitopadesa-0	sambhrama	sambhramāt	рвение	whirling round; haste; hurry; flurry; confusion; agitation; bustling; activity; eagerness…	16
hitopadesa-0	sambhū	sambhūtāḥ	возник	to be or come together; to assemble; to meet; to be joined or united with (instr. with or…	42
hitopadesa-0	sampad	sampannāḥ	стал	to turn out well; to accrue to; to amount to; to meet with; to obtain; to be absorbed in;…	38
hitopadesa-0	sampatti	sampattiḥ	процветание	prosperity; welfare; good fortune; success; accomplishment; fulfilment; turning out well…	11
hitopadesa-0	samudra	samudram	океан	the sea; ocean (in Veda also "the aerial waters"); name of the number four; a large Soma…	46
hitopadesa-0	samunnati	samunnatim	rising; swelling; exaltation; eminence; high position; elevation; increase; growth	rising; swelling; exaltation; eminence; high position; elevation; increase; growth	15
hitopadesa-0	samāgama	samāgamāt	встреча	coming together (either in a hostile or friendly manner); union; junction; encounter or m…	41
hitopadesa-0	samāna	samānāḥ	самана	same; identical; alike; equal; zusammen; unanimous	25
hitopadesa-0	samṛdh	samṛddho	процветающим	to succeed well; to prosper; to flourish; to increase or grow greatly; to share in abunda…	19
hitopadesa-0	sarit	sarit	реки	a river; stream; an expression for the number "four"; a metre of 72 syllables; a thread;…	5
hitopadesa-0	sarva	sarva	все	whole; entire; all; every; of all sorts; manifold; various; different; completely	10
hitopadesa-0	sarvadā	sarvadā	всегда	always; at all times (often joined with sarvatra and sarvathā)	4
hitopadesa-0	sarvatra	sarvatra	везде	everywhere; in every case; always; at all times	2
hitopadesa-0	saṃcintay	saṃcintya	подумав	to think about; to think over; to consider carefully; to reflect about (acc.); to design;…	32
hitopadesa-0	saṃdhi	saṃdhir	мир	junction; connection; combination; union with (instr.); association; intercourse with (in…	9
hitopadesa-0	saṃnidhi	saṃnidhau	присутствии	depositing together or near; juxtaposition; nearness; vicinity; presence	39
hitopadesa-0	saṃnidhāna	saṃnidhānena	совокупленье	juxtaposition; nearness; vicinity; presence; presence = existence; placingdown; depositin…	40
hitopadesa-0	saṃnikarṣa	saṃnikarṣeṇa	контакт	drawing near or together; approximation; close contact; nearness; neighbourhood; proximit…	45
hitopadesa-0	saṃsarga	saṃsargāt	смешения	mixture or union together; commixture; blending; conjunction; connection; contact; associ…	40
hitopadesa-0	saṃskāra	saṃskāro	санскары	putting together; forming well; making perfect; accomplishment; embellishment adornment;…	8
hitopadesa-0	saṃskṛta	saṃskṛta	освященное	making ready; preparation or a prepared place; sacrifice; a sacred usage or custom; the S…	2
hitopadesa-0	saṃsāra	saṃsāre	сансары	going or wandering through; undergoing transmigration; course; passage; passing through a…	15
hitopadesa-0	saṃyojay	saṃyojayati	запряг	to cause to join together; to bring together; to unite; to put to (horses); to yoke; to h…	5
hitopadesa-0	saṃśaya	saṃśaya	сомнения	lying down to rest or sleep; uncertainty; irresolution; hesitation	10
hitopadesa-0	saṅga	saṅgāt	привязанность	sticking; clinging to; touch; contact with; relation to; association or intercourse with;…	44
hitopadesa-0	siddhi	siddhiḥ	совершенства	accomplishment; performance; fulfilment; complete attainment (of any object); success; th…	1
hitopadesa-0	sidh	sidhyati	устанавливается	to be accomplished or fulfilled or effected or settled; to be successful; to succeed; to…	30
hitopadesa-0	siṃha	siṃham	лев	a lion; the zodiacal sign Leo or its Lagna; a hero or eminent person; a particular form o…	33
hitopadesa-0	stha	sthasya	стоит	standing; staying; abiding; being situated in; existing or being in or on or among; occup…	27
hitopadesa-0	strī	striyāḥ	женщины	a woman; female; wife; the female of any animal; a white ant; the Priyaṅgu plant; (in gra…	39
hitopadesa-0	sudarśana	sudarśano	Сударшана	a vulture; a fish; (in music) a kind of composition; name of Śiva; name of a son of Agni…	10
hitopadesa-0	sudhī	sudhīḥ	мудрый	intelligent; wise	19
hitopadesa-0	suhṛd	suhṛd	друзей	a friend; ally; name of the fourth astrol. mansion	9
hitopadesa-0	sukha	sukhāni	счастье	ease; easiness; comfort; prosperity; pleasure; joy; delight in; the sky; heaven; atmosphe…	20
hitopadesa-0	sumanas	sumanas	цветами	a flower	44
hitopadesa-0	supratiṣṭhita	supratiṣṭhitaḥ	изящно стоит	standing firm; properly set up or established; thoroughly implanted in; well consecrated;…	44
hitopadesa-0	sutin	sutinī	having sons	having sons	16
hitopadesa-0	svap	suptasya	спит	to sleep; to rest	36
hitopadesa-0	svayam	svayaṃ	сам	self; one's self (applicable to all persons); of or by one's self spontaneously; voluntar…	35
hitopadesa-0	svāmin	svāmi	хозяин	an owner; proprietor; master; lord or owner of; a chief; commander (of an army); a husban…	10
hitopadesa-0	sādhya	sādhye	садхьи	accomplishment; perfection; an object to be accomplished; thing to be proved or establish…	1
hitopadesa-0	sāmānya	sāmānyam	общее	equal; alike; similar; shared by others; joint; common to (instr with and without saha);…	25
hitopadesa-0	sṛj	sṛjyante	сотворил	to let go or fly; to discharge; to throw; to cast; to hurl at (acc. or dat.); to cast or…	27
hitopadesa-0	tad	tasya	он	this; gleicher	1
hitopadesa-0	taila	tailāni	sesamum oil; oil; olibanum	sesamum oil; oil; olibanum	32
hitopadesa-0	tamas	tamo	мрак	darkness; gloom; the darkness of hell; hell or a particular division of hell; the obscura…	18
hitopadesa-0	tanaya	tanayaḥ	сын	a son; name of a people	14
hitopadesa-0	tapas	tapasi	подвижничество	warmth; heat; pain; suffering; religious austerity; bodily mortification; penance; severe…	17
hitopadesa-0	tatas	tataḥ	тогда	from that; in consequence of that; for that reason; consequently; then; after that	6
hitopadesa-0	tathā	tathā	так	in that manner; so; thus; yes; so be it; so it shall be (particle of assent); so also; in…	20
hitopadesa-0	tatra	tatra	там	in that place; there (in comp.); thither; to that place; in that; therein; in that case;…	10
hitopadesa-0	tattva	tattva	правду	true or real state; truth; reality; (in phil.) a true principle; the number 24; the numbe…	42
hitopadesa-0	tila	tilebhyo	сезам	Sesamum indicum DC. (its blossom is compared to the nose); sesamum seed (much used in coo…	32
hitopadesa-0	toya	toyāḥ	воду	water; [min.] !!	46
hitopadesa-0	tu	tu	же	do; now; then; but; and; or; name of the river Śatadru	13
hitopadesa-0	tva	tvam	ты	(suffix creating abstract nouns)	11
hitopadesa-0	tvad	tvaṃ	тебя	you	24
hitopadesa-0	tyaj	tyajed	оставив	to leave; to abandon; to quit; to leave a place; to go away from; to let go; to dismiss;…	32
hitopadesa-0	tā	tā	эти	ifc. abstracta; name of Lakṣmī	11
hitopadesa-0	tārā	tārā	звезды	a fixed star; asterism; the pupil of the eye (chiefly ifc.); a kind of meteor; (in Sāṃkhy…	18
hitopadesa-0	tāta	tāta	сын мой	a father	41
hitopadesa-0	tīra	tīre	берегу	a shore; bank; the brim of a vessel	10
hitopadesa-0	tīrtha	tīrthe	тиртхе	a passage; way; road; ford; stairs for landing or for descent into a river; bathing-place…	19
hitopadesa-0	u	u	и	[gramm.] the sound or letter u; a particle; [gramm.] a kṛt affix; also; further; on the o…	11
hitopadesa-0	ucchedin	ucchedi	destroying; resolving (doubts or difficulties)	destroying; resolving (doubts or difficulties)	10
hitopadesa-0	uccāra	uccāra	испражняться	feces; excrement; discharge; pronunciation; utterance; upward movement of phonic energy	17
hitopadesa-0	udayagiri	udayagireḥ	the eastern mountain	the eastern mountain	45
hitopadesa-0	udvij	udvigna	страшится	to gush or spring upwards; to be agitated; to grieved or afflicted; to shudder; to trembl…	12
hitopadesa-0	udyama	udyamena	труд	the act of raising or lifting up; elevation; undertaking; beginning; the act of striving…	36
hitopadesa-0	udyoga	udyogam	в Книге о старании	the act of undertaking anything; exertion; perseverance; strenuous and continuous endeavo…	32
hitopadesa-0	udyogin	udyoginaṃ	one who makes effort; active; laborious; persevering; energetic	one who makes effort; active; laborious; persevering; energetic	33
hitopadesa-0	ukti	uktiṣu	говорится	sentence; proclamation; speech; expression; word; a worthy speech or word	2
hitopadesa-0	unmārga	unmārga	deviation from the right way; wrong way (lit. and fig.)	deviation from the right way; wrong way (lit. and fig.)	12
hitopadesa-0	upadeśa	upadeśena	наставление	pointing out to; reference to; specification; instruction; teaching; information; advice;…	40
hitopadesa-0	upajan	upajāyate	возникает	to be produced or originate in addition; to be added or put to; to follow (as a consequen…	43
hitopadesa-0	upe	upaiti	придя	to go or come or step near; to approach; to betake one's self to; to arrive at; to meet w…	33
hitopadesa-0	upeta	upetaḥ	отстранен от зла, связан с благими качествами	one who has come near or approached; one who has betaken himself to; approached; arrived…	10
hitopadesa-0	vac	uktam	сказал	to speak; to say; to tell; to declare; to proclaim; to recite; verk￼nden; to speak ill of	20
hitopadesa-0	vacana	vacanam	слова	the act of speaking; utterance; pronunciation; statement; declaration; express mention; s…	30
hitopadesa-0	vad	vada	говорят	to speak; to say; to tell; to talk with; to address; to recommend; to adjudge; to designa…	16
hitopadesa-0	vaicitrya	vaicitryaṃ	variety; manifoldness; diversity; sorrow; despair	variety; manifoldness; diversity; sorrow; despair	2
hitopadesa-0	vairin	vairī	an enemy; a hero	an enemy; a hero	37
hitopadesa-0	vandhyā	vandhyā	бесплодная	a barren or childless woman; a barren cow; a particular fragrant substance	14
hitopadesa-0	vara	varam	лучший	choicest; valuable; precious; best; most excellent or eminent among; royal; princely; bet…	13
hitopadesa-0	varṇa	varṇaḥ	варн	a covering; cloak; mantle; a cover; lid; outward appearance; exterior; form; figure; shap…	45
hitopadesa-0	vasati	vasatir	ночи	staying (esp. "overnight"); dwelling; abiding; sojourn; a nest; a dwelling-place; house;…	14
hitopadesa-0	vat	vat	сказал	(Vergleichspartikel)	3
hitopadesa-0	vaśya	vaśyaḥ	послушным	to be subjected; subdued; tamed; humbled; being under control; obedient to another's will…	19
hitopadesa-0	vaṃśa	vaṃśaḥ	род	the bamboo cane or any cane (also "sugarcane" and "Shorea Robusta"); the upper timbers or…	15
hitopadesa-0	vid	vidvān	знает	to know; to understand; to learn; to be conscious of; to take for; to mind; to notice; to…	14
hitopadesa-0	vidvas	vidvān	мудрый	one who knows; knowing; learned; wise; familiar with; skilled in	12
hitopadesa-0	vidyā	vidyāyām	знание	knowledge; science; learning; scholarship; philosophy; a spell; incantation; magical skil…	17
hitopadesa-0	vigraha	vigrahaḥ	война	keeping apart or asunder; isolation; division; distribution (esp. of fluids); (in gram.)…	9
hitopadesa-0	vinaya	vinayam	смиренно	taking away; removal; withdrawal; leading; guidance; training (esp. moral training); educ…	44
hitopadesa-0	vinā	vinā	без	without; except; short or exclusive of	30
hitopadesa-0	vitta	vittaṃ	богатство	anything found; a find; (in later language also pl.) acquisition; wealth; property; goods…	27
hitopadesa-0	vivekin	viveki	отличен	discriminating; distinguishing; separated; kept asunder; examining; investigating; discri…	11
hitopadesa-0	viśeṣa	viśeṣo	различие	difference between; characteristic difference; peculiar mark; special property; specialit…	25
hitopadesa-0	viśiṣ	viśiṣṭaiś	превосходит	to distinguish; to make distinct or different; to particularize; to specify; to define; t…	41
hitopadesa-0	viśiṣṭatā	viśiṣṭatām			41
hitopadesa-0	viśru	viśrūyate	прославленный	to hear distinctly; to be heard or be heard of far and wide; to become known or famous	21
hitopadesa-0	viśudh	viśuddhaḥ	очищается	to become perfectly pure (esp. in ritual sense); to become clear (said of the senses); (i…	23
hitopadesa-0	viśāla	viśāla	обширным	spacious; broad; wide; great; important; powerful; abundant in; full of; eminent	38
hitopadesa-0	viṣa	viṣa	яд	poison; bane; anything actively pernicious; a particular vegetable poison; water; a mysti…	29
hitopadesa-0	viṣṇuśarman	viṣṇuśarma	name of various authors and other persons	name of various authors and other persons	42
hitopadesa-0	vyabhicārin	vyabhicāriṇī	изменяя	going astray; straying or deviating or diverging from (abl.); following bad courses; doin…	22
hitopadesa-0	vyāpāra	vyāpāra	деятельность	occupation; employment; business; profession; function; doing; performance; action; opera…	42
hitopadesa-0	vā	vā	или	either - or; on the one side - on the other side; optionally	12
hitopadesa-0	vāc	vācāṃ	речь	speech; voice; talk; language; sound; a word; saying; phrase; sentence; statement; asseve…	2
hitopadesa-0	vādin	vādinī	говорящие	saying; discoursing; speaking; talking; speaking or talking about (often ifc. or sometime…	20
hitopadesa-0	vṛddha	vṛddha	старый	grown; become larger or longer or stronger; increased; augmented; great; large; grown up;…	7
hitopadesa-0	yad	yad	что	what; which; who	1
hitopadesa-0	yadi	yadi	если	in case that; if; whether	16
hitopadesa-0	yatas	yataḥ	откуда	from which or what; whence; whereof; wherefrom; where; in what place; whither; wherefore;…	25
hitopadesa-0	yathā	yathā	как	according; as; like; as	30
hitopadesa-0	yatna	yatnaṃ	усилия	activity of will; volition; aspiring after; performance; work; effort; exertion; energy;…	31
hitopadesa-0	yatra	yatra	где	where; wherein; wherever; whither	11
hitopadesa-0	yauvana	yauvanaṃ	youth; youthfulness; adolescence; puberty; manhood; a number of young people (esp. of you…	youth; youthfulness; adolescence; puberty; manhood; a number of young people (esp. of you…	11
hitopadesa-0	yuj	yuktaḥ	союзником	to yoke or join or fasten or harness (horses or a chariot); to make ready; to prepare; to…	14
hitopadesa-0	yā	yāti	идут	to go; to move; to set out; to travel; to withdraw; to flee; to go to for any purpose (in…	15
hitopadesa-0	ācar	ācaret	делает	to come near to (acc.); to approach; to lead hither (as a path); to address; to apply to…	3
hitopadesa-0	ādya	ādyau	изначальный	immediately preceding (e.g. ekādaśādya); earlier; older; being at the head; unparalleled;…	13
hitopadesa-0	ādā	ādatte	взяв	to take; to accept; to receive from; to seize; to take away; to carry off; to rob; to tak…	35
hitopadesa-0	ādṛ	ādriyate	проломитель	to respect; to honour; to reverence; to regard with attention; (an einer Handlung) festha…	7
hitopadesa-0	āgama	āgamaḥ	пришел	arrival; coming; approach; origin; appearance or reappearance; course (of a fluid); issue…	20
hitopadesa-0	āhāra	āhāra	пища	taking; fetching; bringing near; employing; use; taking food; food; livelihood; performan…	25
hitopadesa-0	ākara	ākare	источник	one who scatters; one who distributes abundantly; accumulation; plenty; multitude; a mine…	43
hitopadesa-0	ākarṇay	ākarṇya	Услышав	to give ear to; to listen to; to hear	12
hitopadesa-0	ākṛṣ	ākṛṣya	втягивается	to draw towards one's self; to attract; to draw (a sword); to bend (a bow); to draw out	9
hitopadesa-0	ālambin	ālambī	hanging from; resting or leaning upon; depending on or from; laying hold of; supporting;…	hanging from; resting or leaning upon; depending on or from; laying hold of; supporting;…	21
hitopadesa-0	ālasya	ālasya	лень	idleness; sloth; want of energy	30
hitopadesa-0	āp	āptum	достигает	to reach; to overtake; to meet with; to fall upon; to obtain; to gain; to take possession…	32
hitopadesa-0	āpūraṇa	āpūraṇa	Апурана	filling; making full; satiating; drawing a bow; flooding	21
hitopadesa-0	ārambha	ārambhe	начало	undertaking; beginning; a thing begun; beginning; origin; commencement; (in dram.) the co…	16
hitopadesa-0	āruh	ārohati	взошел	to ascend; to mount; to bestride; to rise up; to arise; to come off; to result; to ventur…	44
hitopadesa-0	āsvādya	āsvādya	Вкусив	to be eaten; to be tasted or enjoyed; having a good taste; palatable; delicious	46
hitopadesa-0	āsāday	āsādya	достигнув	to cause to sit down; to set down; to put down; to place; to cause; to effect; to approac…	46
hitopadesa-0	ātman	ātmanaḥ	себя	the breath; the soul; principle of life and sensation; the individual soul; self; abstrac…	12
hitopadesa-0	āyus	āyuḥ	срок жизни	life; vital power; vigour; health; duration of life; long life; active power; efficacy; t…	27
hitopadesa-0	āḍhaka	āḍhakaiḥ	адхака	a measure of grain (= 1/4 droṇa = 4 prasthas = 16 kudavas = 64 palas = 256 karshas = 4096…	21
hitopadesa-0	śak	śakyante	способен	to be strong or powerful; to be able to or capable of or competent for; to be overcome or…	42
hitopadesa-0	śakti	śaktyā	дротик	power; ability; strength; might; effort; energy; capability; faculty; skill; capacity for…	33
hitopadesa-0	śastra	śastraṃ	оружие	an instrument for cutting or wounding; knife; sword; dagger; any weapon (even applied to…	7
hitopadesa-0	śata	śataiḥ	сто	a hundred; any very large number; name of a measure	18
hitopadesa-0	śatru	śatrur	врагов	an enemy; foe; rival; a hostile king (esp. a neighbouring king as a natural enemy); the 6…	22
hitopadesa-0	śaurya	śaurye	heroism; valour; prowess; might; the heroic branch of dramatic art; name of a village	heroism; valour; prowess; might; the heroic branch of dramatic art; name of a village	17
hitopadesa-0	śayana	śayanam	ложе	the act of lying down or sleeping; rest; repose; sleep; a bed; couch; sleeping-place; cop…	28
hitopadesa-0	śaśin	śaśinaḥ	луна	the moon; name of the number one; camphor; a kind of metre; name of a man; the emblem of…	1
hitopadesa-0	śiras	śiraḥ	голову	the head; skull; the upper end or highest part of anything; top; peak; summit; pinnacle;…	44
hitopadesa-0	śloka	śloka	стих	sound; noise (as of the wheels of a carriage or the grinding of stones etc.); a call or v…	10
hitopadesa-0	śru	śuśrāva	услышав	to hear; to listen to; to study	10
hitopadesa-0	śubh	śobhate	блистал	to beautify; to embellish; to adorn; to beautify one's self; to shine; to be bright or sp…	37
hitopadesa-0	śuka	śuka	попугай	a parrot; Acacia Sirissa; Zizyphus Scandens; name of a son of Vyāsa; narrator of the Bhāg…	42
hitopadesa-0	śāstra	śāstraṃ	шастры	an order; command; precept; rule; teaching; instruction; direction; advice; good counsel;…	10
hitopadesa-0	ṛṇakartṛ	ṛṇakartā	one who contracts a debt; indebted	one who contracts a debt; indebted	22
hitopadesa-0	ṣaṣ	ṣaḍ	шесть	six; (in gram) a tech. name for numerals ending in ṣ and n and words like kati	20
subhashita-beginner	A	ā			
subhashita-beginner	Agam	āgamiṣyanti			
subhashita-beginner	Ahf	āhāre			
subhashita-beginner	Ap	āpatsu			
subhashita-beginner	BAz	bhāṣaṇe			
subhashita-beginner	BU	bhavet			
subhashita-beginner	BUmipati	bhūmipatau			
subhashita-beginner	BUpati	bhūpatau			
subhashita-beginner	Baj	bhajate			
subhashita-beginner	Bartf	bhartrā			
subhashita-beginner	Bezaja	bheṣaje			
subhashita-beginner	Bf	bhāryā			
subhashita-beginner	Bid	bhidyate			
subhashita-beginner	Bikz	bhikṣā			
subhashita-beginner	Bikzuka	bhikṣukaḥ			
subhashita-beginner	Buj	bhojana			
subhashita-beginner	DA	dhīyate			
subhashita-beginner	DArmika	dhārmikaḥ			
subhashita-beginner	DIra	dhīra			
subhashita-beginner	Dana	dhaneṣu			
subhashita-beginner	Darma	dharmeṇa			
subhashita-beginner	Df	khaṅga			
subhashita-beginner	I	yaḥ			
subhashita-beginner	Kalu	khalu			
subhashita-beginner	Kid	khidyante			
subhashita-beginner	Pal	phalāya			
subhashita-beginner	SAstra	śāstreṣu			
subhashita-beginner	SF	śaraṇam			
subhashita-beginner	SI	śayyā			
subhashita-beginner	Sak	śakyāḥ			
subhashita-beginner	Sap	śapate			
subhashita-beginner	SarIra	śarīreṇa			
subhashita-beginner	Sarad	śaradi			
subhashita-beginner	Sastra	śastrāṇi			
subhashita-beginner	Sata	śateṣu			
subhashita-beginner	Siva	śivāḥ			
subhashita-beginner	SradDA	śraddhayā			
subhashita-beginner	Sri	śrīḥ			
subhashita-beginner	Sru	śrotā			
subhashita-beginner	SuB	śobhate			
subhashita-beginner	SuD	śuddhiḥ			
subhashita-beginner	Suc	śocati			
subhashita-beginner	Suci	śucim			
subhashita-beginner	aBaya	abhayam			
subhashita-beginner	aBirakz	abhirakṣitaḥ			
subhashita-beginner	aByas	abhyāsena			
subhashita-beginner	aDika	adhike			
subhashita-beginner	aDyavaso	adhyavasyati			
subhashita-beginner	aTa	atha			
subhashita-beginner	adya	adya			
subhashita-beginner	aha	aham			
subhashita-beginner	aho	aho			
subhashita-beginner	akftajYa	akṛtajñe			
subhashita-beginner	alpa	alpa			
subhashita-beginner	anaGa	anagha			
subhashita-beginner	anarTa	ātmanā			
subhashita-beginner	anitya	anityam			
subhashita-beginner	anyaTA	anyathā			
subhashita-beginner	anyatra	anyatra			
subhashita-beginner	apUrva	apūrvas			
subhashita-beginner	apakf	apakāriṣu			
subhashita-beginner	apamA	apamāne			
subhashita-beginner	api	api			
subhashita-beginner	apriya	apriyasya			
subhashita-beginner	arTapati	arthapatau			
subhashita-beginner	arTi	arthas			
subhashita-beginner	as	asti			
subhashita-beginner	atfpta	atṛptā			
subhashita-beginner	atiTi	atithiḥ			
subhashita-beginner	atiric	atyaricyata			
subhashita-beginner	atra	atra			
subhashita-beginner	av	vam			
subhashita-beginner	avicArya	avicārya			
subhashita-beginner	bAlA	bāle			
subhashita-beginner	bAnDava	bāndhavān			
subhashita-beginner	bIja	bīja			
subhashita-beginner	baDiratama	badhiratamāḥ			
subhashita-beginner	balavat	balavatī			
subhashita-beginner	bata	bata			
subhashita-beginner	bfhaspati	bṛhaspatiḥ			
subhashita-beginner	boDi	bodhayanti			
subhashita-beginner	brahman	brahma			
subhashita-beginner	cAra	cārais			
subhashita-beginner	ca	ca			
subhashita-beginner	candana	candanena			
subhashita-beginner	car	caritāni			
subhashita-beginner	catur	catvāraḥ			
subhashita-beginner	ciram	ciram			
subhashita-beginner	cit	cittena			
subhashita-beginner	cumb	cumbyate			
subhashita-beginner	dA	dāne			
subhashita-beginner	dEva	daiva			
subhashita-beginner	dEvajYa	daivajñe			
subhashita-beginner	dUra	dūre			
subhashita-beginner	dah	dagdhā			
subhashita-beginner	deva	deve			
subhashita-beginner	dfS	dṛśyante			
subhashita-beginner	diS	deśe			
subhashita-beginner	dih	diha			
subhashita-beginner	dina	dine			
subhashita-beginner	divA	divā			
subhashita-beginner	divAnaktam	divānaktam			
subhashita-beginner	divya	divyā			
subhashita-beginner	dozA	doṣā			
subhashita-beginner	doza	doṣeṇa			
subhashita-beginner	dru	dravati			
subhashita-beginner	duh	dogdhrī			
subhashita-beginner	duhitf	duhitrā			
subhashita-beginner	durbala	durbalā			
subhashita-beginner	dvija	dvije			
subhashita-beginner	etad	etat			
subhashita-beginner	eva	tatra			
subhashita-beginner	gaj	gajāḥ			
subhashita-beginner	gam	gate			
subhashita-beginner	ganDa	gandhena			
subhashita-beginner	garBin	garbhiṇī			
subhashita-beginner	garj	garjati			
subhashita-beginner	go	gavā			
subhashita-beginner	grIzma	grīṣmeṇa			
subhashita-beginner	grah	grahas			
subhashita-beginner	guRa	guṇāḥ			
subhashita-beginner	guRi	tādṛś			
subhashita-beginner	gur	gurau			
subhashita-beginner	guru	guruṣu			
subhashita-beginner	hA	hāsyatām			
subhashita-beginner	ha	he			
subhashita-beginner	han	hanyate			
subhashita-beginner	has	hastau			
subhashita-beginner	hfd	hṛdi			
subhashita-beginner	hi	hi			
subhashita-beginner	i	iti			
subhashita-beginner	iha	duḥkham			
subhashita-beginner	itara	rājānaḥ			
subhashita-beginner	iva	iva			
subhashita-beginner	jAtu	jātu			
subhashita-beginner	jAtyanDa	jātyandhaḥ			
subhashita-beginner	jIv	jīvitavyeṣu			
subhashita-beginner	jYA	jānanti			
subhashita-beginner	jaMgamya	jaṅgamāni			
subhashita-beginner	jagat	jagat			
subhashita-beginner	jagatI	jagati			
subhashita-beginner	jala	jalena			
subhashita-beginner	jan	jātena			
subhashita-beginner	jana	janās			
subhashita-beginner	janman	janma			
subhashita-beginner	jfmB	jṛmbhate			
subhashita-beginner	ji	jātyā			
subhashita-beginner	jihvA	jihvā			
subhashita-beginner	kAka	kākāḥ			
subhashita-beginner	kAku	kāko			
subhashita-beginner	kAma	kāmāt			
subhashita-beginner	kAmin	kāmī			
subhashita-beginner	kAraRa	kāraṇam			
subhashita-beginner	kAvi	ke			
subhashita-beginner	kAzWa	kāṣṭhe			
subhashita-beginner	ka	kasya			
subhashita-beginner	kaNkaRa	kaṅkaṇena			
subhashita-beginner	kaTi	kathyate			
subhashita-beginner	kal	kāle			
subhashita-beginner	kaluza	kaluṣam			
subhashita-beginner	kan	kānta			
subhashita-beginner	kapawa	kapaṭena			
subhashita-beginner	karman	karma			
subhashita-beginner	karv	kari			
subhashita-beginner	kavi	kaviḥ			
subhashita-beginner	kena	kena			
subhashita-beginner	kf	kāryāṇi			
subhashita-beginner	kfpaRa	kṛpaṇena			
subhashita-beginner	kftaGna	kṛtaghnāḥ			
subhashita-beginner	kftajYa	kṛtajñeṣu			
subhashita-beginner	kfz	karṣati			
subhashita-beginner	kim	kim			
subhashita-beginner	kleSa	kleśe			
subhashita-beginner	krama	krameṇa			
subhashita-beginner	kroDa	krodhāt			
subhashita-beginner	ku	ko			
subhashita-beginner	kuRqi	kuṇḍe			
