id	type	provenance	prompt	answer	choices	evidence	source_dataset
SM-0501	identify	gold	Which compound class is “vyātta-ānana” (vyāttānanam)?	BV	TP | DV | KD | BV	Bhagavadgītā 11.24 (“vyāttānanam”), gold-tagged	gita-morphology-gold
SM-0502	identify	gold	Which compound class is “dīpta-viśāla-netra” (dīpta-viśāla-netram)?	BV	KD | BV | TP | DV	Bhagavadgītā 11.24 (“dīpta-viśāla-netram”), gold-tagged	gita-morphology-gold
SM-0503	identify	gold	Which compound class is “pravyathita-antar-ātman” (pravyathitāntarātmā)?	BV	DV | KD | BV | TP	Bhagavadgītā 11.24 (“pravyathitāntarātmā”), gold-tagged	gita-morphology-gold
SM-0504	identify	gold	Which compound class is “daṁṣṭrā-karāla” (daṁṣṭrā-karālāni)?	TP	BV | KD | TP | DV	Bhagavadgītā 11.25 (“daṁṣṭrā-karālāni”), gold-tagged	gita-morphology-gold
SM-0505	identify	gold	Which compound class is “kāla-anala-saṁnibha” (kālānala-saṁnibhāni)?	TP	BV | DV | TP | KD	Bhagavadgītā 11.25 (“kālānala-saṁnibhāni”), gold-tagged	gita-morphology-gold
SM-0506	identify	gold	Which compound class is “deva-īśa” (deveśa)?	TP	BV | KD | DV | TP	Bhagavadgītā 11.25 (“deveśa”), gold-tagged	gita-morphology-gold
SM-0507	identify	gold	Which compound class is “avani-pāla-saṁgha” (avani-pāla-saṁghaiḥ)?	TP	DV | TP | KD | BV	Bhagavadgītā 11.26 (“avani-pāla-saṁghaiḥ”), gold-tagged	gita-morphology-gold
SM-0508	identify	gold	Which compound class is “sūta-putra” (sūta-putraḥ)?	TP	TP | KD | BV | DV	Bhagavadgītā 11.26 (“sūta-putraḥ”), gold-tagged	gita-morphology-gold
SM-0509	identify	gold	Which compound class is “yodha-mukhya” (yodha-mukhyaiḥ)?	TP	BV | TP | KD | DV	Bhagavadgītā 11.26 (“yodha-mukhyaiḥ”), gold-tagged	gita-morphology-gold
SM-0510	identify	gold	Which compound class is “daṁṣṭrā-karāla” (daṁṣṭrā-karālāni)?	TP	DV | TP | KD | BV	Bhagavadgītā 11.27 (“daṁṣṭrā-karālāni”), gold-tagged	gita-morphology-gold
SM-0511	identify	gold	Which compound class is “daśana-antara” (daśanāntareṣu)?	TP	TP | KD | BV | DV	Bhagavadgītā 11.27 (“daśanāntareṣu”), gold-tagged	gita-morphology-gold
SM-0512	identify	gold	Which compound class is “ambu-vega” (ambu-vegāḥ)?	TP	BV | TP | KD | DV	Bhagavadgītā 11.28 (“ambu-vegāḥ”), gold-tagged	gita-morphology-gold
SM-0513	identify	gold	Which compound class is “nara-loka-vīra” (nara-loka-vīrāḥ)?	TP	BV | KD | TP | DV	Bhagavadgītā 11.28 (“nara-loka-vīrāḥ”), gold-tagged	gita-morphology-gold
SM-0514	identify	gold	Which compound class is “ugra-rūpa” (ugra-rūpaḥ)?	BV	TP | KD | DV | BV	Bhagavadgītā 11.31 (“ugra-rūpaḥ”), gold-tagged	gita-morphology-gold
SM-0515	identify	gold	Which compound class is “deva-vara” (deva-vara)?	TP	BV | DV | KD | TP	Bhagavadgītā 11.31 (“deva-vara”), gold-tagged	gita-morphology-gold
SM-0516	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	BV | TP | DV | KD	Bhagavadgītā 11.32 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0517	identify	gold	Which compound class is “yodha-vīra” (yodha-vīrān)?	TP	BV | TP | KD | DV	Bhagavadgītā 11.34 (“yodha-vīrān”), gold-tagged	gita-morphology-gold
SM-0518	identify	gold	Which compound class is “kṛta-añjali” (kṛtāñjaliḥ)?	BV	KD | DV | BV | TP	Bhagavadgītā 11.35 (“kṛtāñjaliḥ”), gold-tagged	gita-morphology-gold
SM-0519	identify	gold	Which compound class is “siddha-saṁgha” (siddha-saṁghāḥ)?	TP	KD | DV | TP | BV	Bhagavadgītā 11.36 (“siddha-saṁghāḥ”), gold-tagged	gita-morphology-gold
SM-0520	identify	gold	Which compound class is “mahā-ātman” (mahātman)?	BV	KD | BV | DV | TP	Bhagavadgītā 11.37 (“mahātman”), gold-tagged	gita-morphology-gold
SM-0521	identify	gold	Which compound class is “deva-īśa” (deveśa)?	TP	DV | BV | TP | KD	Bhagavadgītā 11.37 (“deveśa”), gold-tagged	gita-morphology-gold
SM-0522	identify	gold	Which compound class is “tat-para” (tat-param)?	TP	BV | TP | DV | KD	Bhagavadgītā 11.37 (“tat-param”), gold-tagged	gita-morphology-gold
SM-0523	identify	gold	Which compound class is “ādi-deva” (ādi-devaḥ)?	TP	TP | DV | BV | KD	Bhagavadgītā 11.38 (“ādi-devaḥ”), gold-tagged	gita-morphology-gold
SM-0524	identify	gold	Which compound class is “ananta-rūpa” (ananta-rūpa)?	BV	TP | BV | DV | KD	Bhagavadgītā 11.38 (“ananta-rūpa”), gold-tagged	gita-morphology-gold
SM-0525	identify	gold	Which compound class is “śaśa-aṅka” (śaśāṅkaḥ)?	BV	KD | DV | BV | TP	Bhagavadgītā 11.39 (“śaśāṅkaḥ”), gold-tagged	gita-morphology-gold
SM-0526	identify	gold	Which compound class is “ananta-vīrya” (ananta-vīrya)?	BV	KD | DV | BV | TP	Bhagavadgītā 11.40 (“ananta-vīrya”), gold-tagged	gita-morphology-gold
SM-0527	identify	gold	Which compound class is “amita-vikrama” (amita-vikramaḥ)?	BV	BV | KD | DV | TP	Bhagavadgītā 11.40 (“amita-vikramaḥ”), gold-tagged	gita-morphology-gold
SM-0528	identify	gold	Which compound class is “apratima-prabhāva” (apratima-prabhāva)?	BV	BV | TP | KD | DV	Bhagavadgītā 11.43 (“apratima-prabhāva”), gold-tagged	gita-morphology-gold
SM-0529	identify	gold	Which compound class is “adṛṣṭa-pūrva” (adṛṣṭa-pūrvam)?	BV	TP | DV | KD | BV	Bhagavadgītā 11.45 (“adṛṣṭa-pūrvam”), gold-tagged	gita-morphology-gold
SM-0530	identify	gold	Which compound class is “deva-īśa” (deveśa)?	TP	BV | DV | TP | KD	Bhagavadgītā 11.45 (“deveśa”), gold-tagged	gita-morphology-gold
SM-0531	identify	gold	Which compound class is “cakra-hasta” (cakra-hastam)?	BV	BV | KD | TP | DV	Bhagavadgītā 11.46 (“cakra-hastam”), gold-tagged	gita-morphology-gold
SM-0532	identify	gold	Which compound class is “catur-bhuja” (catur-bhujena)?	BV	KD | BV | DV | TP	Bhagavadgītā 11.46 (“catur-bhujena”), gold-tagged	gita-morphology-gold
SM-0533	identify	gold	Which compound class is “sahasra-bāhu” (sahasra-bāho)?	BV	BV | KD | TP | DV	Bhagavadgītā 11.46 (“sahasra-bāho”), gold-tagged	gita-morphology-gold
SM-0534	identify	gold	Which compound class is “viśva-mūrti” (viśva-mūrte)?	BV	KD | TP | DV | BV	Bhagavadgītā 11.46 (“viśva-mūrte”), gold-tagged	gita-morphology-gold
SM-0535	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	TP | KD | BV | DV	Bhagavadgītā 11.47 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0536	identify	gold	Which compound class is “ātma-yoga” (ātma-yogāt)?	TP	BV | KD | TP | DV	Bhagavadgītā 11.47 (“ātma-yogāt”), gold-tagged	gita-morphology-gold
SM-0537	identify	gold	Which compound class is “nṛ-loka” (nṛ-loke)?	TP	DV | KD | TP | BV	Bhagavadgītā 11.48 (“nṛ-loke”), gold-tagged	gita-morphology-gold
SM-0538	identify	gold	Which compound class is “tvat-anya” (tvat-anyena)?	TP	TP | KD | DV | BV	Bhagavadgītā 11.48 (“tvat-anyena”), gold-tagged	gita-morphology-gold
SM-0539	identify	gold	Which compound class is “kuru-pravīra” (kuru-pravīra)?	TP	DV | TP | KD | BV	Bhagavadgītā 11.48 (“kuru-pravīra”), gold-tagged	gita-morphology-gold
SM-0540	identify	gold	Which compound class is “vimūḍha-bhāva” (vimūḍha-bhāvaḥ)?	TP	BV | DV | KD | TP	Bhagavadgītā 11.49 (“vimūḍha-bhāvaḥ”), gold-tagged	gita-morphology-gold
SM-0541	identify	gold	Which compound class is “saumya-vapus” (saumya-vapuḥ)?	BV	DV | KD | BV | TP	Bhagavadgītā 11.50 (“saumya-vapuḥ”), gold-tagged	gita-morphology-gold
SM-0542	identify	gold	Which compound class is “mahā-ātman” (mahātmā)?	BV	BV | DV | KD | TP	Bhagavadgītā 11.50 (“mahātmā”), gold-tagged	gita-morphology-gold
SM-0543	identify	gold	Which compound class is “sa-cetas” (sa-cetāḥ)?	BV	TP | BV | DV | KD	Bhagavadgītā 11.51 (“sa-cetāḥ”), gold-tagged	gita-morphology-gold
SM-0544	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	TP | DV | KD | BV	Bhagavadgītā 11.52 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0545	identify	gold	Which compound class is “darśana-kāṅkṣin” (darśana-kāṅkṣiṇaḥ)?	TP	TP | BV | DV | KD	Bhagavadgītā 11.52 (“darśana-kāṅkṣiṇaḥ”), gold-tagged	gita-morphology-gold
SM-0546	identify	gold	Which compound class is “mad-bhakta” (mad-bhaktaḥ)?	TP	KD | TP | DV | BV	Bhagavadgītā 11.55 (“mad-bhaktaḥ”), gold-tagged	gita-morphology-gold
SM-0547	identify	gold	Which compound class is “saṅga-varjita” (saṅga-varjitaḥ)?	TP	TP | BV | DV | KD	Bhagavadgītā 11.55 (“saṅga-varjitaḥ”), gold-tagged	gita-morphology-gold
SM-0548	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	TP | BV | KD | DV	Bhagavadgītā 12.02 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0549	identify	gold	Which compound class is “indriya-grāma” (indriya-grāmam)?	TP	KD | BV | DV | TP	Bhagavadgītā 12.04 (“indriya-grāmam”), gold-tagged	gita-morphology-gold
SM-0550	identify	gold	Which compound class is “sama-buddhi” (sama-buddhayaḥ)?	BV	DV | TP | KD | BV	Bhagavadgītā 12.04 (“sama-buddhayaḥ”), gold-tagged	gita-morphology-gold
SM-0551	identify	gold	Which compound class is “sarva-bhūta-hita” (sarva-bhūta-hite)?	TP	DV | TP | BV | KD	Bhagavadgītā 12.04 (“sarva-bhūta-hite”), gold-tagged	gita-morphology-gold
SM-0552	identify	gold	Which compound class is “mṛtyu-saṁsāra-vartman” (mṛtyu-saṁsāra-sāgarāt)?	TP	KD | TP | BV | DV	Bhagavadgītā 12.07 (“mṛtyu-saṁsāra-sāgarāt”), gold-tagged	gita-morphology-gold
SM-0553	identify	gold	Which compound class is “āveśita-cetas” (āveśita-cetasām)?	BV	BV | TP | DV | KD	Bhagavadgītā 12.07 (“āveśita-cetasām”), gold-tagged	gita-morphology-gold
SM-0554	identify	gold	Which compound class is “abhyāsa-yoga” (abhyāsa-yogena)?	TP	KD | DV | BV | TP	Bhagavadgītā 12.09 (“abhyāsa-yogena”), gold-tagged	gita-morphology-gold
SM-0555	identify	gold	Which compound class is “mat-karma-parama” (mat-karma-paramaḥ)?	BV	KD | DV | TP | BV	Bhagavadgītā 12.10 (“mat-karma-paramaḥ”), gold-tagged	gita-morphology-gold
SM-0556	identify	gold	Which compound class is “mad-yoga” (mad-yogam)?	TP	TP | KD | DV | BV	Bhagavadgītā 12.11 (“mad-yogam”), gold-tagged	gita-morphology-gold
SM-0557	identify	gold	Which compound class is “sarva-karma-phala-tyāga” (sarva-karma-phala-tyāgam)?	TP	KD | BV | DV | TP	Bhagavadgītā 12.11 (“sarva-karma-phala-tyāgam”), gold-tagged	gita-morphology-gold
SM-0558	identify	gold	Which compound class is “karma-phala-tyāga” (karma-phala-tyāgaḥ)?	TP	DV | BV | KD | TP	Bhagavadgītā 12.12 (“karma-phala-tyāgaḥ”), gold-tagged	gita-morphology-gold
SM-0559	identify	gold	Which compound class is “sama-duḥkha-sukha” (sama-duḥkha-sukhaḥ)?	BV	BV | KD | DV | TP	Bhagavadgītā 12.13 (“sama-duḥkha-sukhaḥ”), gold-tagged	gita-morphology-gold
SM-0560	identify	gold	Which compound class is “yatātman” (yatātmā)?	BV	KD | DV | TP | BV	Bhagavadgītā 12.14 (“yatātmā”), gold-tagged	gita-morphology-gold
SM-0561	identify	gold	Which compound class is “dṛḍha-niścaya” (dṛḍha-niścayaḥ)?	BV	DV | BV | TP | KD	Bhagavadgītā 12.14 (“dṛḍha-niścayaḥ”), gold-tagged	gita-morphology-gold
SM-0562	identify	gold	Which compound class is “mad-bhakta” (mad-bhaktaḥ)?	TP	TP | KD | DV | BV	Bhagavadgītā 12.14 (“mad-bhaktaḥ”), gold-tagged	gita-morphology-gold
SM-0563	identify	gold	Which compound class is “gata-vyatha” (gata-vyathaḥ)?	BV	TP | KD | DV | BV	Bhagavadgītā 12.16 (“gata-vyathaḥ”), gold-tagged	gita-morphology-gold
SM-0564	identify	gold	Which compound class is “sarva-ārambha-parityāgin” (sarvārambha-parityāgī)?	TP	BV | KD | TP | DV	Bhagavadgītā 12.16 (“sarvārambha-parityāgī”), gold-tagged	gita-morphology-gold
SM-0565	identify	gold	Which compound class is “mad-bhakta” (mad-bhaktaḥ)?	TP	BV | KD | TP | DV	Bhagavadgītā 12.16 (“mad-bhaktaḥ”), gold-tagged	gita-morphology-gold
SM-0566	identify	gold	Which compound class is “saṅga-vivarjita” (saṅga-vivarjitaḥ)?	TP	TP | DV | KD | BV	Bhagavadgītā 12.18 (“saṅga-vivarjitaḥ”), gold-tagged	gita-morphology-gold
SM-0567	identify	gold	Which compound class is “a-niketa” (aniketaḥ)?	BV	TP | KD | DV | BV	Bhagavadgītā 12.19 (“aniketaḥ”), gold-tagged	gita-morphology-gold
SM-0568	identify	gold	Which compound class is “sthira-buddhi” (sthira-matiḥ)?	BV	KD | TP | BV | DV	Bhagavadgītā 12.19 (“sthira-matiḥ”), gold-tagged	gita-morphology-gold
SM-0569	identify	gold	Which compound class is “dharmya-amṛta” (dharmyāmṛtam)?	TP	KD | TP | BV | DV	Bhagavadgītā 12.20 (“dharmyāmṛtam”), gold-tagged	gita-morphology-gold
SM-0570	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	TP | DV | KD | BV	Bhagavadgītā 13.01 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0571	identify	gold	Which compound class is “yat-prabhāva” (yat-prabhāvaḥ)?	BV	DV | BV | TP | KD	Bhagavadgītā 13.03 (“yat-prabhāvaḥ”), gold-tagged	gita-morphology-gold
SM-0572	identify	gold	Which compound class is “indriya-gocara” (indriya-gocarāḥ)?	TP	BV | DV | KD | TP	Bhagavadgītā 13.05 (“indriya-gocarāḥ”), gold-tagged	gita-morphology-gold
SM-0573	identify	gold	Which compound class is “sa-vikāra” (sa-vikāram)?	BV	KD | DV | BV | TP	Bhagavadgītā 13.06 (“sa-vikāram”), gold-tagged	gita-morphology-gold
SM-0574	identify	gold	Which compound class is “ācārya-upāsana” (ācāryopāsanam)?	TP	DV | BV | KD | TP	Bhagavadgītā 13.07 (“ācāryopāsanam”), gold-tagged	gita-morphology-gold
SM-0575	identify	gold	Which compound class is “ātma-vinigraha” (ātma-vinigrahaḥ)?	TP	DV | KD | BV | TP	Bhagavadgītā 13.07 (“ātma-vinigrahaḥ”), gold-tagged	gita-morphology-gold
SM-0576	identify	gold	Which compound class is “indriya-artha” (indriyārtheṣu)?	TP	BV | TP | DV | KD	Bhagavadgītā 13.08 (“indriyārtheṣu”), gold-tagged	gita-morphology-gold
SM-0577	identify	gold	Which compound class is “vivikta-deśa-sevitva” (vivikta-deśa-sevitvam)?	TP	KD | BV | TP | DV	Bhagavadgītā 13.10 (“vivikta-deśa-sevitvam”), gold-tagged	gita-morphology-gold
SM-0578	identify	gold	Which compound class is “jana-saṁsad” (jana-saṁsadi)?	TP	TP | DV | KD | BV	Bhagavadgītā 13.10 (“jana-saṁsadi”), gold-tagged	gita-morphology-gold
SM-0579	identify	gold	Which compound class is “adhy-ātma-jñāna-nityatva” (adhy-ātma-jñāna-nityatvam)?	TP	KD | DV | BV | TP	Bhagavadgītā 13.11 (“adhy-ātma-jñāna-nityatvam”), gold-tagged	gita-morphology-gold
SM-0580	identify	gold	Which compound class is “tattva-jñāna-artha-darśana” (tattva-jñānārtha-darśanam)?	TP	KD | DV | TP | BV	Bhagavadgītā 13.11 (“tattva-jñānārtha-darśanam”), gold-tagged	gita-morphology-gold
SM-0581	identify	gold	Which compound class is “mat-para” (mat-param / param)?	BV	KD | DV | BV | TP	Bhagavadgītā 13.12 (“mat-param / param”), gold-tagged	gita-morphology-gold
SM-0582	identify	gold	Which compound class is “sarva-indriya-vivarjita” (sarvendriya-vivarjitam)?	TP	BV | DV | KD | TP	Bhagavadgītā 13.14 (“sarvendriya-vivarjitam”), gold-tagged	gita-morphology-gold
SM-0583	identify	gold	Which compound class is “guṇa-bhoktṛ” (guṇa-bhoktṛ)?	TP	DV | KD | TP | BV	Bhagavadgītā 13.14 (“guṇa-bhoktṛ”), gold-tagged	gita-morphology-gold
SM-0584	identify	gold	Which compound class is “bhūta-bhartṛ” (bhūta-bhartṛ)?	TP	BV | TP | KD | DV	Bhagavadgītā 13.16 (“bhūta-bhartṛ”), gold-tagged	gita-morphology-gold
SM-0585	identify	gold	Which compound class is “jñāna-gamya” (jñāna-gamyam)?	TP	BV | KD | TP | DV	Bhagavadgītā 13.17 (“jñāna-gamyam”), gold-tagged	gita-morphology-gold
SM-0586	identify	gold	Which compound class is “mad-bhakta” (mad-bhaktaḥ)?	TP	TP | KD | DV | BV	Bhagavadgītā 13.18 (“mad-bhaktaḥ”), gold-tagged	gita-morphology-gold
SM-0587	identify	gold	Which compound class is “prakṛti-saṁbhava” (prakṛti-saṁbhavān)?	BV	TP | DV | BV | KD	Bhagavadgītā 13.19 (“prakṛti-saṁbhavān”), gold-tagged	gita-morphology-gold
SM-0588	identify	gold	Which compound class is “guṇa-saṅga” (guṇa-saṅgaḥ)?	TP	TP | KD | BV | DV	Bhagavadgītā 13.21 (“guṇa-saṅgaḥ”), gold-tagged	gita-morphology-gold
SM-0589	identify	gold	Which compound class is “sad-asad-yoni-janman” (sad-asad-yoni-janmasu)?	TP	BV | DV | KD | TP	Bhagavadgītā 13.21 (“sad-asad-yoni-janmasu”), gold-tagged	gita-morphology-gold
SM-0590	identify	gold	Which compound class is “mahā-īśvara” (maheśvaraḥ)?	TP	DV | BV | KD | TP	Bhagavadgītā 13.22 (“maheśvaraḥ”), gold-tagged	gita-morphology-gold
SM-0591	identify	gold	Which compound class is “karma-yoga” (karma-yogena)?	TP	DV | KD | TP | BV	Bhagavadgītā 13.24 (“karma-yogena”), gold-tagged	gita-morphology-gold
SM-0592	identify	gold	Which compound class is “śruti-parāyaṇa” (śruti-parāyaṇāḥ)?	BV	KD | DV | BV | TP	Bhagavadgītā 13.25 (“śruti-parāyaṇāḥ”), gold-tagged	gita-morphology-gold
SM-0593	identify	gold	Which compound class is “bharata-rṣabha” (bharata-rṣabha)?	TP	BV | TP | DV | KD	Bhagavadgītā 13.26 (“bharata-rṣabha”), gold-tagged	gita-morphology-gold
SM-0594	identify	gold	Which compound class is “bhūta-pṛthag-bhāva” (bhūta-pṛthag-bhāvam)?	TP	DV | TP | BV | KD	Bhagavadgītā 13.30 (“bhūta-pṛthag-bhāvam”), gold-tagged	gita-morphology-gold
SM-0595	identify	gold	Which compound class is “sarva-gata” (sarva-gatam)?	TP	KD | DV | TP | BV	Bhagavadgītā 13.32 (“sarva-gatam”), gold-tagged	gita-morphology-gold
SM-0596	identify	gold	Which compound class is “jñāna-cakṣuḥ” (jñāna-cakṣuṣā)?	TP	BV | TP | DV | KD	Bhagavadgītā 13.34 (“jñāna-cakṣuṣā”), gold-tagged	gita-morphology-gold
SM-0597	identify	gold	Which compound class is “bhūta-prakṛti-mokṣa” (bhūta-prakṛti-mokṣam)?	TP	KD | DV | BV | TP	Bhagavadgītā 13.34 (“bhūta-prakṛti-mokṣam”), gold-tagged	gita-morphology-gold
SM-0598	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	TP | KD | DV | BV	Bhagavadgītā 14.01 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0599	identify	gold	Which compound class is “prakṛti-saṁbhava” (prakṛti-saṁbhavāḥ)?	BV	DV | BV | KD | TP	Bhagavadgītā 14.05 (“prakṛti-saṁbhavāḥ”), gold-tagged	gita-morphology-gold
SM-0600	identify	gold	Which compound class is “mahā-bāhu” (mahābāho)?	BV	BV | KD | DV | TP	Bhagavadgītā 14.05 (“mahābāho”), gold-tagged	gita-morphology-gold
SM-0601	identify	gold	Which compound class is “sukha-saṅga” (sukha-saṅgena)?	TP	TP | KD | BV | DV	Bhagavadgītā 14.06 (“sukha-saṅgena”), gold-tagged	gita-morphology-gold
SM-0602	identify	gold	Which compound class is “jñāna-saṅga” (jñāna-saṅgena)?	TP	TP | KD | BV | DV	Bhagavadgītā 14.06 (“jñāna-saṅgena”), gold-tagged	gita-morphology-gold
SM-0603	identify	gold	Which compound class is “karma-saṅga” (karma-saṅgena)?	TP	BV | KD | DV | TP	Bhagavadgītā 14.07 (“karma-saṅgena”), gold-tagged	gita-morphology-gold
SM-0604	identify	gold	Which compound class is “bharata-rṣabha” (bharata-rṣabha)?	TP	BV | TP | KD | DV	Bhagavadgītā 14.12 (“bharata-rṣabha”), gold-tagged	gita-morphology-gold
SM-0605	identify	gold	Which compound class is “kuru-nandana” (kuru-nandana)?	TP	BV | DV | KD | TP	Bhagavadgītā 14.13 (“kuru-nandana”), gold-tagged	gita-morphology-gold
SM-0606	identify	gold	Which compound class is “karma-saṅgin” (karma-saṅgiṣu)?	TP	BV | KD | DV | TP	Bhagavadgītā 14.15 (“karma-saṅgiṣu”), gold-tagged	gita-morphology-gold
SM-0607	identify	gold	Which compound class is “mūḍha-yoni” (mūḍha-yoniṣu)?	TP	TP | BV | KD | DV	Bhagavadgītā 14.15 (“mūḍha-yoniṣu”), gold-tagged	gita-morphology-gold
SM-0608	identify	gold	Which compound class is “deha-samudbhava” (deha-samudbhavān)?	BV	DV | BV | KD | TP	Bhagavadgītā 14.20 (“deha-samudbhavān”), gold-tagged	gita-morphology-gold
SM-0609	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	KD | DV | TP | BV	Bhagavadgītā 14.22 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0610	identify	gold	Which compound class is “sama-duḥkha-sukha” (sama-duḥkha-sukhaḥ)?	BV	DV | TP | KD | BV	Bhagavadgītā 14.24 (“sama-duḥkha-sukhaḥ”), gold-tagged	gita-morphology-gold
SM-0611	identify	gold	Which compound class is “sarva-ārambha-parityāgin” (sarvārambha-parityāgī)?	TP	DV | BV | TP | KD	Bhagavadgītā 14.25 (“sarvārambha-parityāgī”), gold-tagged	gita-morphology-gold
SM-0612	identify	gold	Which compound class is “guṇa-atīta” (guṇātītaḥ)?	TP	KD | TP | DV | BV	Bhagavadgītā 14.25 (“guṇātītaḥ”), gold-tagged	gita-morphology-gold
SM-0613	identify	gold	Which compound class is “bhakti-yoga” (bhakti-yogena)?	TP	KD | BV | DV | TP	Bhagavadgītā 14.26 (“bhakti-yogena”), gold-tagged	gita-morphology-gold
SM-0614	identify	gold	Which compound class is “brahma-bhūya” (brahma-bhūyāya)?	TP	KD | DV | TP | BV	Bhagavadgītā 14.26 (“brahma-bhūyāya”), gold-tagged	gita-morphology-gold
SM-0615	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	DV | KD | BV | TP	Bhagavadgītā 15.01 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0616	identify	gold	Which compound class is “ūrdhva-mūla” (ūrdhva-mūlam)?	BV	DV | KD | TP | BV	Bhagavadgītā 15.01 (“ūrdhva-mūlam”), gold-tagged	gita-morphology-gold
SM-0617	identify	gold	Which compound class is “adhaḥ-śākha” (adhaḥ-śākham)?	BV	KD | BV | TP | DV	Bhagavadgītā 15.01 (“adhaḥ-śākham”), gold-tagged	gita-morphology-gold
SM-0618	identify	gold	Which compound class is “guṇa-pravṛddha” (guṇa-pravṛddhāḥ)?	TP	KD | TP | DV | BV	Bhagavadgītā 15.02 (“guṇa-pravṛddhāḥ”), gold-tagged	gita-morphology-gold
SM-0619	identify	gold	Which compound class is “viṣaya-pravāla” (viṣaya-pravālāḥ)?	TP	TP | DV | BV | KD	Bhagavadgītā 15.02 (“viṣaya-pravālāḥ”), gold-tagged	gita-morphology-gold
SM-0620	identify	gold	Which compound class is “karma-anubandhi” (karmānubandhīni)?	BV	KD | TP | BV | DV	Bhagavadgītā 15.02 (“karmānubandhīni”), gold-tagged	gita-morphology-gold
SM-0621	identify	gold	Which compound class is “suvirūḍha-mūla” (suvirūḍha-mūlam)?	BV	KD | DV | TP | BV	Bhagavadgītā 15.03 (“suvirūḍha-mūlam”), gold-tagged	gita-morphology-gold
SM-0622	identify	gold	Which compound class is “asaṅga-śastra” (asaṅga-śastreṇa)?	TP	DV | TP | BV | KD	Bhagavadgītā 15.03 (“asaṅga-śastreṇa”), gold-tagged	gita-morphology-gold
SM-0623	identify	gold	Which compound class is “jita-saṅga-doṣa” (jita-saṅga-doṣāḥ)?	BV	TP | DV | KD | BV	Bhagavadgītā 15.05 (“jita-saṅga-doṣāḥ”), gold-tagged	gita-morphology-gold
SM-0624	identify	gold	Which compound class is “vinivṛtta-kāma” (vinivṛtta-kāmāḥ)?	BV	TP | DV | BV | KD	Bhagavadgītā 15.05 (“vinivṛtta-kāmāḥ”), gold-tagged	gita-morphology-gold
SM-0625	identify	gold	Which compound class is “śaśa-aṅka” (śaśāṅkaḥ)?	BV	TP | BV | DV | KD	Bhagavadgītā 15.06 (“śaśāṅkaḥ”), gold-tagged	gita-morphology-gold
SM-0626	identify	gold	Which compound class is “jīva-loka” (jīva-loke)?	TP	TP | BV | KD | DV	Bhagavadgītā 15.07 (“jīva-loke”), gold-tagged	gita-morphology-gold
SM-0627	identify	gold	Which compound class is “guṇa-anvita” (guṇānvitam)?	TP	BV | TP | DV | KD	Bhagavadgītā 15.10 (“guṇānvitam”), gold-tagged	gita-morphology-gold
SM-0628	identify	gold	Which compound class is “jñāna-cakṣuḥ” (jñāna-cakṣuṣaḥ)?	BV	KD | TP | DV | BV	Bhagavadgītā 15.10 (“jñāna-cakṣuṣaḥ”), gold-tagged	gita-morphology-gold
SM-0629	identify	gold	Which compound class is “a-kṛta-ātman” (akṛtātmānaḥ)?	BV	DV | BV | TP | KD	Bhagavadgītā 15.11 (“akṛtātmānaḥ”), gold-tagged	gita-morphology-gold
SM-0630	identify	gold	Which compound class is “āditya-gata” (āditya-gatam)?	TP	DV | KD | BV | TP	Bhagavadgītā 15.12 (“āditya-gatam”), gold-tagged	gita-morphology-gold
SM-0631	identify	gold	Which compound class is “puruṣa-uttama” (puruṣottamaḥ)?	TP	BV | DV | TP | KD	Bhagavadgītā 15.18 (“puruṣottamaḥ”), gold-tagged	gita-morphology-gold
SM-0632	identify	gold	Which compound class is “puruṣa-uttama” (puruṣottamam)?	TP	BV | KD | TP | DV	Bhagavadgītā 15.19 (“puruṣottamam”), gold-tagged	gita-morphology-gold
SM-0633	identify	gold	Which compound class is “kṛta-kṛtya” (kṛta-kṛtyaḥ)?	BV	KD | DV | BV | TP	Bhagavadgītā 15.20 (“kṛta-kṛtyaḥ”), gold-tagged	gita-morphology-gold
SM-0634	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	KD | TP | DV | BV	Bhagavadgītā 16.01 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
