id	type	index_token	gender	stem_class	question	answer	choices
ZD-0641	classify	mfn·8sa+2	mfn	consonant-stem	To which declension class does सामतेजस् (sāmatejas, adj.) belong?	mfn·8sa+2	mfn·4+3 | mfn·2b+2 | mfn·3b+3 | mfn·8sa+2
ZD-0642	classify	mfn·8sa+2	mfn	consonant-stem	To which declension class does विश्वमनस् (viśvamanas, adj.) belong?	mfn·8sa+2	mfn·8sa+2 | mfn·3b+3 | mfn·2b+2 | mfn·4+3
ZD-0643	classify	mfn·8sa+2	mfn	consonant-stem	To which declension class does पुरुषतेजस् (puruṣatejas, adj.) belong?	mfn·8sa+2	mfn·4+3 | mfn·2b+2 | mfn·8sa+2 | mfn·3b+3
ZD-0644	classify	mfn·8sa+2	mfn	consonant-stem	To which declension class does पुरोहविस् (purohavis, adj.) belong?	mfn·8sa+2	mfn·8sa+2 | mfn·3b+3 | mfn·4+3 | mfn·2b+2
ZD-0645	classify	mfn·8sa+2	mfn	consonant-stem	To which declension class does वृकद्वरस् (vṛkadvaras, adj.) belong?	mfn·8sa+2	mfn·8sa+2 | mfn·2b+2 | mfn·4+3 | mfn·3b+3
ZD-0646	classify	f·3a	f	i-stem	To which declension class does उपाप्ति (upāpti, f.) belong?	f·3a	f·8c*+2 | f·8√+3 | f·6a+2 | f·3a
ZD-0647	classify	f·3a	f	i-stem	To which declension class does अभिवृत्ति (abhivṛtti, f.) belong?	f·3a	f·6a+2 | f·8√+3 | f·3a | f·8c*+2
ZD-0648	classify	f·3a	f	i-stem	To which declension class does निष्क्रीति (niṣkrīti, f.) belong?	f·3a	f·8√+3 | f·3a | f·8c*+2 | f·6a+2
ZD-0649	classify	f·3a	f	i-stem	To which declension class does अष्टि (aṣṭi, f.) belong?	f·3a	f·8c*+2 | f·8√+3 | f·3a | f·6a+2
ZD-0650	classify	f·3a	f	i-stem	To which declension class does नाभि (nābhi, f.) belong?	f·3a	f·8c*+2 | f·8√+3 | f·6a+2 | f·3a
ZD-0651	classify	f·3a	f	i-stem	To which declension class does वलि (vali, f.) belong?	f·3a	f·8c*+2 | f·3a | f·6a+2 | f·8√+3
ZD-0652	classify	f·3a	f	i-stem	To which declension class does ग्लानि (glāni, f.) belong?	f·3a	f·8c*+2 | f·8√+3 | f·3a | f·6a+2
ZD-0653	classify	f·3a	f	i-stem	To which declension class does रभि (rabhi, f.) belong?	f·3a	f·8c*+2 | f·6a+2 | f·3a | f·8√+3
ZD-0654	classify	f·3a	f	i-stem	To which declension class does वर्त्मनि (vartmani, f.) belong?	f·3a	f·3a | f·6a+2 | f·8c*+2 | f·8√+3
ZD-0655	classify	f·3a	f	i-stem	To which declension class does पूति (pūti, f.) belong?	f·3a	f·8c*+2 | f·8√+3 | f·6a+2 | f·3a
ZD-0656	classify	f·3a	f	i-stem	To which declension class does सृष्टि (sṛṣṭi, f.) belong?	f·3a	f·3a | f·8c*+2 | f·8√+3 | f·6a+2
ZD-0657	classify	f·3a	f	i-stem	To which declension class does आगति (āgati, f.) belong?	f·3a	f·3a | f·6a+2 | f·8c*+2 | f·8√+3
ZD-0658	classify	f·3a	f	i-stem	To which declension class does सूक्तोक्ति (sūktokti, f.) belong?	f·3a	f·6a+2 | f·8c*+2 | f·3a | f·8√+3
ZD-0659	classify	f·3a	f	i-stem	To which declension class does निशिति (niśiti, f.) belong?	f·3a	f·8c*+2 | f·6a+2 | f·8√+3 | f·3a
ZD-0660	classify	f·3a	f	i-stem	To which declension class does अधृति (adhṛti, f.) belong?	f·3a	f·8c*+2 | f·3a | f·6a+2 | f·8√+3
ZD-0661	classify	n·8n*+2	n	consonant-stem	To which declension class does नृपलक्ष्मन् (nṛpalakṣman, n.) belong?	n·8n*+2	n·1+3 | n·5a+2 | n·3 | n·8n*+2
ZD-0662	classify	n·8n*+2	n	consonant-stem	To which declension class does कर्णपर्वन् (karṇaparvan, n.) belong?	n·8n*+2	n·3 | n·8n*+2 | n·1+3 | n·5a+2
ZD-0663	classify	n·8n*+2	n	consonant-stem	To which declension class does पुरुषोत्तमसहस्रनामन् (puruṣottamasahasranāman, n.) belong?	n·8n*+2	n·3 | n·5a+2 | n·8n*+2 | n·1+3
ZD-0664	classify	n·8n*+2	n	consonant-stem	To which declension class does लघुनामन् (laghunāman, n.) belong?	n·8n*+2	n·1+3 | n·8n*+2 | n·3 | n·5a+2
ZD-0665	classify	n·8n*+2	n	consonant-stem	To which declension class does शिखादामन् (śikhādāman, n.) belong?	n·8n*+2	n·5a+2 | n·3 | n·1+3 | n·8n*+2
ZD-0666	classify	n·8n*+2	n	consonant-stem	To which declension class does सर्वनामन् (sarvanāman, n.) belong?	n·8n*+2	n·3 | n·5a+2 | n·8n*+2 | n·1+3
ZD-0667	classify	n·8n*+2	n	consonant-stem	To which declension class does अजलोमन् (ajaloman, n.) belong?	n·8n*+2	n·3 | n·1+3 | n·8n*+2 | n·5a+2
ZD-0668	classify	n·8n*+2	n	consonant-stem	To which declension class does वश्यकर्मन् (vaśyakarman, n.) belong?	n·8n*+2	n·3 | n·1+3 | n·5a+2 | n·8n*+2
ZD-0669	classify	n·8n*+2	n	consonant-stem	To which declension class does अङ्घ्रिनामन् (aṅghrināman, n.) belong?	n·8n*+2	n·1+3 | n·5a+2 | n·3 | n·8n*+2
ZD-0670	classify	n·8n*+2	n	consonant-stem	To which declension class does चित्रकर्मन् (citrakarman, n.) belong?	n·8n*+2	n·5a+2 | n·3 | n·8n*+2 | n·1+3
ZD-0671	classify	n·8n*+2	n	consonant-stem	To which declension class does रुचिधामन् (rucidhāman, n.) belong?	n·8n*+2	n·3 | n·1+3 | n·5a+2 | n·8n*+2
ZD-0672	classify	n·8n*+2	n	consonant-stem	To which declension class does दण्डकर्मन् (daṇḍakarman, n.) belong?	n·8n*+2	n·3 | n·8n*+2 | n·5a+2 | n·1+3
ZD-0673	classify	n·8n*+2	n	consonant-stem	To which declension class does पटवेश्मन् (paṭaveśman, n.) belong?	n·8n*+2	n·1+3 | n·8n*+2 | n·3 | n·5a+2
ZD-0674	classify	n·8n*+2	n	consonant-stem	To which declension class does संस्कारनामन् (saṃskāranāman, n.) belong?	n·8n*+2	n·1+3 | n·5a+2 | n·3 | n·8n*+2
ZD-0675	classify	n·8n*+2	n	consonant-stem	To which declension class does शरत्पर्वन् (śaratparvan, n.) belong?	n·8n*+2	n·5a+2 | n·8n*+2 | n·3 | n·1+3
ZD-0676	classify	mfn·5b	mfn	u-stem	To which declension class does महीयु (mahīyu, adj.) belong?	mfn·5b	mfn·5b | mfn·1+3 | mfn·3b+3 | mfn·8sa+2
ZD-0677	classify	mfn·5b	mfn	u-stem	To which declension class does उरु (uru, adj.) belong?	mfn·5b	mfn·8sa+2 | mfn·1+3 | mfn·5b | mfn·3b+3
ZD-0678	classify	mfn·5b	mfn	u-stem	To which declension class does मन्द्रयु (mandrayu, adj.) belong?	mfn·5b	mfn·8sa+2 | mfn·1+3 | mfn·5b | mfn·3b+3
ZD-0679	classify	mfn·5b	mfn	u-stem	To which declension class does सनायु (sanāyu, adj.) belong?	mfn·5b	mfn·1+3 | mfn·3b+3 | mfn·8sa+2 | mfn·5b
ZD-0680	classify	mfn·5b	mfn	u-stem	To which declension class does वल्गु (valgu, adj.) belong?	mfn·5b	mfn·5b | mfn·3b+3 | mfn·1+3 | mfn·8sa+2
ZD-0681	classify	mfn·5b	mfn	u-stem	To which declension class does स्वर्यु (svaryu, adj.) belong?	mfn·5b	mfn·1+3 | mfn·3b+3 | mfn·8sa+2 | mfn·5b
ZD-0682	classify	mfn·5b	mfn	u-stem	To which declension class does मित्रयु (mitrayu, adj.) belong?	mfn·5b	mfn·1+3 | mfn·8sa+2 | mfn·3b+3 | mfn·5b
ZD-0683	classify	mfn·5b	mfn	u-stem	To which declension class does आयु (āyu, adj.) belong?	mfn·5b	mfn·3b+3 | mfn·5b | mfn·8sa+2 | mfn·1+3
ZD-0684	classify	mfn·5b	mfn	u-stem	To which declension class does अनाशु (anāśu, adj.) belong?	mfn·5b	mfn·8sa+2 | mfn·1+3 | mfn·3b+3 | mfn·5b
ZD-0685	classify	mfn·5b	mfn	u-stem	To which declension class does स्थाणु (sthāṇu, adj.) belong?	mfn·5b	mfn·1+3 | mfn·8sa+2 | mfn·5b | mfn·3b+3
ZD-0686	classify	mfn·5b	mfn	u-stem	To which declension class does सवर्धु (savardhu, adj.) belong?	mfn·5b	mfn·1+3 | mfn·5b | mfn·3b+3 | mfn·8sa+2
ZD-0687	classify	mfn·5b	mfn	u-stem	To which declension class does अमन्तु (amantu, adj.) belong?	mfn·5b	mfn·3b+3 | mfn·8sa+2 | mfn·1+3 | mfn·5b
ZD-0688	classify	mfn·5b	mfn	u-stem	To which declension class does अशत्रु (aśatru, adj.) belong?	mfn·5b	mfn·5b | mfn·1+3 | mfn·8sa+2 | mfn·3b+3
ZD-0689	classify	mfn·5b	mfn	u-stem	To which declension class does पृशनायु (pṛśanāyu, adj.) belong?	mfn·5b	mfn·1+3 | mfn·3b+3 | mfn·8sa+2 | mfn·5b
ZD-0690	classify	mfn·5b	mfn	u-stem	To which declension class does सिषासु (siṣāsu, adj.) belong?	mfn·5b	mfn·3b+3 | mfn·8sa+2 | mfn·5b | mfn·1+3
ZD-0691	classify	n·1b+2	n	a-stem	To which declension class does यमनक्षत्र (yamanakṣatra, n.) belong?	n·1b+2	n·2 | n·2a | n·1b+2 | n·5b
ZD-0692	classify	n·1b+2	n	a-stem	To which declension class does ब्रह्मवर्चस (brahmavarcasa, n.) belong?	n·1b+2	n·1b+2 | n·2a | n·5b | n·2
ZD-0693	classify	n·1b+2	n	a-stem	To which declension class does एकनक्षत्र (ekanakṣatra, n.) belong?	n·1b+2	n·1b+2 | n·2a | n·5b | n·2
ZD-0694	classify	n·1b+2	n	a-stem	To which declension class does रजतपात्र (rajatapātra, n.) belong?	n·1b+2	n·2 | n·1b+2 | n·5b | n·2a
ZD-0695	classify	n·1b+2	n	a-stem	To which declension class does देवपद (devapada, n.) belong?	n·1b+2	n·5b | n·2 | n·1b+2 | n·2a
ZD-0696	classify	n·1b+2	n	a-stem	To which declension class does मनुष्यत्व (manuṣyatva, n.) belong?	n·1b+2	n·1b+2 | n·2 | n·2a | n·5b
ZD-0697	classify	n·1b+2	n	a-stem	To which declension class does शृतत्व (śṛtatva, n.) belong?	n·1b+2	n·2 | n·5b | n·2a | n·1b+2
ZD-0698	classify	n·1b+2	n	a-stem	To which declension class does अग्निहोत्रोच्छिष्ट (agnihotrocchiṣṭa, n.) belong?	n·1b+2	n·2 | n·5b | n·1b+2 | n·2a
ZD-0699	classify	n·1b+2	n	a-stem	To which declension class does जामित्व (jāmitva, n.) belong?	n·1b+2	n·1b+2 | n·2a | n·5b | n·2
ZD-0700	classify	n·1b+2	n	a-stem	To which declension class does तृतीयसवन (tṛtīyasavana, n.) belong?	n·1b+2	n·1b+2 | n·5b | n·2a | n·2
ZD-0701	classify	n·1b+2	n	a-stem	To which declension class does दाशराज्ञ (dāśarājña, n.) belong?	n·1b+2	n·1b+2 | n·2 | n·5b | n·2a
ZD-0702	classify	n·1b+2	n	a-stem	To which declension class does महाव्रत (mahāvrata, n.) belong?	n·1b+2	n·1b+2 | n·5b | n·2a | n·2
ZD-0703	classify	n·1b+2	n	a-stem	To which declension class does सप्तर्च (saptarca, n.) belong?	n·1b+2	n·5b | n·2 | n·2a | n·1b+2
ZD-0704	classify	n·1b+2	n	a-stem	To which declension class does अलाबूकट (alābūkaṭa, n.) belong?	n·1b+2	n·5b | n·1b+2 | n·2 | n·2a
ZD-0705	classify	n·1b+2	n	a-stem	To which declension class does भ्रूजाह (bhrūjāha, n.) belong?	n·1b+2	n·5b | n·2a | n·2 | n·1b+2
ZD-0706	classify	f·8√	f	consonant-stem	To which declension class does मेरुदुहितर् (meruduhitar, f.) belong?	f·8√	f·4+2 | f·6b | f·4 | f·8√
ZD-0707	classify	f·8√	f	consonant-stem	To which declension class does गरुडोपनिषद् (garuḍopaniṣad, f.) belong?	f·8√	f·8√ | f·4 | f·6b | f·4+2
ZD-0708	classify	f·8√	f	consonant-stem	To which declension class does जझ्झ् (jajhjh, f.) belong?	f·8√	f·4+2 | f·4 | f·6b | f·8√
ZD-0709	classify	f·8√	f	consonant-stem	To which declension class does अन्यतरस्याम् (anyatarasyām, f.) belong?	f·8√	f·4+2 | f·6b | f·4 | f·8√
ZD-0710	classify	f·8√	f	consonant-stem	To which declension class does मृध् (mṛdh, f.) belong?	f·8√	f·8√ | f·6b | f·4 | f·4+2
ZD-0711	classify	f·8√	f	consonant-stem	To which declension class does शक्रमातर् (śakramātar, f.) belong?	f·8√	f·8√ | f·4 | f·6b | f·4+2
ZD-0712	classify	f·8√	f	consonant-stem	To which declension class does स्वर्णमातर् (svarṇamātar, f.) belong?	f·8√	f·6b | f·4+2 | f·4 | f·8√
ZD-0713	classify	f·8√	f	consonant-stem	To which declension class does संध्योपनिषद् (saṃdhyopaniṣad, f.) belong?	f·8√	f·4+2 | f·4 | f·8√ | f·6b
ZD-0714	classify	f·8√	f	consonant-stem	To which declension class does पुर् (pur, f.) belong?	f·8√	f·4 | f·8√ | f·4+2 | f·6b
ZD-0715	classify	f·8√	f	consonant-stem	To which declension class does चूलिकोपनिषद् (cūlikopaniṣad, f.) belong?	f·8√	f·6b | f·4 | f·4+2 | f·8√
ZD-0716	classify	f·8√	f	consonant-stem	To which declension class does विपद् (vipad, f.) belong?	f·8√	f·8√ | f·4 | f·4+2 | f·6b
ZD-0717	classify	f·8√	f	consonant-stem	To which declension class does अयनमातर् (ayanamātar, f.) belong?	f·8√	f·4 | f·6b | f·8√ | f·4+2
ZD-0718	classify	f·8√	f	consonant-stem	To which declension class does क्षुभ् (kṣubh, f.) belong?	f·8√	f·4 | f·8√ | f·6b | f·4+2
ZD-0719	classify	f·8√	f	consonant-stem	To which declension class does बृह् (bṛh, f.) belong?	f·8√	f·4 | f·4+2 | f·6b | f·8√
ZD-0720	classify	f·8√	f	consonant-stem	To which declension class does आश्रमोपनिषद् (āśramopaniṣad, f.) belong?	f·8√	f·4+2 | f·8√ | f·6b | f·4
ZD-0721	classify	m·3a	m	i-stem	To which declension class does सधि (sadhi, m.) belong?	m·3a	m·3a | m·8√+2 | m·8i+2 | m·8na*
ZD-0722	classify	m·3a	m	i-stem	To which declension class does वैरकि (vairaki, m.) belong?	m·3a	m·3a | m·8i+2 | m·8na* | m·8√+2
ZD-0723	classify	m·3a	m	i-stem	To which declension class does श्वाशुरि (śvāśuri, m.) belong?	m·3a	m·8√+2 | m·8i+2 | m·8na* | m·3a
ZD-0724	classify	m·3a	m	i-stem	To which declension class does वारुडकि (vāruḍaki, m.) belong?	m·3a	m·8na* | m·3a | m·8i+2 | m·8√+2
ZD-0725	classify	m·3a	m	i-stem	To which declension class does वारेण्यायनि (vāreṇyāyani, m.) belong?	m·3a	m·8na* | m·8i+2 | m·3a | m·8√+2
ZD-0726	classify	m·3a	m	i-stem	To which declension class does मान्थरेषणि (mānthareṣaṇi, m.) belong?	m·3a	m·8√+2 | m·3a | m·8na* | m·8i+2
ZD-0727	classify	m·3a	m	i-stem	To which declension class does बान्धकि (bāndhaki, m.) belong?	m·3a	m·3a | m·8i+2 | m·8√+2 | m·8na*
ZD-0728	classify	m·3a	m	i-stem	To which declension class does बालाकि (bālāki, m.) belong?	m·3a	m·8i+2 | m·8na* | m·3a | m·8√+2
ZD-0729	classify	m·3a	m	i-stem	To which declension class does स्वधिति (svadhiti, m.) belong?	m·3a	m·8na* | m·8√+2 | m·8i+2 | m·3a
ZD-0730	classify	m·3a	m	i-stem	To which declension class does लौमकायनि (laumakāyani, m.) belong?	m·3a	m·3a | m·8na* | m·8√+2 | m·8i+2
ZD-0731	classify	m·3a	m	i-stem	To which declension class does प्लाशि (plāśi, m.) belong?	m·3a	m·8i+2 | m·8na* | m·8√+2 | m·3a
ZD-0732	classify	m·3a	m	i-stem	To which declension class does दृति (dṛti, f.) belong?	m·3a	m·8i+2 | m·3a | m·8na* | m·8√+2
ZD-0733	classify	m·3a	m	i-stem	To which declension class does भौरिकायणि (bhaurikāyaṇi, m.) belong?	m·3a	m·8na* | m·8i+2 | m·3a | m·8√+2
ZD-0734	classify	m·3a	m	i-stem	To which declension class does पर्णसि (parṇasi, m.) belong?	m·3a	m·8i+2 | m·8√+2 | m·8na* | m·3a
ZD-0735	classify	m·3a	m	i-stem	To which declension class does माण्डूकायनि (māṇḍūkāyani, m.) belong?	m·3a	m·8i+2 | m·8√+2 | m·3a | m·8na*
ZD-0736	classify	f·2+3	f	ā-stem	To which declension class does महार्घता (mahārghatā, f.) belong?	f·2+3	f·2+3 | f·8c*+2 | f·3 | f·3b
ZD-0737	classify	f·2+3	f	ā-stem	To which declension class does जलधिता (jaladhitā, f.) belong?	f·2+3	f·3 | f·2+3 | f·3b | f·8c*+2
ZD-0738	classify	f·2+3	f	ā-stem	To which declension class does वसुमत्ता (vasumattā, f.) belong?	f·2+3	f·3b | f·8c*+2 | f·3 | f·2+3
ZD-0739	classify	f·2+3	f	ā-stem	To which declension class does तदर्थता (tadarthatā, f.) belong?	f·2+3	f·2+3 | f·8c*+2 | f·3 | f·3b
ZD-0740	classify	f·2+3	f	ā-stem	To which declension class does गोक्षुरदुग्धा (gokṣuradugdhā, f.) belong?	f·2+3	f·8c*+2 | f·3 | f·2+3 | f·3b
ZD-0741	classify	f·2+3	f	ā-stem	To which declension class does योगसिद्धिप्रक्रिया (yogasiddhiprakriyā, f.) belong?	f·2+3	f·3b | f·8c*+2 | f·2+3 | f·3
ZD-0742	classify	f·2+3	f	ā-stem	To which declension class does सुबाहुपरिपृच्छा (subāhuparipṛcchā, f.) belong?	f·2+3	f·3 | f·3b | f·2+3 | f·8c*+2
ZD-0743	classify	f·2+3	f	ā-stem	To which declension class does वसुधाखर्जूरिका (vasudhākharjūrikā, f.) belong?	f·2+3	f·3b | f·8c*+2 | f·2+3 | f·3
ZD-0744	classify	f·2+3	f	ā-stem	To which declension class does गोरक्षदुग्धा (gorakṣadugdhā, f.) belong?	f·2+3	f·2+3 | f·8c*+2 | f·3b | f·3
ZD-0745	classify	f·2+3	f	ā-stem	To which declension class does सुदृढत्वचा (sudṛḍhatvacā, f.) belong?	f·2+3	f·3 | f·2+3 | f·8c*+2 | f·3b
ZD-0746	classify	f·2+3	f	ā-stem	To which declension class does नागपुष्पफला (nāgapuṣpaphalā, f.) belong?	f·2+3	f·3b | f·8c*+2 | f·2+3 | f·3
ZD-0747	classify	f·2+3	f	ā-stem	To which declension class does विमतिता (vimatitā, f.) belong?	f·2+3	f·2+3 | f·3b | f·3 | f·8c*+2
ZD-0748	classify	f·2+3	f	ā-stem	To which declension class does सुमनःपत्त्रिका (sumanaḥpattrikā, f.) belong?	f·2+3	f·3 | f·3b | f·2+3 | f·8c*+2
ZD-0749	classify	f·2+3	f	ā-stem	To which declension class does प्रायश्चित्तीयता (prāyaścittīyatā, f.) belong?	f·2+3	f·8c*+2 | f·3b | f·3 | f·2+3
ZD-0750	classify	f·2+3	f	ā-stem	To which declension class does सुसूक्ष्मपत्त्रा (susūkṣmapattrā, f.) belong?	f·2+3	f·3b | f·2+3 | f·3 | f·8c*+2
ZD-0751	classify	n·1+3	n	a-stem	To which declension class does भार्यापतित्व (bhāryāpatitva, n.) belong?	n·1+3	n·4 | n·1+3 | n·2 | n·8s+2
ZD-0752	classify	n·1+3	n	a-stem	To which declension class does स्वतन्त्रलेखन (svatantralekhana, n.) belong?	n·1+3	n·1+3 | n·8s+2 | n·4 | n·2
ZD-0753	classify	n·1+3	n	a-stem	To which declension class does द्विषष्टिवाक्य (dviṣaṣṭivākya, n.) belong?	n·1+3	n·4 | n·1+3 | n·2 | n·8s+2
ZD-0754	classify	n·1+3	n	a-stem	To which declension class does सुकामव्रत (sukāmavrata, n.) belong?	n·1+3	n·8s+2 | n·4 | n·2 | n·1+3
ZD-0755	classify	n·1+3	n	a-stem	To which declension class does जलयन्त्रमन्दिर (jalayantramandira, n.) belong?	n·1+3	n·1+3 | n·8s+2 | n·2 | n·4
ZD-0756	classify	n·1+3	n	a-stem	To which declension class does पराङ्मुखत्व (parāṅmukhatva, n.) belong?	n·1+3	n·4 | n·8s+2 | n·2 | n·1+3
ZD-0757	classify	n·1+3	n	a-stem	To which declension class does वषट्कारनिधन (vaṣaṭkāranidhana, n.) belong?	n·1+3	n·8s+2 | n·2 | n·4 | n·1+3
ZD-0758	classify	n·1+3	n	a-stem	To which declension class does निरर्थकत्व (nirarthakatva, n.) belong?	n·1+3	n·8s+2 | n·1+3 | n·4 | n·2
ZD-0759	classify	n·1+3	n	a-stem	To which declension class does तत्त्वशम्बर (tattvaśambara, n.) belong?	n·1+3	n·4 | n·1+3 | n·2 | n·8s+2
ZD-0760	classify	n·1+3	n	a-stem	To which declension class does ऊर्ध्वपातनयन्त्र (ūrdhvapātanayantra, n.) belong?	n·1+3	n·1+3 | n·2 | n·4 | n·8s+2
ZD-0761	classify	n·1+3	n	a-stem	To which declension class does ऋणमोचनतीर्थ (ṛṇamocanatīrtha, n.) belong?	n·1+3	n·1+3 | n·4 | n·2 | n·8s+2
ZD-0762	classify	n·1+3	n	a-stem	To which declension class does शान्तरसनाटक (śāntarasanāṭaka, n.) belong?	n·1+3	n·1+3 | n·4 | n·2 | n·8s+2
ZD-0763	classify	n·1+3	n	a-stem	To which declension class does सर्वभक्षत्व (sarvabhakṣatva, n.) belong?	n·1+3	n·2 | n·1+3 | n·8s+2 | n·4
ZD-0764	classify	n·1+3	n	a-stem	To which declension class does सुगन्धभूतृण (sugandhabhūtṛṇa, n.) belong?	n·1+3	n·4 | n·2 | n·1+3 | n·8s+2
ZD-0765	classify	n·1+3	n	a-stem	To which declension class does पद्मनाभबीज (padmanābhabīja, n.) belong?	n·1+3	n·8s+2 | n·4 | n·1+3 | n·2
ZD-0766	classify	f·2b	f	ā-stem	To which declension class does विधमा (vidhamā, f.) belong?	f·2b	f·6b+2 | f·1b+2 | f·8tb*+2 | f·2b
ZD-0767	classify	f·2b	f	ā-stem	To which declension class does कशीका (kaśīkā, f.) belong?	f·2b	f·1b+2 | f·8tb*+2 | f·2b | f·6b+2
ZD-0768	classify	f·2b	f	ā-stem	To which declension class does तन्यता (tanyatā, f.) belong?	f·2b	f·1b+2 | f·8tb*+2 | f·6b+2 | f·2b
ZD-0769	classify	f·2b	f	ā-stem	To which declension class does दया (dayā, f.) belong?	f·2b	f·8tb*+2 | f·6b+2 | f·2b | f·1b+2
ZD-0770	classify	f·2b	f	ā-stem	To which declension class does जीवनस्या (jīvanasyā, f.) belong?	f·2b	f·8tb*+2 | f·1b+2 | f·2b | f·6b+2
ZD-0771	classify	f·2b	f	ā-stem	To which declension class does अविष्या (aviṣyā, f.) belong?	f·2b	f·1b+2 | f·6b+2 | f·8tb*+2 | f·2b
ZD-0772	classify	f·2b	f	ā-stem	To which declension class does रुजा (rujā, f.) belong?	f·2b	f·2b | f·6b+2 | f·1b+2 | f·8tb*+2
ZD-0773	classify	f·2b	f	ā-stem	To which declension class does ऋतया (ṛtayā, f.) belong?	f·2b	f·2b | f·8tb*+2 | f·6b+2 | f·1b+2
ZD-0774	classify	f·2b	f	ā-stem	To which declension class does वृता (vṛtā, f.) belong?	f·2b	f·1b+2 | f·8tb*+2 | f·6b+2 | f·2b
ZD-0775	classify	f·2b	f	ā-stem	To which declension class does ईहा (īhā, f.) belong?	f·2b	f·1b+2 | f·8tb*+2 | f·6b+2 | f·2b
ZD-0776	classify	f·2b	f	ā-stem	To which declension class does जरा (jarā, f.) belong?	f·2b	f·6b+2 | f·8tb*+2 | f·2b | f·1b+2
ZD-0777	classify	f·2b	f	ā-stem	To which declension class does मृत्सा (mṛtsā, f.) belong?	f·2b	f·8tb*+2 | f·2b | f·6b+2 | f·1b+2
ZD-0778	classify	f·2b	f	ā-stem	To which declension class does सौधातक्या (saudhātakyā, f.) belong?	f·2b	f·8tb*+2 | f·6b+2 | f·2b | f·1b+2
ZD-0779	classify	f·2b	f	ā-stem	To which declension class does व्रज्या (vrajyā, f.) belong?	f·2b	f·2b | f·8tb*+2 | f·6b+2 | f·1b+2
ZD-0780	classify	f·2b	f	ā-stem	To which declension class does हौणिक्या (hauṇikyā, f.) belong?	f·2b	f·6b+2 | f·2b | f·8tb*+2 | f·1b+2
ZD-0781	classify	m·1a+2	m	a-stem	To which declension class does दशव्रज (daśavraja, m.) belong?	m·1a+2	m·8nb* | m·6+2 | m·4a+2 | m·1a+2
ZD-0782	classify	m·1a+2	m	a-stem	To which declension class does विभीतक (vibhītaka, m.) belong?	m·1a+2	m·8nb* | m·1a+2 | m·6+2 | m·4a+2
ZD-0783	classify	m·1a+2	m	a-stem	To which declension class does गेहेव्याड (gehevyāḍa, m.) belong?	m·1a+2	m·6+2 | m·8nb* | m·4a+2 | m·1a+2
ZD-0784	classify	m·1a+2	m	a-stem	To which declension class does वात्सीपुत्र (vātsīputra, m.) belong?	m·1a+2	m·8nb* | m·4a+2 | m·1a+2 | m·6+2
ZD-0785	classify	m·1a+2	m	a-stem	To which declension class does त्रिकद्रुक (trikadruka, m.) belong?	m·1a+2	m·1a+2 | m·4a+2 | m·6+2 | m·8nb*
ZD-0786	classify	m·1a+2	m	a-stem	To which declension class does महाजाबाल (mahājābāla, m.) belong?	m·1a+2	m·4a+2 | m·8nb* | m·1a+2 | m·6+2
ZD-0787	classify	m·1a+2	m	a-stem	To which declension class does केशवपनीय (keśavapanīya, m.) belong?	m·1a+2	m·6+2 | m·1a+2 | m·8nb* | m·4a+2
ZD-0788	classify	m·1a+2	m	a-stem	To which declension class does हविर्भाग (havirbhāga, m.) belong?	m·1a+2	m·8nb* | m·6+2 | m·4a+2 | m·1a+2
ZD-0789	classify	m·1a+2	m	a-stem	To which declension class does पादप (pādapa, m.) belong?	m·1a+2	m·4a+2 | m·6+2 | m·8nb* | m·1a+2
ZD-0790	classify	m·1a+2	m	a-stem	To which declension class does दुर्ब्राह्मण (durbrāhmaṇa, m.) belong?	m·1a+2	m·8nb* | m·1a+2 | m·4a+2 | m·6+2
ZD-0791	classify	m·1a+2	m	a-stem	To which declension class does कूपकच्छप (kūpakacchapa, m.) belong?	m·1a+2	m·4a+2 | m·1a+2 | m·8nb* | m·6+2
ZD-0792	classify	m·1a+2	m	a-stem	To which declension class does महाभार (mahābhāra, m.) belong?	m·1a+2	m·4a+2 | m·1a+2 | m·8nb* | m·6+2
ZD-0793	classify	m·1a+2	m	a-stem	To which declension class does हविर्धान (havirdhāna, m.) belong?	m·1a+2	m·4a+2 | m·8nb* | m·1a+2 | m·6+2
ZD-0794	classify	m·1a+2	m	a-stem	To which declension class does कामप्रस्थ (kāmaprastha, m.) belong?	m·1a+2	m·8nb* | m·1a+2 | m·6+2 | m·4a+2
ZD-0795	classify	m·1a+2	m	a-stem	To which declension class does उग्रसेन (ugrasena, m.) belong?	m·1a+2	m·8nb* | m·4a+2 | m·1a+2 | m·6+2
ZD-0796	classify	n·8√	n	consonant-stem	To which declension class does स्फुट् (sphuṭ, n.) belong?	n·8√	n·8√ | n·5b+2 | n·1b | n·4°
ZD-0797	classify	n·8√	n	consonant-stem	To which declension class does निर्मातर् (nirmātar, f.) belong?	n·8√	n·8√ | n·1b | n·4° | n·5b+2
ZD-0798	classify	n·8√	n	consonant-stem	To which declension class does धाव् (dhāv, n.) belong?	n·8√	n·5b+2 | n·8√ | n·1b | n·4°
ZD-0799	classify	n·8√	n	consonant-stem	To which declension class does मण् (maṇ, n.) belong?	n·8√	n·4° | n·1b | n·5b+2 | n·8√
ZD-0800	classify	n·8√	n	consonant-stem	To which declension class does स्फर् (sphar, n.) belong?	n·8√	n·4° | n·5b+2 | n·8√ | n·1b
