pack	sent_n	sent_sub	tok_idx	form_slp1	surface_ru	lemma_ru	root_ru	layer_hit
hitopadesa-0	42	2	4	Sakyante	можно	способен	способен	surface+lemma+root
hitopadesa-0	42	3	0	yataH	откуда	откуда		surface+lemma
hitopadesa-0	42	4	0	na	не	не		surface+lemma
hitopadesa-0	42	4	1	adravye				none
hitopadesa-0	42	4	2	nihitA	сложены	сложенные	вера	surface+lemma+root
hitopadesa-0	42	4	3	kAcit	какая-то	никто		surface+lemma
hitopadesa-0	42	4	4	kriyA	обряды	обряды		surface+lemma
hitopadesa-0	42	4	5	PalavatI	плодами	плодами		surface+lemma
hitopadesa-0	42	4	6	Bavet	будет	будет	будет	surface+lemma+root
hitopadesa-0	42	5	0	na	не	не		surface+lemma
hitopadesa-0	42	5	1	vyApAra	деятельность	деятельность		surface+lemma
hitopadesa-0	42	5	2	Satena	сотнею	сто		surface+lemma
hitopadesa-0	42	5	3	api	также	также		surface+lemma
hitopadesa-0	42	5	4	Suka	попугай	попугай		surface+lemma
hitopadesa-0	42	5	5	vat	подобно	сказал	сказал	surface+lemma+root
hitopadesa-0	42	5	6	pAWyate		чтения	чтения	lemma+root
hitopadesa-0	42	5	7	bakaH	Баку	Бака		surface+lemma
hitopadesa-0	43	1	0	anyac	другой	другой		surface+lemma
hitopadesa-0	43	1	1	ca	и	и		surface+lemma
hitopadesa-0	43	2	0	asmiMs		это		lemma
hitopadesa-0	43	2	1	tu	же	же	же	surface+lemma+root
hitopadesa-0	43	2	2	nirguRaM		лишенный свойств		lemma
hitopadesa-0	43	2	3	gotre	о роде	род		surface+lemma
hitopadesa-0	43	2	4	na	не	не		surface+lemma
hitopadesa-0	43	2	5	apatyam	потомство	потомство		surface+lemma
hitopadesa-0	43	2	6	upajAyate	возникает	возникает	родился	surface+lemma+root
hitopadesa-0	43	3	0	Akare		источник		lemma
hitopadesa-0	43	3	1	padya		Находясь у ног		lemma
hitopadesa-0	43	3	2	rAgARAm		влечение		lemma
hitopadesa-0	43	3	3	janma	рождение	рождение		surface+lemma
hitopadesa-0	43	3	4	kAca	стекло	стекло		surface+lemma
hitopadesa-0	43	3	5	maReH		амулет		lemma
hitopadesa-0	43	3	6	kutaH	откуда	откуда		surface+lemma
hitopadesa-0	44	1	0	ato	потому	поэтому		surface+lemma
hitopadesa-0	44	1	1	haM		я	я	lemma+root
hitopadesa-0	44	1	2	zaz	шесть	шесть		surface+lemma
hitopadesa-0	44	1	3	mAsa	месяц	месяц		surface+lemma
hitopadesa-0	44	1	4	aByantare		внутреннее		lemma
hitopadesa-0	44	1	5	Bavat	ты	ты		surface+lemma
hitopadesa-0	44	1	6	putrAn	сыновей	сын		surface+lemma
hitopadesa-0	44	1	7	nIti	политика	политика		surface+lemma
hitopadesa-0	44	1	8	SAstra	шастры	шастры		surface+lemma
hitopadesa-0	44	1	9	aBijYAn		искусен		lemma
hitopadesa-0	44	1	10	karizyAmi	сделаю	сделал	сделал	surface+lemma+root
hitopadesa-0	44	2	0	rAjA	царь	царь		surface+lemma
hitopadesa-0	44	2	1	sa	он			surface
hitopadesa-0	44	2	2	vinayam	сурово	смиренно		surface+lemma
hitopadesa-0	44	2	3	punar	снова	снова		surface+lemma
hitopadesa-0	44	2	4	uvAca	сказал	сказал	сказал	surface+lemma+root
hitopadesa-0	44	3	0	kIwo		насекомых		lemma
hitopadesa-0	44	3	1	pi	и	также		surface+lemma
hitopadesa-0	44	3	2	sumanas	Суманас	цветами		surface+lemma
hitopadesa-0	44	3	3	saNgAt	из привязанности	привязанность		surface+lemma
hitopadesa-0	44	3	4	Arohati	поднимается	взошел	взошел	surface+lemma+root
hitopadesa-0	44	3	5	satAM	мудрых	есть	есть	surface+lemma+root
hitopadesa-0	44	3	6	SiraH	голову	голову		surface+lemma
hitopadesa-0	44	4	0	aSmA	камнем	камень		surface+lemma
hitopadesa-0	44	4	1	api	также	также		surface+lemma
hitopadesa-0	44	4	2	yAti	идет	идут	идут	surface+lemma+root
hitopadesa-0	44	4	3	deva	боги	боги		surface+lemma
hitopadesa-0	44	4	4	tvam	ты	ты		surface+lemma
hitopadesa-0	44	4	5	mahadBiH	великими	великий		surface+lemma
hitopadesa-0	44	4	6	supratizWitaH		изящно стоит		lemma
hitopadesa-0	45	1	0	anyac	другой	другой		surface+lemma
hitopadesa-0	45	1	1	ca	и	и		surface+lemma
hitopadesa-0	45	2	0	yaTA	как	как		surface+lemma
hitopadesa-0	45	2	1	udayagireH				none
hitopadesa-0	45	2	2	dravyaM	богатство	субстанция		surface+lemma
hitopadesa-0	45	2	3	saMnikarzeRa		контакт		lemma
hitopadesa-0	45	2	4	dIpyate	сияет	пылающий	пылающий	surface+lemma+root
hitopadesa-0	45	3	0	taTA	так	так		surface+lemma
hitopadesa-0	45	3	1	sat	сущее	есть	есть	surface+lemma+root
hitopadesa-0	45	3	2	saMniDAnena		совокупленье		lemma
hitopadesa-0	45	3	3	hIna	лишенный	оставив	оставив	surface+lemma+root
hitopadesa-0	45	3	4	varRaH	цвет	варн		surface+lemma
hitopadesa-0	45	3	5	pi	и	также		surface+lemma
hitopadesa-0	45	3	6	dIpyate	сияет	пылающий	пылающий	surface+lemma+root
hitopadesa-0	46	1	0	guRA	гуны	гуны		surface+lemma
hitopadesa-0	46	1	1	guRa	гуны	гуны		surface+lemma
hitopadesa-0	46	1	2	jYezu		знаю		lemma
hitopadesa-0	46	1	3	guRA	гуны	гуны		surface+lemma
hitopadesa-0	46	1	4	Bavanti	становятся	будет	будет	surface+lemma+root
hitopadesa-0	46	1	5	te	тебе	он		surface+lemma
hitopadesa-0	46	1	6	nirguRaM		лишенный свойств		lemma
hitopadesa-0	46	1	7	prApya	достигнув	достигнув	достигает	surface+lemma+root
hitopadesa-0	46	1	8	Bavanti	становятся	будет	будет	surface+lemma+root
hitopadesa-0	46	1	9	dozAH	опасностей	зло		surface+lemma
hitopadesa-0	46	2	0	AsvAdya	Вкусив			surface
hitopadesa-0	46	2	1	toyAH		воду		lemma
hitopadesa-0	46	2	2	pravahanti	увозят	тяжеловозы	привези	surface+lemma+root
hitopadesa-0	46	2	3	nadyaH	реки	реки		surface+lemma
hitopadesa-0	46	2	4	samudram	океан	океан		surface+lemma
hitopadesa-0	46	2	5	AsAdya	достигнув	достигнув	достигнув	surface+lemma+root
hitopadesa-0	46	2	6	Bavanty		будет	будет	lemma+root
hitopadesa-0	46	2	7	upeyAH		придя	придя	lemma+root
hitopadesa-0	47	1	0	tad	то	он		surface+lemma
hitopadesa-0	47	1	1	etezAm	этих	это		surface+lemma
hitopadesa-0	47	1	2	asmat	от нас	я	я	surface+lemma+root
hitopadesa-0	47	1	3	putrARAm	сыновей	сын		surface+lemma
hitopadesa-0	47	1	4	nIti	политика	политика		surface+lemma
hitopadesa-0	47	1	5	SAstra	шастры	шастры		surface+lemma
hitopadesa-0	47	1	6	upadeSAya		наставление		lemma
hitopadesa-0	47	1	7	BavantaH	вы	ты		surface+lemma
hitopadesa-0	47	1	8	pramARam	мерилом	источник знания		surface+lemma
hitopadesa-0	47	1	9	ity	так	так		surface+lemma
hitopadesa-0	47	1	10	uktvA	сказав	сказал	сказал	surface+lemma+root
hitopadesa-0	47	1	11	tasya	его	он		surface+lemma
hitopadesa-0	47	1	12	vizRuSarmaRo				none
hitopadesa-0	47	1	13	bahu	много	много		surface+lemma
hitopadesa-0	47	1	14	mAna	гордость	гордость		surface+lemma
hitopadesa-0	47	1	15	puraHsaram	спереди	предшествуемая		surface+lemma
hitopadesa-0	47	1	16	putrAn	сыновей	сын		surface+lemma
hitopadesa-0	47	1	17	samarpitavAn		поразил	поразил	lemma+root
hitopadesa-0	5	1	0	saMyojayati		запряг	побуждаешь	lemma+root
hitopadesa-0	5	1	1	vidyA	знание	знание		surface+lemma
hitopadesa-0	5	1	2	eva	именно	именно		surface+lemma
hitopadesa-0	5	1	3	nIcagA				none
hitopadesa-0	5	1	4	api	также	также		surface+lemma
hitopadesa-0	5	1	5	naraM	мужу	человек		surface+lemma
hitopadesa-0	5	1	6	sarit	реки	реки		surface+lemma
hitopadesa-0	5	2	0	samudram	океан	океан		surface+lemma
hitopadesa-0	5	2	1	iva	как	как		surface+lemma
hitopadesa-0	5	2	2	durDarzaM	несокрушимую	неодолимый		surface+lemma
hitopadesa-0	5	2	3	nfpaM	царя	царь		surface+lemma
hitopadesa-0	5	2	4	BAgyam	не подобает	счастье		surface+lemma
hitopadesa-0	5	2	5	ataH	поэтому	поэтому		surface+lemma
hitopadesa-0	5	2	6	param	высшее	высшее		surface+lemma
hitopadesa-0	6	1	0	vidyA	знание	знание		surface+lemma
hitopadesa-0	6	1	1	dadAti	дает	дает	взяв	surface+lemma+root
hitopadesa-0	6	1	2	vinayaM		смиренно		lemma
hitopadesa-0	6	1	3	vinayAd	смиренно	смиренно		surface+lemma
hitopadesa-0	6	1	4	yAti	идет	идут	идут	surface+lemma+root
hitopadesa-0	6	1	5	pAtra	сосуд	сосуд		surface+lemma
hitopadesa-0	6	1	6	tAm	ее	эти		surface+lemma
hitopadesa-0	6	2	0	pAtra	сосуд	сосуд		surface+lemma
hitopadesa-0	6	2	1	tvAt	поскольку	ты		surface+lemma
hitopadesa-0	6	2	2	Danam	богатство	богатство		surface+lemma
hitopadesa-0	6	2	3	Apnoti	достигает	достигает	достигает	surface+lemma+root
hitopadesa-0	6	2	4	DanAd	выигрыши	богатство		surface+lemma
hitopadesa-0	6	2	5	DarmaM	дхарму	дхарма		surface+lemma
hitopadesa-0	6	2	6	tataH	тогда	тогда		surface+lemma
hitopadesa-0	6	2	7	suKam	счастье	счастье		surface+lemma
hitopadesa-0	7	1	0	vidyA	знание	знание		surface+lemma
hitopadesa-0	7	1	1	SastraM	оружия	оружие		surface+lemma
hitopadesa-0	7	1	2	ca	и	и		surface+lemma
hitopadesa-0	7	1	3	SAstraM	шастру	шастры		surface+lemma
hitopadesa-0	7	1	4	ca	и	и		surface+lemma
hitopadesa-0	7	1	5	dve	две	два		surface+lemma
hitopadesa-0	7	1	6	vidye		знание		lemma
hitopadesa-0	7	1	7	pratipattaye		постижение		lemma
hitopadesa-0	7	2	0	AdyA	прекрасная	изначальный		surface+lemma
hitopadesa-0	7	2	1	hAsyAya		шутил шутки		lemma
hitopadesa-0	7	2	2	vfdDa	престарелый	старый		surface+lemma
hitopadesa-0	7	2	3	tve	в тебе	ты		surface+lemma
hitopadesa-0	7	2	4	dvitIyA	второй	второй		surface+lemma
hitopadesa-0	7	2	5	Adriyate	пренебрег	проломитель	разрывается	surface+lemma+root
hitopadesa-0	7	2	6	sadA	всегда	всегда		surface+lemma
hitopadesa-0	8	1	0	yan	что	что		surface+lemma
hitopadesa-0	8	1	1	nave	молодому	новые		surface+lemma
hitopadesa-0	8	1	2	BAjane	сосуде	сосуды		surface+lemma
hitopadesa-0	8	1	3	lagnaH	сжимают	будет ощутим	застрявшие	surface+lemma+root
hitopadesa-0	8	1	4	saMskAro		санскары		lemma
hitopadesa-0	8	1	5	na	не	не		surface+lemma
hitopadesa-0	8	1	6	anyaTA	иначе	иначе		surface+lemma
hitopadesa-0	8	1	7	Bavet	будет	будет	будет	surface+lemma+root
hitopadesa-0	8	2	0	kaTA	рассказ	рассказ		surface+lemma
hitopadesa-0	8	2	1	Calena	обмана	словесные ухищрения		surface+lemma
hitopadesa-0	8	2	2	bAlAnAM	малых	дети		surface+lemma
hitopadesa-0	8	2	3	nItis		политика		lemma
hitopadesa-0	8	2	4	tad	то	он		surface+lemma
hitopadesa-0	8	2	5	iha	здесь	здесь		surface+lemma
hitopadesa-0	8	2	6	kaTyate	зовется	рассказал	рассказал	surface+lemma+root
hitopadesa-0	9	1	0	mitra	Митра	Митра		surface+lemma
hitopadesa-0	9	1	1	lABaH	блага	прибыль		surface+lemma
hitopadesa-0	9	1	2	suhfd	друзей	друзей		surface+lemma
hitopadesa-0	9	1	3	BedaH	разлада	различие		surface+lemma
hitopadesa-0	9	1	4	vigrahaH	раздор	война		surface+lemma
hitopadesa-0	9	1	5	saMDir		мир		lemma
hitopadesa-0	9	1	6	eva	именно	именно		surface+lemma
hitopadesa-0	9	1	7	ca	и	и		surface+lemma
hitopadesa-0	9	2	0	paYcatantrAt				none
hitopadesa-0	9	2	1	taTA	так	так		surface+lemma
hitopadesa-0	9	2	2	anyasmAt	остального	другой		surface+lemma
hitopadesa-0	9	2	3	granTAd		книги		lemma
hitopadesa-0	9	2	4	Akfzya	вдыхай	втягивается	натянув	surface+lemma+root
hitopadesa-0	9	2	5	liKyate		чертит	чертит	lemma+root
kiratarjuniya-1	1	1	0	SriyaH	красоты	Шри	Шри	surface+lemma+root
kiratarjuniya-1	1	1	1	kurURAm	кауравов	кауравов		surface+lemma
kiratarjuniya-1	1	1	2	aDipasya		владыка		lemma
kiratarjuniya-1	1	1	3	pAlanIM		защиту		lemma
kiratarjuniya-1	1	1	4	prajAsu	потомством	потомство		surface+lemma
kiratarjuniya-1	1	1	5	vfttiM	содержание	функция		surface+lemma
kiratarjuniya-1	1	1	6	yam	кого	что		surface+lemma
kiratarjuniya-1	1	1	7	ayuNkta		союзником	союзником	lemma+root
kiratarjuniya-1	1	1	8	veditum	знать	знает	знает	surface+lemma+root
kiratarjuniya-1	1	2	0	sa	он	он		surface+lemma
kiratarjuniya-1	1	2	1	varRiliNgI				none
kiratarjuniya-1	1	2	2	viditaH	знаю	знает	знает	surface+lemma+root
kiratarjuniya-1	1	2	3	samAyayO		подошедшего	идут	lemma+root
kiratarjuniya-1	1	2	4	yuDizWiraM	Юдхиштхиру	Юдхиштхира		surface+lemma
kiratarjuniya-1	1	2	5	dvEtavane				none
kiratarjuniya-1	1	2	6	vanecaraH	живущие в лесу	живущие в лесу		surface+lemma
kiratarjuniya-1	10	1	0	saKIn	друзей	друг		surface+lemma
kiratarjuniya-1	10	1	1	iva	как	как		surface+lemma
kiratarjuniya-1	10	1	2	prIti	радость	радость		surface+lemma
kiratarjuniya-1	10	1	3	yujaH	союзниками	союзником	союзником	surface+lemma+root
kiratarjuniya-1	10	1	4	nujIvinaH		слуги		lemma
kiratarjuniya-1	10	1	5	samAna	самана	самана		surface+lemma
kiratarjuniya-1	10	1	6	mAnAn		гордость		lemma
kiratarjuniya-1	10	1	7	suhfdaS		друзей		lemma
kiratarjuniya-1	10	1	8	ca	и	и		surface+lemma
kiratarjuniya-1	10	1	9	banDuBiH	родными	друг		surface+lemma
kiratarjuniya-1	10	2	0	sa	он	он		surface+lemma
kiratarjuniya-1	10	2	1	saMtataM		росли		lemma
kiratarjuniya-1	10	2	2	darSayate		показал	показал	lemma+root
kiratarjuniya-1	10	2	3	gata	ушел	отправился	пришел	surface+lemma+root
kiratarjuniya-1	10	2	4	smayaH		гордость		lemma
kiratarjuniya-1	10	2	5	kftA	сделал	сделал	сделал	surface+lemma+root
kiratarjuniya-1	10	2	6	ADipatyAm		господством		lemma
kiratarjuniya-1	10	2	7	iva	как	как		surface+lemma
kiratarjuniya-1	10	2	8	sADu	хорошо	хорошо		surface+lemma
kiratarjuniya-1	10	2	9	banDutAm		родство		lemma
kiratarjuniya-1	11	1	0	a	о	о		surface+lemma
kiratarjuniya-1	11	1	1	saktam	приверженного	привязанный	привязанный	surface+lemma+root
kiratarjuniya-1	11	1	2	ArADayato		ублажай	ублажай	lemma+root
kiratarjuniya-1	11	1	3	yaTAyaTaM		как положено		lemma
kiratarjuniya-1	11	1	4	viBajya	распределив	разделенным	почитают	surface+lemma+root
kiratarjuniya-1	11	1	5	BaktyA	с преданностью	преданность		surface+lemma
kiratarjuniya-1	11	1	6	sama	равный	равный		surface+lemma
kiratarjuniya-1	11	1	7	pakzapAtayA		лукавства		lemma
kiratarjuniya-1	11	2	0	guRa	гуны	гуны		surface+lemma
kiratarjuniya-1	11	2	1	anurAgAt	из симпатии	влечение		surface+lemma
kiratarjuniya-1	11	2	2	iva	как	как		surface+lemma
kiratarjuniya-1	11	2	3	saKyam	дружбы	дружбы		surface+lemma
kiratarjuniya-1	11	2	4	IyivAn	достиг	идет	идет	surface+lemma+root
kiratarjuniya-1	11	2	5	na	не	не		surface+lemma
kiratarjuniya-1	11	2	6	bADate	оттесняет	оттесняет	прогони	surface+lemma+root
kiratarjuniya-1	11	2	7	sya	этот	это		surface+lemma
kiratarjuniya-1	11	2	8	trigaRaH				none
kiratarjuniya-1	11	2	9	parasparam	друг друга	друг друга		surface+lemma
kiratarjuniya-1	12	1	0	niratyayaM		безопасна		lemma
kiratarjuniya-1	12	1	1	sAma	саман	саман		surface+lemma
kiratarjuniya-1	12	1	2	na	не	не		surface+lemma
kiratarjuniya-1	12	1	3	dAna	щедрость	дары		surface+lemma
kiratarjuniya-1	12	1	4	varjitam	лишенный	избегать	избегать	surface+lemma+root
kiratarjuniya-1	12	1	5	na	не	не		surface+lemma
kiratarjuniya-1	12	1	6	BUri	много	много		surface+lemma
kiratarjuniya-1	12	1	7	dAnaM	подарки	дары		surface+lemma
kiratarjuniya-1	12	1	8	virahayya				none
kiratarjuniya-1	12	1	9	satkriyAm	почетом	гостеприимство		surface+lemma
kiratarjuniya-1	12	2	0	pravartate	происходит	началась	возвращаются	surface+lemma+root
kiratarjuniya-1	12	2	1	tasya	его	он		surface+lemma
kiratarjuniya-1	12	2	2	viSeza	различие	различие		surface+lemma
kiratarjuniya-1	12	2	3	SAlinI	видны	веселящимся		surface+lemma
kiratarjuniya-1	12	2	4	guRa	гуны	гуны		surface+lemma
kiratarjuniya-1	12	2	5	anuroDena	выполняя	соблюдает		surface+lemma
kiratarjuniya-1	12	2	6	vinA	без	без		surface+lemma
kiratarjuniya-1	12	2	7	na	не	не		surface+lemma
kiratarjuniya-1	12	2	8	satkriyA	гостеприимство	гостеприимство		surface+lemma
kiratarjuniya-1	13	1	0	vasUni	блага	Васу		surface+lemma
kiratarjuniya-1	13	1	1	vAYCan	желая	Да пожелают	Да пожелают	surface+lemma+root
kiratarjuniya-1	13	1	2	na	не	не		surface+lemma
kiratarjuniya-1	13	1	3	vaSI	владеющий собой	властитель		surface+lemma
kiratarjuniya-1	13	1	4	na	не	не		surface+lemma
kiratarjuniya-1	13	1	5	manyunA	гневом	гнев		surface+lemma
kiratarjuniya-1	13	1	6	svaDarma	закон своей касты	свой долг		surface+lemma
kiratarjuniya-1	13	1	7	ity	так	так		surface+lemma
kiratarjuniya-1	13	1	8	eva	именно	именно		surface+lemma
kiratarjuniya-1	13	1	9	nivftta	возвратились	возвращаются	возвращаются	surface+lemma+root
kiratarjuniya-1	13	1	10	kAraRaH		причина		lemma
kiratarjuniya-1	13	2	0	guru	гуру	гуру		surface+lemma
kiratarjuniya-1	13	2	1	upadizwena	Указанной	наставят	стороны света	surface+lemma+root
kiratarjuniya-1	13	2	2	ripO		врагов		lemma
kiratarjuniya-1	13	2	3	sute	выжатого	сын		surface+lemma
kiratarjuniya-1	13	2	4	pi	и	также		surface+lemma
kiratarjuniya-1	13	2	5	vA	или	или	или	surface+lemma+root
kiratarjuniya-1	13	2	6	nihanti	уничтожает	убит	убит	surface+lemma+root
kiratarjuniya-1	13	2	7	daRqena	наказанием	штраф		surface+lemma
kiratarjuniya-1	13	2	8	sa	он	он		surface+lemma
kiratarjuniya-1	13	2	9	Darma	дхарма	дхарма		surface+lemma
kiratarjuniya-1	13	2	10	viplavam				none
kiratarjuniya-1	14	1	0	viDAya	сделав	предписывается	вера	surface+lemma+root
kiratarjuniya-1	14	1	1	rakzAn				none
kiratarjuniya-1	14	1	2	paritaH	вокруг	вокруг		surface+lemma
kiratarjuniya-1	14	1	3	paretarAn				none
kiratarjuniya-1	14	1	4	aSaNkita	непуганые	непуганые		surface+lemma
kiratarjuniya-1	14	1	5	AkAram	имеющий вид	видом		surface+lemma
kiratarjuniya-1	14	1	6	upEti		придя	придя	lemma+root
kiratarjuniya-1	14	1	7	SaNkitaH		опасаясь	опасаясь	lemma+root
kiratarjuniya-1	14	2	0	kriyA	обряды	обряды		surface+lemma
kiratarjuniya-1	14	2	1	apavargezu		освобождение		lemma
kiratarjuniya-1	14	2	2	anujIvisAtkftAH				none
kiratarjuniya-1	14	2	3	kftajYa	благодарный	благодарный		surface+lemma
kiratarjuniya-1	14	2	4	tAm	ее	эти		surface+lemma
kiratarjuniya-1	14	2	5	asya	его	это		surface+lemma
kiratarjuniya-1	14	2	6	vadanti	говорят	говорят	говорят	surface+lemma+root
kiratarjuniya-1	14	2	7	sampadaH		стал	достигает	lemma+root
kiratarjuniya-1	15	1	0	anArataM				none
kiratarjuniya-1	15	1	1	tena	тем	он		surface+lemma
kiratarjuniya-1	15	1	2	padezu	в трех шагах	след		surface+lemma
kiratarjuniya-1	15	1	3	lamBitA		совершил	совершил	lemma+root
kiratarjuniya-1	15	1	4	viBajya	распределив	разделенным	почитают	surface+lemma+root
kiratarjuniya-1	15	1	5	samyag	ясно	должным образом		surface+lemma
kiratarjuniya-1	15	1	6	viniyoga	веление	применение		surface+lemma
kiratarjuniya-1	15	1	7	satkriyAm	почетом	гостеприимство		surface+lemma
kiratarjuniya-1	15	2	0	Palanty		приносить	приносить	lemma+root
kiratarjuniya-1	15	2	1	upAyAH		средство		lemma
kiratarjuniya-1	15	2	2	paribfMhita	усилено	усилено	рева	surface+lemma+root
kiratarjuniya-1	15	2	3	AyatIH	прибывающие	будущее		surface+lemma
kiratarjuniya-1	15	2	4	upetya	придя	придя	придя	surface+lemma+root
kiratarjuniya-1	15	2	5	saMGarzam		соперничество		lemma
kiratarjuniya-1	15	2	6	iva	как	как		surface+lemma
kiratarjuniya-1	15	2	7	arTa	ради	ради		surface+lemma
kiratarjuniya-1	15	2	8	sampadaH		стал	достигает	lemma+root
kiratarjuniya-1	16	1	0	aneka	многими	многие		surface+lemma
kiratarjuniya-1	16	1	1	rAjanya	раджанья	раджанья		surface+lemma
kiratarjuniya-1	16	1	2	raTa	колесницу	колесницу		surface+lemma
kiratarjuniya-1	16	1	3	aSva	коней	коней		surface+lemma
kiratarjuniya-1	16	1	4	saMkulam		наполнив		lemma
kiratarjuniya-1	16	1	5	tadIyam	его	ее		surface+lemma
kiratarjuniya-1	16	1	6	AsTAna	место остановки	место остановки		surface+lemma
kiratarjuniya-1	16	1	7	niketana	живущих	живущих		surface+lemma
kiratarjuniya-1	16	1	8	ajiram	проворного	Стремительные кони		surface+lemma
kiratarjuniya-1	16	2	0	nayaty		ведут	приведи	lemma+root
kiratarjuniya-1	16	2	1	ayugma		в нечетные		lemma
kiratarjuniya-1	16	2	2	Cada				none
kiratarjuniya-1	16	2	3	ganDiH		пахнущий		lemma
kiratarjuniya-1	16	2	4	Ardra	влажной	Ардра		surface+lemma
kiratarjuniya-1	16	2	5	tAm	ее	эти		surface+lemma
kiratarjuniya-1	16	2	6	BfSaM	сильно	сильно		surface+lemma
kiratarjuniya-1	16	2	7	nfpa	царь	царь		surface+lemma
kiratarjuniya-1	16	2	8	upAyana	подарки	дары		surface+lemma
kiratarjuniya-1	16	2	9	dantinAm	слонов	слонов		surface+lemma
kiratarjuniya-1	16	2	10	madaH	опьянение	для опьянения		surface+lemma
kiratarjuniya-1	17	1	0	suKena	легко	счастье		surface+lemma
kiratarjuniya-1	17	1	1	laByA	овладеть	обретает	обретает	surface+lemma+root
kiratarjuniya-1	17	1	2	daDataH		дай	вера	lemma+root
kiratarjuniya-1	17	1	3	kfzIvalEr		земледельцами		lemma
kiratarjuniya-1	17	1	4	akfzwapacyA				none
kiratarjuniya-1	17	1	5	iva	как	как		surface+lemma
kiratarjuniya-1	17	1	6	sasya	зерно	зерно		surface+lemma
kiratarjuniya-1	17	1	7	sampadaH		стал	достигает	lemma+root
kiratarjuniya-1	17	2	0	vitanvati		протянутую	протянулся	lemma+root
kiratarjuniya-1	17	2	1	kzemam	безопасность	покой		surface+lemma
kiratarjuniya-1	17	2	2	a	о	о		surface+lemma
kiratarjuniya-1	17	2	3	deva	боги	боги		surface+lemma
kiratarjuniya-1	17	2	4	mAtfkAH		матерью		lemma
kiratarjuniya-1	17	2	5	cirAya	долго	долго		surface+lemma
kiratarjuniya-1	17	2	6	tasmin	том	он		surface+lemma
kiratarjuniya-1	17	2	7	kuravaS		кауравов		lemma
kiratarjuniya-1	17	2	8	cakAsati		ехавшего	ехавшего	lemma+root
kiratarjuniya-1	18	1	0	mahA	великий	великий		surface+lemma
kiratarjuniya-1	18	1	1	ojasaH	от мощи	силой		surface+lemma
kiratarjuniya-1	18	1	2	mAna	гордость	гордость		surface+lemma
kiratarjuniya-1	18	1	3	DanAH		богатство		lemma
kiratarjuniya-1	18	1	4	Dana	богатство	богатство		surface+lemma
kiratarjuniya-1	18	1	5	arcitAH	довольны	почтив	почтив	surface+lemma+root
kiratarjuniya-1	18	1	6	DanurBftaH	владеющие оружием	лучник		surface+lemma
kiratarjuniya-1	18	1	7	saMyati	в битве	в битве	стремится	surface+lemma+root
kiratarjuniya-1	18	1	8	labDa	получил	обретает	обретает	surface+lemma+root
kiratarjuniya-1	18	1	9	kIrtayaH		слава		lemma
kiratarjuniya-1	18	2	0	na	не	не		surface+lemma
kiratarjuniya-1	18	2	1	saMhatAs		вместе	убит	lemma+root
kiratarjuniya-1	18	2	2	tasya	его	он		surface+lemma
kiratarjuniya-1	18	2	3	na	не	не		surface+lemma
kiratarjuniya-1	18	2	4	Beda	различие	различие		surface+lemma
kiratarjuniya-1	18	2	5	vfttayaH	модификаций	функция		surface+lemma
kiratarjuniya-1	18	2	6	priyARi	приятное	приятное		surface+lemma
kiratarjuniya-1	18	2	7	vAYCanty		Да пожелают	Да пожелают	lemma+root
kiratarjuniya-1	18	2	8	asuBiH		жизнь		lemma
kiratarjuniya-1	18	2	9	samIhitum	противостоять	станут	стремится	surface+lemma+root
kiratarjuniya-1	19	1	0	udAra	благородный	дурные предзнаменования		surface+lemma
kiratarjuniya-1	19	1	1	kIrteH		слава		lemma
kiratarjuniya-1	19	1	2	udayaM	преуспеяние	восход		surface+lemma
kiratarjuniya-1	19	1	3	dayAvataH		Милосердный		lemma
kiratarjuniya-1	19	1	4	praSAnta	умиротворенный	умиротворенный	счастье	surface+lemma+root
kiratarjuniya-1	19	1	5	bADam		обеспокоен		lemma
kiratarjuniya-1	19	1	6	diSato		стороны	стороны света	lemma+root
kiratarjuniya-1	19	1	7	BirakzayA				none
kiratarjuniya-1	19	2	0	svayaM	сам	сам		surface+lemma
kiratarjuniya-1	19	2	1	pradugDe			доится	root
kiratarjuniya-1	19	2	2	sya	этот	это		surface+lemma
kiratarjuniya-1	19	2	3	guREr		гуны		lemma
kiratarjuniya-1	19	2	4	upasnutA			вершины	root
kiratarjuniya-1	19	2	5	vasu	Васу	Васу		surface+lemma
kiratarjuniya-1	19	2	6	upamAnasya	сравнения	сравнение		surface+lemma
kiratarjuniya-1	19	2	7	vasUni	блага	Васу		surface+lemma
kiratarjuniya-1	19	2	8	medinI	земля	землю		surface+lemma
kiratarjuniya-1	2	1	0	kfta	сделано	сделал	сделал	surface+lemma+root
kiratarjuniya-1	2	1	1	praRAmasya		поклоне		lemma
kiratarjuniya-1	2	1	2	mahIM	землю	землю		surface+lemma
kiratarjuniya-1	2	1	3	mahIBuje		раджей		lemma
kiratarjuniya-1	2	1	4	jitAm		победы		lemma
kiratarjuniya-1	2	1	5	jitAm		победить	Санджая	lemma+root
kiratarjuniya-1	2	1	6	sapatnena	врага	соперников		surface+lemma
kiratarjuniya-1	2	1	7	nivedayizyataH		поведал	поведал	lemma+root
kiratarjuniya-1	2	2	0	na	не	не		surface+lemma
kiratarjuniya-1	2	2	1	vivyaTe	дрогнул	отпрянут	отпрянут	surface+lemma+root
kiratarjuniya-1	2	2	2	tasya	его	он		surface+lemma
kiratarjuniya-1	2	2	3	mano	сердце	ум		surface+lemma
