anchor_type	anchor_id	anchor_key_slp1	lemma_slp1	gen_source	form_key
inflection	DarmaSudDi	DarmaSudDi	DarmaSudDi	vidyut	dharmaśuddhi
inflection	DarmabAhya	DarmabAhya	DarmabAhya	vidyut	dharmabāhya
inflection	Darmabala	Darmabala	Darmabala	vidyut	dharmabala
inflection	DarmacAriRAm	DarmacAriRAm	DarmacArin	vidyut	dharmacārinām
inflection	DarmacAriRam	DarmacAriRam	DarmacArin	vidyut	dharmacārinam
inflection	DarmacAriRi	DarmacAriRi	DarmacArin	vidyut	dharmacārini
inflection	DarmacAriRyAm	DarmacAriRyAm	DarmacArin	vidyut	dharmacārinyām
inflection	DarmacArin	DarmacArin	DarmacArin	vidyut	dharmacārin
inflection	DarmacArizu	DarmacArizu	DarmacArin	vidyut	dharmacāriṣu
inflection	DarmacCala	DarmacCala	DarmacCala	vidyut	dharmacchala
inflection	DarmacaryA	DarmacaryA	DarmacaryA	vidyut	dharmacaryā
inflection	Darmacintaka	Darmacintaka	Darmacintaka	vidyut	dharmacintaka
inflection	DarmadArAn	DarmadArAn	DarmadAra	vidyut	dharmadārān
inflection	DarmadarSane	DarmadarSane	DarmadarSana	vidyut	dharmadarśane
inflection	DarmadarSin	DarmadarSin	DarmadarSin	vidyut	dharmadarśin
inflection	DarmadarSinI	DarmadarSinI	DarmadarSin	vidyut	dharmadarśinī
inflection	Darmadeva	Darmadeva	Darmadeva	vidyut	dharmadeva
inflection	DarmadvAra	DarmadvAra	DarmadvAra	vidyut	dharmadvāra
inflection	DarmahInA	DarmahInA	DarmahIna	vidyut	dharmahīnā
inflection	DarmahIna	DarmahIna	DarmahIna	vidyut	dharmahīna
inflection	DarmahantrI	DarmahantrI	Darmahantf	vidyut	dharmahantrī
inflection	DarmajA	DarmajA	Darmaja	vidyut	dharmajā
inflection	DarmajIvana	DarmajIvana	DarmajIvana	vidyut	dharmajīvana
inflection	DarmajYA	DarmajYA	DarmajYa	vidyut	dharmajnā
inflection	DarmajYAm	DarmajYAm	DarmajYa	vidyut	dharmajnām
inflection	DarmajYAnAm	DarmajYAnAm	DarmajYa	vidyut	dharmajnānām
inflection	DarmajYAna	DarmajYAna	DarmajYAna	vidyut	dharmajnāna
inflection	DarmajYa	DarmajYa	DarmajYa	vidyut	dharmajna
inflection	DarmajYam	DarmajYam	DarmajYa	vidyut	dharmajnam
inflection	DarmajYasya	DarmajYasya	DarmajYa	vidyut	dharmajnasya
inflection	DarmajYe	DarmajYe	DarmajYa	vidyut	dharmajne
inflection	DarmajYena	DarmajYena	DarmajYa	vidyut	dharmajnena
inflection	DarmakAla	DarmakAla	DarmakAla	vidyut	dharmakāla
inflection	DarmakAmArTa	DarmakAmArTa	DarmakAmArTa	vidyut	dharmakāmārtha
inflection	DarmakAma	DarmakAma	DarmakAma	vidyut	dharmakāma
inflection	DarmakAmasya	DarmakAmasya	DarmakAma	vidyut	dharmakāmasya
inflection	DarmakAme	DarmakAme	DarmakAma	vidyut	dharmakāme
inflection	DarmakAraRAt	DarmakAraRAt	DarmakAraRa	vidyut	dharmakāranāt
inflection	DarmakAraRa	DarmakAraRa	DarmakAraRa	vidyut	dharmakārana
inflection	DarmakAryARi	DarmakAryARi	DarmakArya	vidyut	dharmakāryāni
inflection	DarmakArya	DarmakArya	DarmakArya	vidyut	dharmakārya
inflection	DarmakaYcuka	DarmakaYcuka	DarmakaYcuka	vidyut	dharmakancuka
inflection	DarmakaYcukam	DarmakaYcukam	DarmakaYcuka	vidyut	dharmakancukam
inflection	DarmakfcCra	DarmakfcCra	DarmakfcCra	vidyut	dharmakṛcchra
inflection	DarmakoSa	DarmakoSa	DarmakoSa	vidyut	dharmakośa
inflection	DarmakriyA	DarmakriyA	DarmakriyA	vidyut	dharmakriyā
inflection	Darmakzetra	Darmakzetra	Darmakzetra	vidyut	dharmakṣetra
inflection	DarmalakzaRa	DarmalakzaRa	DarmalakzaRa	vidyut	dharmalakṣana
inflection	DarmalakzaRam	DarmalakzaRam	DarmalakzaRa	vidyut	dharmalakṣanam
inflection	DarmalopAt	DarmalopAt	Darmalopa	vidyut	dharmalopāt
inflection	Darmalopa	Darmalopa	Darmalopa	vidyut	dharmalopa
inflection	Darmamaya	Darmamaya	Darmamaya	vidyut	dharmamaya
inflection	DarmameGasya	DarmameGasya	DarmameGa	vidyut	dharmameghasya
inflection	DarmanityA	DarmanityA	Darmanitya	vidyut	dharmanityā
inflection	DarmanityAnAm	DarmanityAnAm	Darmanitya	vidyut	dharmanityānām
inflection	Darmanitya	Darmanitya	Darmanitya	vidyut	dharmanitya
inflection	Darmanityam	Darmanityam	Darmanitya	vidyut	dharmanityam
inflection	Darmanityasya	Darmanityasya	Darmanitya	vidyut	dharmanityasya
inflection	Darmanityena	Darmanityena	Darmanitya	vidyut	dharmanityena
inflection	DarmapASa	DarmapASa	DarmapASa	vidyut	dharmapāśa
inflection	DarmapASena	DarmapASena	DarmapASa	vidyut	dharmapāśena
inflection	DarmapAWaka	DarmapAWaka	DarmapAWaka	vidyut	dharmapāṭhaka
inflection	DarmapIqA	DarmapIqA	DarmapIqA	vidyut	dharmapīḍā
inflection	DarmapaTa	DarmapaTa	DarmapaTa	vidyut	dharmapatha
inflection	DarmaparA	DarmaparA	Darmapara	vidyut	dharmaparā
inflection	DarmaparAyaRa	DarmaparAyaRa	DarmaparAyaRa	vidyut	dharmaparāyana
inflection	Darmapara	Darmapara	Darmapara	vidyut	dharmapara
inflection	DarmapatnyAm	DarmapatnyAm	DarmapatnI	vidyut	dharmapatnyām
inflection	Darmaplava	Darmaplava	Darmaplava	vidyut	dharmaplava
inflection	DarmapraDAna	DarmapraDAna	DarmapraDAna	vidyut	dharmapradhāna
inflection	DarmapraDAnasya	DarmapraDAnasya	DarmapraDAna	vidyut	dharmapradhānasya
inflection	DarmapraSna	DarmapraSna	DarmapraSna	vidyut	dharmapraśna
inflection	DarmapravaktA	DarmapravaktA	Darmapravaktf	vidyut	dharmapravaktā
inflection	Darmapriya	Darmapriya	Darmapriya	vidyut	dharmapriya
inflection	Darmarahasyam	Darmarahasyam	Darmarahasya	vidyut	dharmarahasyam
inflection	DarmaratAn	DarmaratAn	Darmarata	vidyut	dharmaratān
inflection	Darmarata	Darmarata	Darmarata	vidyut	dharmarata
inflection	Darmarati	Darmarati	Darmarati	vidyut	dharmarati
inflection	DarmasADanam	DarmasADanam	DarmasADana	vidyut	dharmasādhanam
inflection	DarmasAra	DarmasAra	DarmasAra	vidyut	dharmasāra
inflection	DarmasaMSraya	DarmasaMSraya	DarmasaMSraya	vidyut	dharmasanśraya
inflection	DarmasaMSraye	DarmasaMSraye	DarmasaMSraya	vidyut	dharmasanśraye
inflection	DarmasaMhita	DarmasaMhita	DarmasaMhitA	vidyut	dharmasanhita
inflection	DarmasaMyukta	DarmasaMyukta	DarmasaMyukta	vidyut	dharmasanyukta
inflection	DarmasaNga	DarmasaNga	DarmasaNga	vidyut	dharmasanga
inflection	DarmasaNgrahe	DarmasaNgrahe	DarmasaMgraha	vidyut	dharmasangrahe
inflection	DarmasaYjYA	DarmasaYjYA	DarmasaMjYa	vidyut	dharmasanjnā
inflection	Darmasamaya	Darmasamaya	Darmasamaya	vidyut	dharmasamaya
inflection	DarmaskanDa	DarmaskanDa	DarmaskanDa	vidyut	dharmaskandha
inflection	DarmatIrTa	DarmatIrTa	DarmatIrTa	vidyut	dharmatīrtha
inflection	Darmatantra	Darmatantra	Darmatantra	vidyut	dharmatantra
inflection	Darmatva	Darmatva	Darmatva	vidyut	dharmatva
inflection	DarmavAdI	DarmavAdI	DarmavAdin	vidyut	dharmavādī
inflection	DarmavAda	DarmavAda	DarmavAda	vidyut	dharmavāda
inflection	DarmavAdin	DarmavAdin	DarmavAdin	vidyut	dharmavādin
inflection	DarmavarDana	DarmavarDana	DarmavarDana	vidyut	dharmavardhana
inflection	DarmavarDanam	DarmavarDanam	DarmavarDana	vidyut	dharmavardhanam
inflection	Darmavatsala	Darmavatsala	Darmavatsala	vidyut	dharmavatsala
inflection	Darmavatsalam	Darmavatsalam	Darmavatsala	vidyut	dharmavatsalam
inflection	DarmavfdDam	DarmavfdDam	DarmavfdDa	vidyut	dharmavṛddham
inflection	DarmavfdDezu	DarmavfdDezu	DarmavfdDa	vidyut	dharmavṛddheṣu
inflection	Darmavftti	Darmavftti	Darmavftti	vidyut	dharmavṛtti
inflection	DarmaviDi	DarmaviDi	DarmaviDi	vidyut	dharmavidhi
inflection	Darmavid	Darmavid	Darmavid	vidyut	dharmavid
inflection	DarmavidA	DarmavidA	Darmavid	vidyut	dharmavidā
inflection	Darmavit	Darmavit	Darmavid	vidyut	dharmavit
inflection	Darmavivecanam	Darmavivecanam	Darmavivecana	vidyut	dharmavivecanam
inflection	DarmavyADa	DarmavyADa	DarmavyADa	vidyut	dharmavyādha
inflection	DarmayudDa	DarmayudDa	DarmayudDa	vidyut	dharmayuddha
inflection	DarmayudDe	DarmayudDe	DarmayudDa	vidyut	dharmayuddhe
inflection	Darmayukta	Darmayukta	Darmayukta	vidyut	dharmayukta
inflection	Darmayuktam	Darmayuktam	Darmayukta	vidyut	dharmayuktam
inflection	DarmeSvara	DarmeSvara	DarmeSvara	vidyut	dharmeśvara
inflection	Darmin	Darmin	Darmin	vidyut	dharmin
inflection	DarmizWatA	DarmizWatA	DarmizWatA	vidyut	dharmiṣṭhatā
inflection	DarmopaGAtaka	DarmopaGAtaka	DarmopaGAtaka	vidyut	dharmopaghātaka
inflection	Darmopeta	Darmopeta	Darmopeta	vidyut	dharmopeta
inflection	Darmottara	Darmottara	Darmottara	vidyut	dharmottara
inflection	DarmyAm	DarmyAm	Darmya	vidyut	dharmyām
inflection	DarmyAmfta	DarmyAmfta	DarmyAmfta	vidyut	dharmyāmṛta
inflection	DarmyAmftam	DarmyAmftam	DarmyAmfta	vidyut	dharmyāmṛtam
inflection	Dartf	Dartf	Df	vidyut	dhartṛ
inflection	DaruRahvara	DaruRahvara	DaruRahvara	vidyut	dharunahvara
inflection	DarzitAnAm	DarzitAnAm	Darzi	vidyut	dharṣitānām
inflection	DavAmahe	DavAmahe	DU	vidyut	dhavāmahe
inflection	Davati	Davati	DU	vidyut	dhavati
inflection	DavyA	DavyA	DU	vidyut	dhavyā
inflection	Davya	Davya	DU	vidyut	dhavya
inflection	Denumat	Denumat	Denumat	vidyut	dhenumat
inflection	DftAtmA	DftAtmA	DftAtman	vidyut	dhṛtātmā
inflection	DftAtman	DftAtman	DftAtman	vidyut	dhṛtātman
inflection	DftAtmanAm	DftAtmanAm	DftAtman	vidyut	dhṛtātmanām
inflection	DftadaRqa	DftadaRqa	DftadaRqa	vidyut	dhṛtadanḍa
inflection	Dftadakza	Dftadakza	Dftadakza	vidyut	dhṛtadakṣa
inflection	DftaniScayAm	DftaniScayAm	DftaniScaya	vidyut	dhṛtaniścayām
inflection	DftaniScaya	DftaniScaya	DftaniScaya	vidyut	dhṛtaniścaya
inflection	Dftapraja	Dftapraja	Dftapraja	vidyut	dhṛtapraja
inflection	DftarAzwrIm	DftarAzwrIm	DftarAzwrI	vidyut	dhṛtarāṣṭrīm
inflection	DftarAzwrajA	DftarAzwrajA	DftarAzwraja	vidyut	dhṛtarāṣṭrajā
inflection	DftarAzwrajAn	DftarAzwrajAn	DftarAzwraja	vidyut	dhṛtarāṣṭrajān
inflection	DftarAzwraja	DftarAzwraja	DftarAzwraja	vidyut	dhṛtarāṣṭraja
inflection	DftarAzwrajam	DftarAzwrajam	DftarAzwraja	vidyut	dhṛtarāṣṭrajam
inflection	DftarAzwraje	DftarAzwraje	DftarAzwraja	vidyut	dhṛtarāṣṭraje
inflection	DftarAzwrajena	DftarAzwrajena	DftarAzwraja	vidyut	dhṛtarāṣṭrajena
inflection	Dftavratas	Dftavratas	Dftavrata	vidyut	dhṛtavratas
inflection	DftigfhIta	DftigfhIta	DftigfhIta	vidyut	dhṛtigṛhīta
inflection	DftigfhItayA	DftigfhItayA	DftigfhIta	vidyut	dhṛtigṛhītayā
inflection	DftimAlin	DftimAlin	DftimAlin	vidyut	dhṛtimālin
inflection	DftimatI	DftimatI	Dftimat	vidyut	dhṛtimatī
inflection	DfzadvarRa	DfzadvarRa	DfzadvarRa	vidyut	dhṛṣadvarna
inflection	DfzadvarRam	DfzadvarRam	DfzadvarRa	vidyut	dhṛṣadvarnam
inflection	Dfzanmanas	Dfzanmanas	Dfzanmanas	vidyut	dhṛṣanmanas
inflection	DfzwatA	DfzwatA	DfzwatA	vidyut	dhṛṣṭatā
inflection	Dfzwatva	Dfzwatva	Dfzwatva	vidyut	dhṛṣṭatva
inflection	DinvAna	DinvAna	Dinv	vidyut	dhinvāna
inflection	DiyAyu	DiyAyu	DiyAyu	vidyut	dhiyāyu
inflection	DiyaYjinva	DiyaYjinva	DiyaMjinva	vidyut	dhiyanjinva
inflection	DiyasAna	DiyasAna	DiyasAna	vidyut	dhiyasāna
inflection	DizaRAyAs	DizaRAyAs	DizaRa	vidyut	dhiṣanāyās
inflection	DmAyamAna	DmAyamAna	DmA	vidyut	dhmāyamāna
inflection	Dotf	Dotf	DU	vidyut	dhotṛ
inflection	DotrAt	DotrAt	Dotra	vidyut	dhotrāt
inflection	DotrayA	DotrayA	Dotra	vidyut	dhotrayā
inflection	DrAji	DrAji	DrAji	vidyut	dhrāji
inflection	Drajat	Drajat	Draj	vidyut	dhrajat
inflection	DruvakzemA	DruvakzemA	Druvakzema	vidyut	dhruvakṣemā
inflection	DunimatI	DunimatI	Dunimat	vidyut	dhunimatī
inflection	DunivratAya	DunivratAya	Dunivrata	vidyut	dhunivratāya
inflection	Dunivratam	Dunivratam	Dunivrata	vidyut	dhunivratam
inflection	DuryARAm	DuryARAm	Durya	vidyut	dhuryānām
inflection	DuryAsana	DuryAsana	DuryAsana	vidyut	dhuryāsana
inflection	DvaMsatAm	DvaMsatAm	DvaMs	vidyut	dhvansatām
inflection	DvaMsin	DvaMsin	DvaMs	vidyut	dhvansin
inflection	DvajAgra	DvajAgra	DvajAgra	vidyut	dhvajāgra
inflection	DvajAgram	DvajAgram	DvajAgra	vidyut	dhvajāgram
inflection	DvajAgre	DvajAgre	DvajAgra	vidyut	dhvajāgre
inflection	DvajAgrezu	DvajAgrezu	DvajAgra	vidyut	dhvajāgreṣu
inflection	DvajAhfta	DvajAhfta	DvajAhfta	vidyut	dhvajāhṛta
inflection	DvajagrIva	DvajagrIva	DvajagrIva	vidyut	dhvajagrīva
inflection	Dvajavat	Dvajavat	Dvajavat	vidyut	dhvajavat
inflection	Dvajavfkza	Dvajavfkza	Dvajavfkza	vidyut	dhvajavṛkṣa
inflection	Dvajayazwi	Dvajayazwi	Dvajayazwi	vidyut	dhvajayaṣṭi
inflection	Dvajayazwim	Dvajayazwim	Dvajayazwi	vidyut	dhvajayaṣṭim
inflection	Dvajin	Dvajin	Dvajin	vidyut	dhvajin
inflection	DvajinIpati	DvajinIpati	DvajinIpati	vidyut	dhvajinīpati
inflection	Dvan	Dvan	DvAni	vidyut	dhvan
inflection	DvanitA	DvanitA	Dvan	vidyut	dhvanitā
inflection	Dvasman	Dvasman	Dvasman	vidyut	dhvasman
inflection	Dvasmanvat	Dvasmanvat	Dvasmanvat	vidyut	dhvasmanvat
inflection	Dvasra	Dvasra	Dvasra	vidyut	dhvasra
inflection	DvastapremRi	DvastapremRi	Dvastapreman	vidyut	dhvastapremni
inflection	DyAnAspada	DyAnAspada	DyAnAspada	vidyut	dhyānāspada
inflection	DyAnacCede	DyAnacCede	DyAnacCeda	vidyut	dhyānacchede
inflection	DyAnanitya	DyAnanitya	DyAnanitya	vidyut	dhyānanitya
inflection	DyAnaparA	DyAnaparA	DyAnapara	vidyut	dhyānaparā
inflection	DyAnapara	DyAnapara	DyAnapara	vidyut	dhyānapara
inflection	DyAnatatparAm	DyAnatatparAm	DyAnatatpara	vidyut	dhyānatatparām
inflection	DyAnayogAn	DyAnayogAn	DyAnayoga	vidyut	dhyānayogān
inflection	DyAnayoga	DyAnayoga	DyAnayoga	vidyut	dhyānayoga
inflection	DyAnika	DyAnika	DyAnika	vidyut	dhyānika
inflection	DyAnin	DyAnin	DyAnin	vidyut	dhyānin
inflection	DyAtamAtra	DyAtamAtra	DyAtamAtra	vidyut	dhyātamātra
inflection	DyAyin	DyAyin	DyE	vidyut	dhyāyin
inflection	DyuzitASvam	DyuzitASvam	DyuzitASva	vidyut	dhyuṣitāśvam
inflection	GAsi	GAsi	GAsi	vidyut	ghāsi
inflection	GAtanI	GAtanI	GAtanI	vidyut	ghātanī
inflection	GAtayantI	GAtayantI	GAti	vidyut	ghātayantī
inflection	GAtayeya	GAtayeya	GAti	vidyut	ghātayeya
inflection	GUrRan	GUrRan	GUrR	vidyut	ghūrnan
inflection	GUrRantI	GUrRantI	GUrR	vidyut	ghūrnantī
inflection	GaRqA	GaRqA	GaRqa	vidyut	ghanḍā
inflection	GaRwArava	GaRwArava	GaRwAravA	vidyut	ghanṭārava
inflection	GaRwAtAqa	GaRwAtAqa	GaRwAtAqa	vidyut	ghanṭātāḍa
inflection	GanABogam	GanABogam	GanABoga	vidyut	ghanābhogam
inflection	GanadunduBisvana	GanadunduBisvana	GanadunduBisvana	vidyut	ghanadundubhisvana
inflection	Ganagarjita	Ganagarjita	Ganagarjita	vidyut	ghanagarjita
inflection	GanavyapAyena	GanavyapAyena	GanavyapAya	vidyut	ghanavyapāyena
inflection	GarmAnta	GarmAnta	GarmAnta	vidyut	gharmānta
inflection	GarmAnte	GarmAnte	GarmAnta	vidyut	gharmānte
inflection	GarmArta	GarmArta	GarmArta	vidyut	gharmārta
inflection	Garmada	Garmada	Garmada	vidyut	gharmada
inflection	GarmaduGe	GarmaduGe	GarmaduGa	vidyut	gharmadughe
inflection	GarmaraSmi	GarmaraSmi	GarmaraSmi	vidyut	gharmaraśmi
inflection	Garmasad	Garmasad	Garmasad	vidyut	gharmasad
inflection	GarmastuBe	GarmastuBe	GarmastuB	vidyut	gharmastubhe
inflection	Garmin	Garmin	Garmin	vidyut	gharmin
inflection	Gaw	Gaw	Gawwi	vidyut	ghaṭ
inflection	GawAvasTA	GawAvasTA	GawAvasTA	vidyut	ghaṭāvasthā
inflection	GawaSoDanakAraka	GawaSoDanakAraka	GawaSoDanakAraka	vidyut	ghaṭaśodhanakāraka
inflection	GawajAnu	GawajAnu	GawajAnu	vidyut	ghaṭajānu
inflection	GawamAnam	GawamAnam	Gaw	vidyut	ghaṭamānam
inflection	Gawitavat	Gawitavat	Gaw	vidyut	ghaṭitavat
inflection	Gawodara	Gawodara	Gawodara	vidyut	ghaṭodara
inflection	GfRinA	GfRinA	GfRi	vidyut	ghṛninā
inflection	GfRitva	GfRitva	GfRitva	vidyut	ghṛnitva
inflection	GftAkta	GftAkta	GftAkta	vidyut	ghṛtākta
inflection	GftAktam	GftAktam	GftAkta	vidyut	ghṛtāktam
inflection	GftAnnA	GftAnnA	GftAnna	vidyut	ghṛtānnā
inflection	GftAnna	GftAnna	GftAnna	vidyut	ghṛtānna
inflection	GftAsutI	GftAsutI	GftAsuti	vidyut	ghṛtāsutī
inflection	GftAsuti	GftAsuti	GftAsuti	vidyut	ghṛtāsuti
inflection	Gftahasta	Gftahasta	Gftahasta	vidyut	ghṛtahasta
inflection	Gftahrada	Gftahrada	Gftahrada	vidyut	ghṛtahrada
inflection	GftakeSam	GftakeSam	GftakeSa	vidyut	ghṛtakeśam
inflection	GftakulyA	GftakulyA	GftakulyA	vidyut	ghṛtakulyā
inflection	GftakumBa	GftakumBa	GftakumBa	vidyut	ghṛtakumbha
inflection	GftanirRig	GftanirRig	GftanirRij	vidyut	ghṛtanirnig
inflection	GftanirRik	GftanirRik	GftanirRij	vidyut	ghṛtanirnik
inflection	GftapA	GftapA	Gftapa	vidyut	ghṛtapā
inflection	GftapUrRa	GftapUrRa	GftapUrRa	vidyut	ghṛtapūrna
inflection	GftapaSu	GftapaSu	GftapaSu	vidyut	ghṛtapaśu
inflection	GftapfcA	GftapfcA	Gftapfc	vidyut	ghṛtapṛcā
inflection	GftapfktA	GftapfktA	Gftapfkta	vidyut	ghṛtapṛktā
inflection	GftapfzWa	GftapfzWa	GftapfzWa	vidyut	ghṛtapṛṣṭha
inflection	GftapfzWam	GftapfzWam	GftapfzWa	vidyut	ghṛtapṛṣṭham
inflection	Gftaprasatta	Gftaprasatta	Gftaprasatta	vidyut	ghṛtaprasatta
inflection	GftapratIkA	GftapratIkA	GftapratIka	vidyut	ghṛtapratīkā
inflection	GftapratIkAm	GftapratIkAm	GftapratIka	vidyut	ghṛtapratīkām
inflection	GftapratIka	GftapratIka	GftapratIka	vidyut	ghṛtapratīka
inflection	Gftapruzam	Gftapruzam	Gftapruz	vidyut	ghṛtapruṣam
inflection	Gftapvas	Gftapvas	GftapU	vidyut	ghṛtapvas
inflection	Gftasna	Gftasna	GftasnA	vidyut	ghṛtasna
inflection	Gftasnu	Gftasnu	Gftasnu	vidyut	ghṛtasnu
inflection	GftasnunA	GftasnunA	Gftasnu	vidyut	ghṛtasnunā
inflection	Gftavartani	Gftavartani	Gftavartani	vidyut	ghṛtavartani
inflection	GftavfdDa	GftavfdDa	GftavfdDa	vidyut	ghṛtavṛddha
inflection	Gftayone	Gftayone	Gftayoni	vidyut	ghṛtayone
inflection	Gftayoni	Gftayoni	Gftayoni	vidyut	ghṛtayoni
inflection	Gnat	Gnat	han	vidyut	ghnat
inflection	Goracakzas	Goracakzas	Goracakzas	vidyut	ghoracakṣas
inflection	Goracakzase	Goracakzase	Goracakzas	vidyut	ghoracakṣase
inflection	GoradarSanA	GoradarSanA	GoradarSana	vidyut	ghoradarśanā
inflection	GoradarSanAm	GoradarSanAm	GoradarSana	vidyut	ghoradarśanām
inflection	GoradarSanam	GoradarSanam	GoradarSana	vidyut	ghoradarśanam
inflection	GorarUpA	GorarUpA	GorarUpA	vidyut	ghorarūpā
inflection	GorarUpARAm	GorarUpARAm	GorarUpa	vidyut	ghorarūpānām
inflection	GorarUpAm	GorarUpAm	GorarUpA	vidyut	ghorarūpām
inflection	GorarUpAn	GorarUpAn	GorarUpa	vidyut	ghorarūpān
inflection	GorarUpa	GorarUpa	GorarUpa	vidyut	ghorarūpa
inflection	GorarUpam	GorarUpam	GorarUpa	vidyut	ghorarūpam
inflection	GorarUpe	GorarUpe	GorarUpa	vidyut	ghorarūpe
inflection	GorarUpeRa	GorarUpeRa	GorarUpa	vidyut	ghorarūpena
inflection	GorarUpin	GorarUpin	GorarUpin	vidyut	ghorarūpin
inflection	GorasaNkASa	GorasaNkASa	GorasaMkASa	vidyut	ghorasankāśa
inflection	Goratva	Goratva	Goratva	vidyut	ghoratva
inflection	GozabudDa	GozabudDa	GozabudDa	vidyut	ghoṣabuddha
inflection	GozavfdDAn	GozavfdDAn	GozavfdDa	vidyut	ghoṣavṛddhān
inflection	GozayAtrA	GozayAtrA	GozayAtrA	vidyut	ghoṣayātrā
inflection	GozayAtrAm	GozayAtrAm	GozayAtrA	vidyut	ghoṣayātrām
inflection	Gozin	Gozin	Guz	vidyut	ghoṣin
inflection	GrAtavya	GrAtavya	GrA	vidyut	ghrātavya
inflection	GrAtf	GrAtf	GrA	vidyut	ghrātṛ
inflection	GrAya	GrAya	GrA	vidyut	ghrāya
inflection	GuzwAnna	GuzwAnna	GuzwAnna	vidyut	ghuṣṭānna
inflection	GuzyamARa	GuzyamARa	Guz	vidyut	ghuṣyamāna
inflection	ISAcala	ISAcala	ISAcala	vidyut	īśācala
inflection	ISAnakft	ISAnakft	ISAnakft	vidyut	īśānakṛt
inflection	ISAvAsya	ISAvAsya	ISAvAsya	vidyut	īśāvāsya
inflection	ISanA	ISanA	ISi	vidyut	īśanā
inflection	ISanI	ISanI	IS	vidyut	īśanī
inflection	ISana	ISana	IS	vidyut	īśana
inflection	ISasaMsTa	ISasaMsTa	ISasaMsTa	vidyut	īśasanstha
inflection	ISatAm	ISatAm	IS	vidyut	īśatām
inflection	ISvarADIna	ISvarADIna	ISvarADIna	vidyut	īśvarādhīna
inflection	ISvaraBAva	ISvaraBAva	ISvaraBAva	vidyut	īśvarabhāva
inflection	ISvarakfzRa	ISvarakfzRa	ISvarakfzRa	vidyut	īśvarakṛṣna
inflection	ISvarapraRiDAnAni	ISvarapraRiDAnAni	ISvarapraRiDAna	vidyut	īśvarapranidhānāni
inflection	ISvarapraRiDAnAt	ISvarapraRiDAnAt	ISvarapraRiDAna	vidyut	īśvarapranidhānāt
inflection	ISvarapraRiDAna	ISvarapraRiDAna	ISvarapraRiDAna	vidyut	īśvarapranidhāna
inflection	ISvaraprasAdAt	ISvaraprasAdAt	ISvaraprasAda	vidyut	īśvaraprasādāt
inflection	ISvaratA	ISvaratA	ISvaratA	vidyut	īśvaratā
inflection	ISvaratAm	ISvaratAm	ISvaratA	vidyut	īśvaratām
inflection	ISvaratva	ISvaratva	ISvaratva	vidyut	īśvaratva
inflection	ISvaratvam	ISvaratvam	ISvaratva	vidyut	īśvaratvam
inflection	IkzamARAm	IkzamARAm	Ikz	vidyut	īkṣamānām
inflection	Ikzayat	Ikzayat	Ikzi	vidyut	īkṣayat
inflection	IkzeRya	IkzeRya	IkzeRya	vidyut	īkṣenya
inflection	IpsantI	IpsantI	Ipsa	vidyut	īpsantī
inflection	Iq	Iq	Iqi	vidyut	īḍ
inflection	Ir	Ir	Ir	vidyut	īr
inflection	IrA	IrA	Ir	vidyut	īrā
inflection	Iya	Iya	i	vidyut	īya
inflection	Iz	Iz	Iz	vidyut	īṣ
inflection	IzAdaRqa	IzAdaRqa	IzAdaRqa	vidyut	īṣādanḍa
inflection	IzAdantAn	IzAdantAn	IzAdanta	vidyut	īṣādantān
inflection	IzAdanta	IzAdanta	IzAdanta	vidyut	īṣādanta
inflection	IzatkArya	IzatkArya	IzatkArya	vidyut	īṣatkārya
inflection	IzitA	IzitA	Iz	vidyut	īṣitā
inflection	Izita	Izita	Iz	vidyut	īṣita
inflection	Izitam	Izitam	Iz	vidyut	īṣitam
inflection	Jalla	Jalla	Jalla	vidyut	jhalla
inflection	JazARAm	JazARAm	Jaz	vidyut	jhaṣānām
inflection	KARqa	KARqa	KARqa	vidyut	khānḍa
inflection	KARqavAyana	KARqavAyana	KARqavAyana	vidyut	khānḍavāyana
inflection	KAdaTa	KAdaTa	KAd	vidyut	khādatha
inflection	KAdanam	KAdanam	KAdi	vidyut	khādanam
inflection	KAdayanti	KAdayanti	KAdi	vidyut	khādayanti
inflection	KAde	KAde	KAdi	vidyut	khāde
inflection	KAdin	KAdin	KAdi	vidyut	khādin
inflection	KAlatya	KAlatya	KAlatya	vidyut	khālatya
inflection	KaRqava	KaRqava	KaRqava	vidyut	khanḍava
inflection	KaRqayitum	KaRqayitum	KaRqi	vidyut	khanḍayitum
inflection	KaRqitAnAm	KaRqitAnAm	KaRq	vidyut	khanḍitānām
inflection	KaRqyamAne	KaRqyamAne	KaRq	vidyut	khanḍyamāne
inflection	KaSarIrin	KaSarIrin	KaSarIrin	vidyut	khaśarīrin
inflection	Kadyotana	Kadyotana	Kadyotana	vidyut	khadyotana
inflection	KagatAn	KagatAn	Kagata	vidyut	khagatān
inflection	KagatAnAm	KagatAnAm	Kagata	vidyut	khagatānām
inflection	Kagata	Kagata	Kagata	vidyut	khagata
inflection	Kajakft	Kajakft	Kajakft	vidyut	khajakṛt
inflection	Kalaja	Kalaja	Kalaja	vidyut	khalaja
inflection	Kalakula	Kalakula	Kalakula	vidyut	khalakula
inflection	Kalvala	Kalvala	Kalvala	vidyut	khalvala
inflection	KamUrtimAn	KamUrtimAn	KamUrtimat	vidyut	khamūrtimān
inflection	KanAmas	KanAmas	Kan	vidyut	khanāmas
inflection	Kanat	Kanat	Kan	vidyut	khanat
