lemma_slp1	group_id	status	shape	method	score	witnesses	flags	failure_class	pwg_sense_ids	pwg_gloss	mw_sense_ids	mw_gloss	apte_sense_ids	apte_gloss	skd_sense_ids	skd_gloss	vcp_sense_ids	vcp_gloss	note	stratum	stratum_census	stratum_population	population_share	sample_weight
kala	kala#7	aligned	1-0-0-1-0	attrib	0.500	skdr			pwg:15605:6	N. eines Baumes, Shorea robusta ( ), _im_ Vgl					skd:6772:1	kala , t ka gatO . saNKyAyAm . iti kavikalpadrumaH .. (adantacurAM paraM sakaM sew .) antyasTatftI- yopaDaH . kalayati kAlaM DIraH . iti durgAdAsaH			printed attribution: a western sense cites this kośa by name, weighted 1/df within the lemma	attrib|mid 0.40-0.69|clean	no	47	0.006706	0.0805
kawa	kawa#3	aligned	1-0-0-1-0	attrib	0.500	skdr			pwg:14332:19	Brett					skd:5892:1	kawa i gatyAM . iti kavikalpadrumaH .. (BvAM paraM sakaM sew idit . i-kaRwyate . iti durgAdAsaH			printed attribution: a western sense cites this kośa by name, weighted 1/df within the lemma	attrib|mid 0.40-0.69|clean	no	47	0.006706	0.0805
kumAra	kumAra#4	aligned	1-0-0-1-0	attrib	0.500	skdr			pwg:17828:11	ein Bein. des Flusses Sindhu _im_					skd:8100:1	kumAra , t ka kelO . iti kavikalpadrumaH .. (adanta- curAM-paraM-akaM-sew .) hrasvI . acukumArat . iti durgAdAsaH			printed attribution: a western sense cites this kośa by name, weighted 1/df within the lemma	attrib|mid 0.40-0.69|clean	no	47	0.006706	0.0805
latA	latA#6	aligned	1-0-0-1-0	attrib	0.500	skdr			pwg:85925:10	Bez. verschiedener Pflanzen: Panicum italicum . ; Trigonella corniculata . . [Page6-0493] Cardiospermum Halicacabum . Gaertnera racemosa ( vgl. ) . . ; = ( vgl. ) Panicum Dactylon = und _im_					skd:30185:1	latA , strI, (latati vezwayate yAnyamiti . lata + pacA- dyac . wAp .) SAKAdirahitA guqUcyAdiH . tatparyyAyaH . vallI 2 vratatiH 3 . ityamaraH .. valliH 4 velliH 5 pratatiH 6 . sA SAKApatra- samAyuktA cetpratAninI . iti SabdaratnAvalI .. tatparyyAyaH . vIrut 2…			printed attribution: a western sense cites this kośa by name, weighted 1/df within the lemma	attrib|mid 0.40-0.69|clean	no	47	0.006706	0.0805
umA	umA#5	aligned	1-0-0-1-0	attrib	0.500	skdr			pwg:12395:7	Ruhe					skd:5110:1	umA , klI, (u Bo mA tapasyAM kurvviti . yaTA, umeti mAtrA tapaso nizidDA paScAdumAKyAM sumuKI jagAma . iti kumArokteH . yadvA orha- rasya mA lakzmIriva . uM SivaM mAti mimIte vA . Ato'nupasargeti kaH . ajAditvAt wAp . avati Uyate vA uN Sabde viBAzA tilamAzo m…			printed attribution: a western sense cites this kośa by name, weighted 1/df within the lemma	attrib|mid 0.40-0.69|clean	no	47	0.006706	0.0805
catuzka	catuzka#1	aligned	1-1-1-0-0	gloss+ls	1.000	laty susr			pwg:24630:3	aus vier bestehend	mw:71436:1	mfn. consisting of 4	ap90:13060:2	1 Consisting of four					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|clean	no	226	0.032244	1.2898
fta	fta#1	aligned	1-1-1-0-0	gloss+ls	0.823	av mbh pancat rv			pwg:13003:20	das Rechte, Wahre; Recht, Wahrheit; die religiöse Wahrheit; aus aufrichtigem Herzen; der rechte Weg; rechtschaffenen Wandel; Wahrheit; das Aehrenlesen; der wahre; Ackerbau; Unwahrheit	mw:38422:1	truth in general, righteousness, right, ; ; ; ; ; &amp;c	ap90:9457:17	6 Truth (in general), right					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|clean	no	226	0.032244	1.2898
peSI	peSI#1	aligned	1-1-1-0-0	gloss+ls	0.833	mbh nir susr			pwg:47253:3	ein Klümpchen, — Flöckchen Fleisch; des Fötus in der Zeit bald nach der Empfängniss	mw:129023:1	the fetus shortly after conception ( n. )	ap90:19349.1:6	5 The fœtus shortly after conception					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|clean	no	226	0.032244	1.2898
Ardra	Ardra#1	aligned	1-2-2-0-0	gloss+ls	1.000	m mbh megh r rv susr ts	granularity-many-to-many		pwg:9275:3	feucht, nass; Feuchtigkeit	mw:26469:1; mw:26471:1	mf( )n. (√ , ) wet, moist, damp, ; ; ; ; ; ; &amp;c ‖ fresh, new	ap90:6797:2; ap90:6797:4	1 Wet, moist, damp ‖ 3 Fresh, new					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
Arya	Arya#2	aligned	1-1-2-0-0	gloss+ls	1.000	av m mbh pancat rv vs yajn			pwg:9297:2	der zu den Treuen, Ergebenen Gehörige; der Mann des eigenen Stammes; der den Volksgöttern des Stammes Treue; Arier; Arier — der Angehörige des in Indien herrschenden Stammes, der Mann der drei oberen Kasten; der Arier im Lande der sieben Ströme; ein Mann, der…	mw:26536:1	in later times N. of the first three castes (opposed to ), ; ; ; ; ; &amp;c	ap90:6806:9; ap90:6806:48	3 N. of the first three castes (as opp. to ) ‖ 2 your reverence or honour (a respectful address)					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
Atman	Atman#1	aligned	2-2-2-0-0	gloss+ls	1.000	av kath ragh rv	granularity-many-to-many		pwg:8309:3; pwg:8309:4	Seele, als Princip von Leben und Empfindung ‖ das Selbst, die eigene Person; in sich aufnehmen, sich aneignen; den; kennt nur sein Selbst; auch die Mutter brachte sich selbstumʼs Leben; seines Lebens verlustig gehen; Selbst; ein gegenseitiges Erkennen; selbander, selbdritt; das Selbst, die eigene Person	mw:23456:1; mw:23465:1	the soul, principle of life and sensation, ; &amp;c ‖ the body	ap90:6115:2; ap90:6115:145	1 The soul, the individual soul, the breath, the principle of life and sensation; ; (In is compared to a river) ‖ 3 the body					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
ISvara	ISvara#1	aligned	1-1-2-0-0	gloss+ls	0.750	av h hit r			pwg:10551:3	Herr, Gebieter, Fürst, König; der Weltgegenden; Landesfürst, König; ein hochstehender, vornehmer, reicher Herr	mw:29881:1	mfn. able to do, capable of (with gen. of Vedic inf. , or with common inf. ), liable, exposed to, ; ; ; ; ; &amp;c	ap90:7532:2; ap90:7532:7	1 Powerful, able, capable of (with inf. ) ‖ 3 A rich or great man; ; ; ; ; cf. “To carry coals to Newcastle.”					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
cakzus	cakzus#2	aligned	1-2-2-0-0	gloss+ls	0.861	av m rv ts	granularity-many-to-many		pwg:24415:8	Sehkraft, Gesicht; Blick, Auge; Auge; sich der Nase statt des Auges bedienend, blind; der ein Auge für das Rechte hat	mw:70723:1; mw:70725:1	faculty of seeing, sight, ; ; , ; ; , ; &amp;c ‖ the eye, &amp;c. (often ifc. cf. , , , &amp;c.)	ap90:13010:3; ap90:13010:4	1 The eye; ; ; cf. words like &amp;c ‖ 2 Sight, look, vision, the faculty of sight					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
dIrGa	dIrGa#1	aligned	1-1-2-0-0	gloss+ls	1.000	av m rv			pwg:33178:1	lang; weitreichend, langdauernd; lang; ein langer Vocal	mw:92962:1	deep, ; ; &amp;c	ap90:15481:2; ap90:15481:4	1 Long (in time or space), reaching far; ; ; &amp;c ‖ 3 Deep (as a sigh)					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
dahana	dahana#1	aligned	2-2-1-0-0	gloss+ls	0.950	bhartr hariv horas kaus mbh r	granularity-many-to-many		pwg:32382:3; pwg:32382:6	verbrennend; der Verbrenner von; versengend, zu Grunde richtend ‖ Feuer; der Gott des Feuers; Feuer; der Zahl drei	mw:91168:1; mw:91170:1	mf( )n. burning, consuming by fire, scorching, destroying (chiefly ifc. ) ‖ m. fire (of three kinds), Agni , ; &amp;c. ( ifc. f( ). , )	ap90:15287:13	1 Burning, consuming by fire ( fig. also)					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
divya	divya#1	aligned	1-1-2-0-0	gloss+ls	1.000	av kaus mbh r rv			pwg:33024:1	himmlisch; himmlische, göttliche; menschlichen; das Messen der Zeit nach Tagen und Jahren der Götter; das über Raum und Zeit hinwegsehende Auge des Sehers; himmlisch; wunderbar, magisch; himmlisch schön, prachtvoll	mw:92382:1	2. ( , ), mfn. divine, heavenly, celestial ( opp. to , or ), ; ; ; ; &amp;c	ap90:15438:2; ap90:15438:35	1 Divine, heavenly, celestial ‖ 1 having divine vision, heavenly-eyed					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
iz	iz#2	aligned	2-1-1-0-0	gloss+ls	0.905	mbh prab trik yajn			pwg:10373:6; pwg:10373:10	anerkennen, ansehen für; den dem; vorangehenden Monat sieht man für den; an ‖ gebilligt —, anerkannt —, angenommen —, für Etwas angesehen werden, gelten; das wird als dem Gatten angehörend angesehen; nach einem desider. gilt kein desider. -Suffix; gilt auch für Zahn (bedeutet auch Zahn)	mw:29516:14	to be accepted or regarded as, ; ; ; &amp;c	ap90:7431:16	4 To be approved, accepted, or regarded as; II. 4 P. ( , )					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
jyotis	jyotis#1	aligned	1-1-2-0-0	gloss+ls	1.000	gobh h satr			pwg:28023:4	die Gestirne; der Lauf der Gestirne, die Regeln [Page3-0164] darüber, das; Sonne und Mond; auffallende Erscheinungen an Sonne und Mond; die beiden Fürsten unter den Gestirnen, Sonne und Mond	mw:80779:1	du. sun and moon	ap90:14106:6; ap90:14106:8	5 A heavenly body, a luminary (planet, star &amp;c.) ‖ 7 The sun and moon (dual)					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
kamala	kamala#1	aligned	1-2-2-0-0	gloss+ls	1.000	bhartr n sak susr	granularity-many-to-many		pwg:15001:8	Lotus; lieblich, schön	mw:43801:1; mw:43811:1	( , ), m n. a lotus, lotus-flower, Nelumbium , ; ; &amp;c ‖ water	ap90:10298:10; ap90:10298:11	1 A lotus; ; so , &amp;c ‖ 2 Water					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
krUra	krUra#2	aligned	1-1-2-0-0	gloss+ls	0.833	pancat r sak			pwg:19915:4	blutig, grausam; roh, hart; gräulich, furchtbar, schrecklich; furchtbar; ungünstig; auf eine schreckliche Weise	mw:58349:1	hard, solid	ap90:11759:2; ap90:11759:11	1 Cruel, wicked, hard-hearted, pitiless ‖ 10 Hard, solid, hardened					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
kuwila	kuwila#1	aligned	1-2-2-0-0	gloss+ls	1.000	pancat r vet	granularity-many-to-many		pwg:17533:2	krumm, gebogen, gewunden, in gewundenen Linien laufend, kraus; krummen; krumme Wege gehend, falsch, hinterlistig	mw:51556:1; mw:51557:1	mf( )n. bent, crooked, curved, round, running in curved lines, crisped, curled, ; &amp;c ‖ dishonest, fraudulent, ; &amp;c	ap90:11034:2; ap90:11034:4	1 Crooked, bent, curved, curled ‖ 3 ( fig. ) Insincere, fraudulent, dishonest					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
mAnasa	mAnasa#1	aligned	1-2-1-0-0	gloss+ls	0.700	ghat hariv r			pwg:59860:13	geistigen Badeplatz, das Bad der Seele	mw:162934:1; mw:162942:1	of the worlds of the Soma-pa ‖ (with or scil. , or ) N. of a sacred lake and place of pilgrimage on mount Kailāsa (the native place of the wild geese, which migrate to it every year at the breeding season)	ap90:22995:10	2 N. of a sacred lake on the mountain Kailāsa; ( ( pb ) ; it is said to be the native place of swans, who are described as migrating to its shores every year at the commencement of the breeding season or the monsoons; , ; ; see ; also)					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
mAtra	mAtra#1	aligned	1-1-2-0-0	gloss+ls	0.819	h hit kath laty pancat r			pwg:59685:8	nur so viel als das vorangehende Wort besagt; nichts als Lust, nur Lust, blosse Lust; durch blosses Hören; nach dem blossen Angriffe, sobald der Angriff erfolgt ist; wenn nur eine Zahl bezeichnet ist, so sind Rinder das gemeinte Opfergeschenk; nur in Büchern;…	mw:161711:1	( ifc. ) measure, quantity, sum, size, duration, measure of any kind (whether of height, depth, breadth, length, distance, time or number, e.g. , a finger's breadth, ; , a certain sum of money, ; , at the distance of a Kos, ; , in a month, ; , a hundred in nu…	ap90:22943:3; ap90:22943:5	1 A measure, whether of length, breadth, height, size, space, distance or number; usually at the end of comp. i. e. a ‘finger's breadth’; ‘to some distance’; ‘at the distance of a Krośa’, ‘even the breadth of a line, as much as a line’; ; so ‘the space of an … ‖ 3 The simple measure of anything, the one thing and no more, often translateable by ‘mere,’ ‘only’, ‘even’; ‘by mere caste’; ‘by a mere wag-tail’, ‘merely by words’; so ; used with past participles may be translated by ‘as soon as’, ‘no sooner than’, ‘just’; …					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
niDana	niDana#1	aligned	1-2-1-0-0	gloss+ls	0.833	av git hariv susr			pwg:38908:5	Schluss, Ende; Tod, Vernichtung; Verschwinden	mw:108581:1; mw:108581.05:1	2. (for 1. See col. 2) n. ( m. only, ; g. ) settling down, residence or place of r˚ , domicile, receptacle ‖ conclusion, end, death, destruction, loss, annihilation, ; ; &amp;c	ap90:16733:3	1 Destruction, annihilation, death, loss					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
pUraRa	pUraRa#2	aligned	1-1-2-0-0	gloss+ls	0.750	mbh r			pwg:46676:12	das Vollmachen, Ausfüllen, Anfüllen, Aufblähen; das Ausfüllen; das Einbringen von Flüssigkeiten oder anderen Stoffen; das Vollmachen des Bogens; das Spannen desselben; das Durchlaufen; das Versehen, Ausschmücken mit; das Erfüllen, Befriedigen	mw:127585:1	(with ) drawing or bending a bow to the full	ap90:19245:16; ap90:19245:25	2 Filling up, completing ‖ 11 Drawing, bending (as a bow)					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
puRya	puRya#1	aligned	1-2-1-0-0	gloss+ls	1.000	h n r rv			pwg:45717:2	günstig, glücklich, faustus; richtig beschaffen, schön, gut, brav, bonus; das Gute, Rechte; wohlriechend; rein; guter, angenehmer Geruch; Gutes; durch gute Werke erlangt; glücklich (in Folge der guten Werke, die man in einer früheren Geburt vollbracht hat); r…	mw:125343:1; mw:125350:1	mf( )n. (perhaps fr. √ 2. , according to from √ ; see also √ ) auspicious, propitious, fair, pleasant, good, right, virtuous, meritorious, pure, holy, sacred, &amp;c. &amp;c ‖ n. ( ifc. f( ). ) the good or right, virtue, purity, good work, meritorious act, moral or religious merit, ; &amp;c	ap90:19097:9	1 Virtue, religious or moral merit					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
puras	puras#1	aligned	1-2-1-0-0	gloss+ls	1.000	amar br mbh r vs			pwg:46007:1	voran, vorn, nach vorn, davor, vor den Augen, vor sich, vor Jemand; den; vor sich habend; im Osten, nach Osten; nach Südosten; vorher, zuerst; bevorstehen; man spannt nicht den Esel vor das Ross; vor; vor sich	mw:125903.1:1; mw:125903.3:1	(as prep. ) before (of place and time), in the presence or before the eyes of ( gen. abl. acc. or comp. ), &amp;c. &amp;c ‖ in or from or towards the east, eastward, ; &amp;c. ( , towards the south-east, )	ap90:19129:2	1 Before(in time or space), in front, in the presence of, ( pb ) before the eyes of (by itself or with gen. ); ; ; ; ; ; often used with (see below)					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
sPur	sPur#1	aligned	1-2-2-0-0	gloss+ls	1.000	git kaus mbh r sak	granularity-many-to-many		pwg:114506:3	schnellen; zucken, zittern; sich windend; zappelnd	mw:256968:4; mw:256968:5	to tremble, throb, quiver, palpitate, twitch (as the nerves of the arm, ), struggle, ; &amp;c ‖ to flash, glitter, gleam, glisten, twinkle, sparkle, ; &amp;c	ap90:31013:2; ap90:31013:8	1 ( a ) To throb, palpitate (as eyes &amp;c.); ; ; ( b ) To shake, tremble, quiver, vibrate in general ‖ 7 To flash, scintillate, sparkle, glitter, gleam, shine; ; , , , ( pb )					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
snigDa	snigDa#1	aligned	1-2-1-0-0	gloss+ls	1.000	mbh r susr			pwg:114279:3	klebrig, geschmeidig, glitschig, glatt; weich, sanft, milde; rauh; sanft, mild	mw:256299:1; mw:256305:1	mfn. sticky, viscous or viscid, glutinous, unctuous, slippery, smooth, ; ; &amp;c ‖ lovely, agreeable, charming	ap90:30918:10	9 Lovely, agreeable, charming					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
suKa	suKa#1	aligned	1-1-2-0-0	gloss+ls	1.000	m naigh			pwg:109803:15	Wohlbefinden, Wohlbehagen, Lust, angenehme Empfindung, Genuss, Freude; Freude an; wohlthun, frommen	mw:245622:1	n. water	ap90:30355:12; ap90:30355:16	3 Well-being, welfare, health ‖ 7 Water					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
tan	tan#1	aligned	1-1-2-0-0	gloss+ls	0.750	ak nalod			pwg:28552:5	dehnen, strecken, spannen, breiten, ausbreiten; aufziehen; treiben; Pfade breiten; bahnen; ein angezogener; mit der Sehne bezogener Bogen; den Geschlechtsfaden ausdehnend, sein Geschlecht fortpflanzend; sich in Brahmanengeschlechtern fortpflanzend; freundlich…	mw:82226:7	to direct (one's way, ) towards	ap90:14348:2; ap90:14348:15	1 To stretch, extend, lengthen, lengthen out ‖ 14 To direct one's way towards. [ cf. L. tendo ]. II. 1 P. , 10 U. ( , ( pb ) )					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
tapasvin	tapasvin#1	aligned	1-1-2-0-0	gloss+ls	0.833	malav r sak			pwg:28749:3	geplagt, gequält, vom Schicksal heimgesucht, arm	mw:82715:1	mfn. ( ) distressed, wretched, poor, miserable, ( compar. )	ap90:14403:5; ap90:14403:11	1 An ascetic ‖ 2 A poor or wretched woman					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
tarala	tarala#1	aligned	1-1-2-0-0	gloss+ls	1.000	git r ragh sak			pwg:28907:3	sich hinundherbewegend, zuckend, zitternd; funkelnd; Blitz; flüssig; unstät, unbeständig, vergänglich; liederlich, wollüstig	mw:83215:1	glittering	ap90:14450:2; ap90:14450:4	1 trembling, waving, shaking, tremulous ‖ 3 Splendid, sparkling, glittering					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
ugra	ugra#2	aligned	1-1-2-0-0	gloss+ls	1.000	av r ragh rv sak ts			pwg:10626:2	gewaltig, heftig, über die Maassen stark, — gross, grausig; ein Gewaltiger, ein Grosser, ein Vornehmer; ein gewaltthätiger, leidenschaftlicher Mensch; dämonischen Wesen	mw:30116:1	hot, sharp, pungent, acrid, ; ; ; ; ; &amp;c	ap90:7569:3; ap90:7569:5	2 Formidable, terrific, frightful, fearful; ; ; , ; &amp;c ‖ 4 ( pb ) Sharp, pungent, hot					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
utkawa	utkawa#1	aligned	1-2-2-0-0	gloss+ls	1.000	h mbh r	granularity-many-to-many		pwg:10788:5	aufgeregt, trunken, [Page1-0882] toll, rasend	mw:30717:1; mw:30718:1	drunk, mad, furious ‖ excessive, much	ap90:7716:4; ap90:7716:7	3 Excessive, much ‖ 6 Drunk, mad, furious					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
uttama	uttama#1	aligned	1-1-2-0-0	gloss+ls	1.000	av pancat r rv			pwg:10870:3	der höchste, oberste; die höchste Stelle einnehmend, der vorzüglichste, trefflichste, beste, [Page1-0887] ausgezeichnet, vortrefflich; Strafe; das grösste Leid; der höchste, beste unter den Zweimalgeborenen, ein; von Gleichen, Ueberlegenen; Schwächern; aufʼs …	mw:31078:1	best, excellent, ; ; ; ; &amp;c. (often ifc. , e.g. , best of the twice-born i.e. a Brāhman , )	ap90:7822:2; ap90:7822:14	1 Best, excellent ( oft. in comp. ); ( pb ) the best of Brāhmaṇas; so &amp;c ‖ ‘the best limb ‘of the body’, the head					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
vAma	vAma#1	aligned	1-2-2-0-0	gloss+ls	1.000	git kir	granularity-many-to-many		pwg:89972:4	schief, verkehrt; seitwärts; in entgegengesetzter Richtung —, anders verfahrend; widerstrebend, widerspänstig, widerwärtig; spröde; ein widerwärtiges Geschick; Widerwärtiges, Unheil; hart, grausam; verkehrt; schlecht, böse	mw:191035:1; mw:191040:1	reverse, adverse, contrary, opposite, unfavourable ‖ vile, wicked, base, low, bad	ap90:25443:4; ap90:25443:5	3 ( a ) Reverse, contrary, opposite, adverse, unfavourable; ; , ( b ) Acting contrary, of an opposite nature; ( e ) Perverse, crooked-natured, refractory ‖ 4 Vile, wicked, base, low, bad					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
varRin	varRin#1	aligned	2-2-2-0-0	gloss+ls	0.750	kathas r	granularity-many-to-many		pwg:88495:3; pwg:88495:7	das Aussehen von — habend ‖ ein Brahmane im ersten [Page6-0746] Lebensstadium, ein	mw:187506:1; mw:187511:1	( ifc. ) having the colour or appearance of ‖ a religious student or Brahma-cārin ( q.v. ), ; ( cf. )	ap90:25123:2; ap90:25123:7	1 Having the colour or appearance of ‖ 3 A religious student, a Brahmacārin q. v					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
viSiKa	viSiKa#1	aligned	1-2-1-0-0	gloss+ls	0.700	git mbh r			pwg:93275:6	ein stumpfer Pfeil, Pfeil; Spiess, Wurfspiess	mw:193598.02:1; mw:193598.12:1	bald, unfeathered (as an arrow) ‖ m. an arrow (in general), ; &amp;c	ap90:26541:3	1 An arrow					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
vilAsin	vilAsin#1	aligned	2-1-1-0-0	gloss+ls	0.700	dhurtas r ragh			pwg:92963:5; pwg:92963:16	munter, ein Freund der Fröhlichkeit, sich gern vergnügend, Genüsse liebend; seine Freude habend an; sich vergnügend mit ‖ ein munteres Frauenzimmer, ein anmuthiges Weib, Weib; Geliebte; ein leichtfertiges Frauenzimmer; Gattin; Concubine	mw:199700:1	wanton, sportive, playful, dallying with or fond of ( comp. )	ap90:26421:1	a. ( f. ) Sportive, playful, dallying, wanton, coquettish					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
yAtrA	yAtrA#1	aligned	1-1-2-0-0	gloss+ls	1.000	hit kathas r rajat			pwg:81914:2	Gang, Aufbruch, Fahrt, Reise, Marsch, Kriegszug; ich machte mich auf die Reise; Gang nach; einen Feldzug unternehmen; einen Feldzug unternehmen; Ausfahrt; der Gang in die andere Welt; Tod	mw:171071:1	a festive train, procession, ; ; ( cf. )	ap90:23769:2; ap90:23769:7	1 Going, motion, journey ‖ 6 A procession, festive train					shared literary witness, weighted 1/df within the lemma	gloss+ls|hi >=0.70|m2m	yes	33	0.004708	0.0171
Sri	Sri#1	aligned	1-1-1-0-0	gloss+ls	0.364	h r			pwg:101574:158	vorgeneigt; der eine rücksichtsvolle Stellung eingenommen hat; anspruchlos, bescheiden	mw:222829:3	( P. Ā. ) to go to, approach, resort or have recourse to (for help or refuge), tend towards ( acc. ), ; &amp;c	ap90:28392:2	1 To go to, approach, resort to, have recourse to, approach for protection					shared literary witness, weighted 1/df within the lemma	gloss+ls|lo <0.40|clean	no	45	0.006420	0.2568
sev	sev#1	aligned	1-1-1-0-0	gloss+ls	0.333	rv			pwg:112655:7	sich einer Sache hingeben, obliegen, pflegen, üben, fröhnen, geniessen, gebrauchen, häufig gebrauchen	mw:252262:9	to devote or apply one's self to, cultivate, study, practise, use, employ, perform, do, &amp;c. &amp;c	ap90:30543:6	5 To attach or devote oneself to, attend to, cultivate, practise, perform					shared literary witness, weighted 1/df within the lemma	gloss+ls|lo <0.40|clean	no	45	0.006420	0.2568
tan	tan#2	aligned	1-1-1-0-0	gloss+ls	0.333	caurap			pwg:28552:7	Gefüge; Aufeinanderfolge; Gewebe; ausführen; opfern; ausdehnen; ausarbeiten, verfassen	mw:82226:14	to compose (a literary work), ; , Sch	ap90:14348:7	6 To compose, write (as a work &amp;c.); as in or					shared literary witness, weighted 1/df within the lemma	gloss+ls|lo <0.40|clean	no	45	0.006420	0.2568
dakza	dakza#3	aligned	1-1-1-0-0	gloss+ls	0.674	av rv vs			pwg:31601:6	Willenskraft, Wille; Gesinnung; Wille; Verstand; Seele	mw:89322:1	m. ability, fitness, mental power, talent ( cf. ), strength of will, energy, disposition	ap90:15134:16	10 Ability, power, fitness					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|clean	no	321	0.045798	1.8319
lohita	lohita#1	aligned	1-1-1-0-0	gloss+ls	0.667	av kaus			pwg:86973:3	röthlich, roth; a form of array	mw:183901:1	made of copper, copper, metal	ap90:24795:3	2 Copper, made of copper					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|clean	no	321	0.045798	1.8319
sarala	sarala#3	aligned	1-1-1-0-0	gloss+ls	0.500	r susr			pwg:106456:17	das Harz des; Baumes	mw:237529:1	( ), n. resin of the pine	ap90:29823:10	fragrant resin					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|clean	no	321	0.045798	1.8319
BIma	BIma#1	aligned	2-1-1-0-0	gloss+ls	0.500	r rv			pwg:54947:2; pwg:54947:12	furchtbar, schrecklich ‖ N. pr. einer Apsaras	mw:150996:1	mf( )n. fearful, terrific, terrible, awful, formidable, tremendous, &amp;c. &amp;c. ( ibc. , fearfully &amp;c.)	ap90:22205:1	a. [ ] Fearful, terrific, terrible, dreadful, formidable					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
DIra	DIra#1	aligned	1-2-1-0-0	gloss+ls	0.500	git hariv			pwg:36774:2	anhaltend, beständig, fest; festen, entschlossenen Schrittes; mit unverwandtem Blicke; fest auf Etwas bestehend, beharrlich, standhaft, charakterfest, entschlossen, beherzt; beherzt; dessen Herz so beständig wie das Meer ist; profundus; Tiefe; Beständigkeit; …	mw:101329:1; mw:101331:1	2. mf( )n. (√ or ? cf. ) steady, constant, firm, resolute, brave, energetic, courageous, self-possessed, composed, calm, grave ‖ gentle, soft	ap90:16077:11	10 Gentle, soft, agreeable, pleasing (as a breeze)					shared literary witness, weighted 1/df within the lemma	gloss+ls|mid 0.40-0.69|m2m	yes	38	0.005422	0.0171
