anchor_type	anchor_id	anchor_key_slp1	target_locus	source_dataset	match_method	confidence	evidence_count	dcs_lemma_iast	n_texts
dict-entry	kochergina:e4450	Bukti	lemma:50556	kochergina	exact	0.95	168	bhukti	38
dict-entry	kochergina:e4480	BuraRa	lemma:218752	kochergina	exact	0.95	2	bhuraṇa	1
dict-entry	kochergina:e4481	BuraRyu	lemma:50588	kochergina	exact	0.95	10	bhuraṇyu	4
dict-entry	kochergina:e4487	Burij	lemma:50589	kochergina	exact	0.95	7	bhurij	4
dict-entry	kochergina:e4496	BurvaRi	lemma:50590	kochergina	exact	0.95	1	bhurvaṇi	1
dict-entry	kochergina:e4496	BurvaRi	lemma:219853	kochergina	exact	0.95	2	bhurvaṇi	1
dict-entry	kochergina:e4522	Buvana	lemma:25015	kochergina	exact	0.95	889	bhuvana	109
dict-entry	kochergina:e4522	Buvana	lemma:25016	kochergina	exact	0.95	5	bhuvana	3
dict-entry	kochergina:e4526	BuvizWa	lemma:25057	kochergina	exact	0.95	3	bhuviṣṭha	3
dict-entry	kochergina:e5042	CA	lemma:157732	kochergina	exact	0.95	7	chā	5
dict-entry	kochergina:e5042	CA	lemma:214938	kochergina	exact	0.95	2	chā	1
dict-entry	kochergina:e5042	CA	lemma:216517	kochergina	exact	0.95	1	chā	1
dict-entry	kochergina:e5046	CAdaka	lemma:52514	kochergina	exact	0.95	1	chādaka	1
dict-entry	kochergina:e5048	CAdana	lemma:166572	kochergina	exact	0.95	2	chādana	2
dict-entry	kochergina:e5048	CAdana	lemma:169539	kochergina	exact	0.95	13	chādana	11
dict-entry	kochergina:e5050	CAga	lemma:52634	kochergina	exact	0.95	152	chāga	50
dict-entry	kochergina:e5050	CAga	lemma:52635	kochergina	exact	0.95	67	chāga	26
dict-entry	kochergina:e5052	CAgala	lemma:52649	kochergina	exact	0.95	6	chāgala	5
dict-entry	kochergina:e5052	CAgala	lemma:52650	kochergina	exact	0.95	10	chāgala	8
dict-entry	kochergina:e5052	CAgala	lemma:212126	kochergina	exact	0.95	2	chāgala	1
dict-entry	kochergina:e5063	CAndasa	lemma:52666	kochergina	exact	0.95	12	chāndasa	12
dict-entry	kochergina:e5078	CAttra	lemma:52502	kochergina	exact	0.95	15	chāttra	4
dict-entry	kochergina:e5078	CAttra	lemma:52503	kochergina	exact	0.95	4	chāttra	2
dict-entry	kochergina:e5084	CAyA	lemma:52690	kochergina	exact	0.95	767	chāyā	117
dict-entry	kochergina:e5041	Ca	lemma:169292	kochergina	floor	0.85	28	chaḥ	1
dict-entry	kochergina:e5041	Ca	lemma:213584	kochergina	exact	0.95	36	cha	2
dict-entry	kochergina:e5043	Cad	lemma:156263	kochergina	exact	0.95	270	chad	59
dict-entry	kochergina:e5045	Cada	lemma:52475	kochergina	exact	0.95	65	chada	24
dict-entry	kochergina:e5045	Cada	lemma:52476	kochergina	exact	0.95	1	chada	1
dict-entry	kochergina:e5047	Cadana	lemma:52478	kochergina	exact	0.95	20	chadana	12
dict-entry	kochergina:e5049	Cadman	lemma:52495	kochergina	exact	0.95	96	chadman	35
dict-entry	kochergina:e5051	Cagala	lemma:52417	kochergina	exact	0.95	16	chagala	10
dict-entry	kochergina:e5054	Cala	lemma:52608	kochergina	exact	0.95	92	chala	30
dict-entry	kochergina:e5054	Cala	lemma:52609	kochergina	exact	0.95	2	chala	1
dict-entry	kochergina:e5055	Calana	lemma:52618	kochergina	exact	0.95	1	chalana	1
dict-entry	kochergina:e5058	Cand	lemma:156264	kochergina	exact	0.95	22	chand	9
dict-entry	kochergina:e5059	Canda	lemma:52523	kochergina	exact	0.95	1	chanda	1
dict-entry	kochergina:e5059	Canda	lemma:52524	kochergina	exact	0.95	114	chanda	34
dict-entry	kochergina:e5060	Candaka	lemma:52537	kochergina	exact	0.95	1	chandaka	1
dict-entry	kochergina:e5060	Candaka	lemma:52538	kochergina	exact	0.95	10	chandaka	3
dict-entry	kochergina:e5062	Candas	lemma:52500	kochergina	exact	0.95	1	chandas	1
dict-entry	kochergina:e5062	Candas	lemma:52557	kochergina	exact	0.95	2174	chandas	93
dict-entry	kochergina:e5064	Candasya	lemma:52563	kochergina	exact	0.95	5	chandasya	5
dict-entry	kochergina:e5068	Candovftta	lemma:52593	kochergina	exact	0.95	1	chandovṛtta	1
dict-entry	kochergina:e5067	Candoviciti	lemma:52591	kochergina	exact	0.95	4	chandoviciti	4
dict-entry	kochergina:e5069	Candu	lemma:52565	kochergina	exact	0.95	1	chandu	1
dict-entry	kochergina:e5070	Candya	lemma:52600	kochergina	exact	0.95	1	chandya	1
dict-entry	kochergina:e5071	Canna	lemma:216467	kochergina	exact	0.95	1	channa	1
dict-entry	kochergina:e5073	Cardi	lemma:52855	kochergina	exact	0.95	352	chardi	29
dict-entry	kochergina:e5074	Cardis	lemma:52607	kochergina	exact	0.95	31	chardis	8
dict-entry	kochergina:e5074	Cardis	lemma:52860	kochergina	exact	0.95	6	chardis	1
dict-entry	kochergina:e5077	Cattra	lemma:52433	kochergina	exact	0.95	1	chattra	1
dict-entry	kochergina:e5077	Cattra	lemma:52434	kochergina	exact	0.95	490	chattra	74
dict-entry	kochergina:e5082	Cattrin	lemma:52470	kochergina	exact	0.95	9	chattrin	9
dict-entry	kochergina:e5082	Cattrin	lemma:52471	kochergina	exact	0.95	1	chattrin	1
dict-entry	kochergina:e5083	Cavi	lemma:52631	kochergina	exact	0.95	106	chavi	49
dict-entry	kochergina:e5076	CawA	lemma:52429	kochergina	exact	0.95	21	chaṭā	8
dict-entry	kochergina:e5089	Ceda	lemma:52801	kochergina	exact	0.95	306	cheda	70
dict-entry	kochergina:e5091	CedanIya	lemma:52810	kochergina	exact	0.95	4	chedanīya	3
dict-entry	kochergina:e5091	CedanIya	lemma:52811	kochergina	exact	0.95	2	chedanīya	2
dict-entry	kochergina:e5090	Cedana	lemma:52808	kochergina	exact	0.95	18	chedana	14
dict-entry	kochergina:e5090	Cedana	lemma:52809	kochergina	exact	0.95	134	chedana	48
dict-entry	kochergina:e5092	Cedya	lemma:52818	kochergina	exact	0.95	23	chedya	6
dict-entry	kochergina:e5093	Ceka	lemma:52862	kochergina	exact	0.95	3	cheka	3
dict-entry	kochergina:e5095	Celaka	lemma:52870	kochergina	exact	0.95	1	chelaka	1
dict-entry	kochergina:e5096	CelikA	lemma:52871	kochergina	exact	0.95	1	chelikā	1
dict-entry	kochergina:e16	Cid	lemma:52732	kochergina	exact	0.95	70	chid	26
dict-entry	kochergina:e16	Cid	lemma:156265	kochergina	exact	0.95	2139	chid	144
dict-entry	kochergina:e5099	Cidra	lemma:52741	kochergina	exact	0.95	41	chidra	21
dict-entry	kochergina:e5099	Cidra	lemma:52742	kochergina	exact	0.95	487	chidra	104
dict-entry	kochergina:e5100	Cidrin	lemma:52763	kochergina	exact	0.95	1	chidrin	1
dict-entry	kochergina:e5103	CowikA	lemma:52829	kochergina	exact	0.95	2	choṭikā	2
dict-entry	kochergina:e5104	Cubuka	lemma:52836	kochergina	exact	0.95	7	chubuka	5
dict-entry	kochergina:e5106	CucCundara	lemma:52826	kochergina	exact	0.95	7	chucchundara	4
dict-entry	kochergina:e5107	CucCundari	lemma:52827	kochergina	exact	0.95	3	chucchundari	3
dict-entry	kochergina:e5108	Cur	lemma:215106	kochergina	exact	0.95	1	chur	1
dict-entry	kochergina:e5109	CurikA	lemma:52843	kochergina	exact	0.95	18	churikā	10
dict-entry	kochergina:e24	DA	lemma:157327	kochergina	exact	0.95	4571	dhā	141
dict-entry	kochergina:e24	DA	lemma:157864	kochergina	exact	0.95	123	dhā	48
dict-entry	kochergina:e24	DA	lemma:213208	kochergina	exact	0.95	4	dhā	1
dict-entry	kochergina:e24	DA	lemma:215651	kochergina	exact	0.95	4	dhā	2
dict-entry	kochergina:e24	DA	lemma:219607	kochergina	exact	0.95	159	dhā	33
dict-entry	kochergina:e5977	DAma	lemma:42432	kochergina	exact	0.95	6	dhāma	5
dict-entry	kochergina:e5978	DAman	lemma:42443	kochergina	exact	0.95	885	dhāman	94
dict-entry	kochergina:e5978	DAman	lemma:42444	kochergina	exact	0.95	2	dhāman	1
dict-entry	kochergina:e5986	DAnA	lemma:42357	kochergina	exact	0.95	194	dhānā	57
dict-entry	kochergina:e6034	DAnuzka	lemma:42479	kochergina	exact	0.95	10	dhānuṣka	7
dict-entry	kochergina:e6050	DAnya	lemma:42370	kochergina	exact	0.95	7	dhānya	6
dict-entry	kochergina:e6050	DAnya	lemma:42371	kochergina	exact	0.95	748	dhānya	109
dict-entry	kochergina:e26	DAnyaka	lemma:42429	kochergina	exact	0.95	1	dhānyaka	1
dict-entry	kochergina:e26	DAnyaka	lemma:42430	kochergina	exact	0.95	47	dhānyaka	15
dict-entry	kochergina:e6063	DApay	lemma:157621	kochergina	exact	0.95	5	dhāpay	4
dict-entry	kochergina:e6063	DApay	lemma:219541	kochergina	exact	0.95	8	dhāpay	4
dict-entry	kochergina:e6069	DArA	lemma:42551	kochergina	exact	0.95	693	dhārā	104
dict-entry	kochergina:e6069	DArA	lemma:42579	kochergina	exact	0.95	178	dhārā	55
dict-entry	kochergina:e6102	DArAwa	lemma:42558	kochergina	exact	0.95	1	dhārāṭa	1
dict-entry	kochergina:e27	DAra	lemma:42498	kochergina	exact	0.95	17	dhāra	10
dict-entry	kochergina:e27	DAra	lemma:42546	kochergina	exact	0.95	14	dhāra	8
dict-entry	kochergina:e6081	DAraRA	lemma:42513	kochergina	exact	0.95	155	dhāraṇā	42
dict-entry	kochergina:e6080	DAraRa	lemma:42502	kochergina	exact	0.95	27	dhāraṇa	13
dict-entry	kochergina:e6080	DAraRa	lemma:42503	kochergina	exact	0.95	3	dhāraṇa	2
dict-entry	kochergina:e6080	DAraRa	lemma:42504	kochergina	exact	0.95	402	dhāraṇa	89
dict-entry	kochergina:e6082	DAraRaka	lemma:42512	kochergina	exact	0.95	1	dhāraṇaka	1
dict-entry	kochergina:e28	DAraka	lemma:165634	kochergina	exact	0.95	32	dhāraka	22
dict-entry	kochergina:e6105	DAray	lemma:157617	kochergina	exact	0.95	1833	dhāray	147
dict-entry	kochergina:e6111	DAriRI	lemma:42541	kochergina	exact	0.95	11	dhāriṇī	9
dict-entry	kochergina:e6109	DArin	lemma:42540	kochergina	exact	0.95	383	dhārin	60
dict-entry	kochergina:e6115	DArma	lemma:42597	kochergina	exact	0.95	4	dhārma	4
dict-entry	kochergina:e6182	DArmika	lemma:42601	kochergina	exact	0.95	415	dhārmika	50
dict-entry	kochergina:e6200	DAru	lemma:42464	kochergina	exact	0.95	2	dhāru	2
dict-entry	kochergina:e6205	DAsi	lemma:42449	kochergina	exact	0.95	9	dhāsi	3
dict-entry	kochergina:e6205	DAsi	lemma:42465	kochergina	exact	0.95	11	dhāsi	2
dict-entry	kochergina:e6211	DAtrI	lemma:42344	kochergina	exact	0.95	379	dhātrī	60
dict-entry	kochergina:e6209	DAtreyI	lemma:166963	kochergina	exact	0.95	2	dhātreyī	2
dict-entry	kochergina:e6210	DAtreyikA	lemma:42351	kochergina	exact	0.95	22	dhātreyikā	4
dict-entry	kochergina:e6212	DAtu	lemma:92416	kochergina	exact	0.95	1544	dhātu	126
dict-entry	kochergina:e6237	DAv	lemma:157289	kochergina	exact	0.95	394	dhāv	78
dict-entry	kochergina:e6237	DAv	lemma:157781	kochergina	exact	0.95	188	dhāv	69
dict-entry	kochergina:e6241	DAvaka	lemma:42621	kochergina	exact	0.95	2	dhāvaka	2
dict-entry	kochergina:e6241	DAvaka	lemma:42622	kochergina	exact	0.95	1	dhāvaka	1
dict-entry	kochergina:e6250	DAvana	lemma:42615	kochergina	exact	0.95	11	dhāvana	10
dict-entry	kochergina:e6250	DAvana	lemma:42623	kochergina	exact	0.95	59	dhāvana	23
dict-entry	kochergina:e6250	DAvana	lemma:216623	kochergina	exact	0.95	2	dhāvana	1
dict-entry	kochergina:e6252	DAvay	lemma:157783	kochergina	exact	0.95	33	dhāvay	20
dict-entry	kochergina:e6257	DAyas	lemma:42461	kochergina	exact	0.95	37	dhāyas	11
dict-entry	kochergina:e6257	DAyas	lemma:42462	kochergina	exact	0.95	19	dhāyas	3
dict-entry	kochergina:e6259	DAyu	lemma:42447	kochergina	exact	0.95	1	dhāyu	1
dict-entry	kochergina:e6259	DAyu	lemma:42463	kochergina	exact	0.95	1	dhāyu	1
dict-entry	kochergina:e5965	DErya	lemma:43106	kochergina	exact	0.95	6	dhairya	5
dict-entry	kochergina:e5965	DErya	lemma:43107	kochergina	exact	0.95	321	dhairya	47
dict-entry	kochergina:e6270	DI	lemma:42661	kochergina	exact	0.95	1082	dhī	123
dict-entry	kochergina:e6270	DI	lemma:157784	kochergina	exact	0.95	52	dhī	12
dict-entry	kochergina:e6276	DImant	lemma:42668	kochergina	exact	0.95	6	dhīmant	6
dict-entry	kochergina:e6278	DIra	lemma:42685	kochergina	exact	0.95	223	dhīra	48
dict-entry	kochergina:e6278	DIra	lemma:42703	kochergina	exact	0.95	453	dhīra	73
dict-entry	kochergina:e6278	DIra	lemma:42704	kochergina	exact	0.95	5	dhīra	5
dict-entry	kochergina:e6278	DIra	lemma:42706	kochergina	exact	0.95	3	dhīra	3
dict-entry	kochergina:e6284	DIrya	lemma:219455	kochergina	exact	0.95	2	dhīrya	2
dict-entry	kochergina:e6290	DIvan	lemma:219878	kochergina	exact	0.95	1	dhīvan	1
dict-entry	kochergina:e6229	DOmya	lemma:43156	kochergina	exact	0.95	140	dhaumya	9
dict-entry	kochergina:e6230	DOreya	lemma:43164	kochergina	exact	0.95	2	dhaureya	1
dict-entry	kochergina:e6230	DOreya	lemma:43165	kochergina	exact	0.95	5	dhaureya	3
dict-entry	kochergina:e6231	DOreyaka	lemma:204496	kochergina	exact	0.95	1	dhaureyaka	1
dict-entry	kochergina:e6236	DOtI	lemma:43128	kochergina	exact	0.95	1	dhautī	1
dict-entry	kochergina:e6234	DOta	lemma:43127	kochergina	exact	0.95	55	dhauta	17
dict-entry	kochergina:e6234	DOta	lemma:43129	kochergina	exact	0.95	26	dhauta	9
dict-entry	kochergina:e6235	DOti	lemma:43150	kochergina	exact	0.95	14	dhauti	3
dict-entry	kochergina:e6334	DU	lemma:158389	kochergina	exact	0.95	245	dhū	60
dict-entry	kochergina:e6334	DU	lemma:176579	kochergina	exact	0.95	46	dhū	20
dict-entry	kochergina:e6334	DU	lemma:215555	kochergina	exact	0.95	1	dhū	1
dict-entry	kochergina:e6336	DUlana	lemma:42926	kochergina	exact	0.95	1	dhūlana	1
dict-entry	kochergina:e6337	DUli	lemma:42911	kochergina	exact	0.95	69	dhūli	30
dict-entry	kochergina:e6342	DUma	lemma:42817	kochergina	exact	0.95	897	dhūma	122
dict-entry	kochergina:e6344	DUmaka	lemma:172061	kochergina	exact	0.95	5	dhūmaka	4
dict-entry	kochergina:e6344	DUmaka	lemma:199281	kochergina	exact	0.95	11	dhūmaka	3
dict-entry	kochergina:e6357	DUmikA	lemma:167516	kochergina	exact	0.95	4	dhūmikā	3
dict-entry	kochergina:e6358	DUmin	lemma:42869	kochergina	exact	0.95	2	dhūmin	2
dict-entry	kochergina:e6359	DUmorRA	lemma:42859	kochergina	exact	0.95	6	dhūmorṇā	4
dict-entry	kochergina:e6362	DUmrAkza	lemma:168663	kochergina	exact	0.95	41	dhūmrākṣa	6
dict-entry	kochergina:e6360	DUmra	lemma:42873	kochergina	exact	0.95	110	dhūmra	51
dict-entry	kochergina:e6360	DUmra	lemma:42874	kochergina	exact	0.95	21	dhūmra	13
dict-entry	kochergina:e6364	DUmriman	lemma:42910	kochergina	exact	0.95	2	dhūmriman	2
dict-entry	kochergina:e6366	DUnana	lemma:42789	kochergina	exact	0.95	1	dhūnana	1
dict-entry	kochergina:e6366	DUnana	lemma:42790	kochergina	exact	0.95	5	dhūnana	3
dict-entry	kochergina:e6367	DUnay	lemma:158390	kochergina	exact	0.95	5	dhūnay	4
dict-entry	kochergina:e6368	DUpa	lemma:42793	kochergina	exact	0.95	363	dhūpa	68
dict-entry	kochergina:e6369	DUpaka	lemma:172944	kochergina	exact	0.95	8	dhūpaka	4
dict-entry	kochergina:e6370	DUpana	lemma:42807	kochergina	exact	0.95	51	dhūpana	15
dict-entry	kochergina:e6380	DUrta	lemma:42947	kochergina	exact	0.95	23	dhūrta	13
dict-entry	kochergina:e6380	DUrta	lemma:42948	kochergina	exact	0.95	153	dhūrta	35
dict-entry	kochergina:e6380	DUrta	lemma:42950	kochergina	exact	0.95	5	dhūrta	5
dict-entry	kochergina:e6381	DUrtaka	lemma:42966	kochergina	exact	0.95	4	dhūrtaka	2
dict-entry	kochergina:e6381	DUrtaka	lemma:42967	kochergina	exact	0.95	1	dhūrtaka	1
dict-entry	kochergina:e6381	DUrtaka	lemma:216636	kochergina	exact	0.95	1	dhūrtaka	1
dict-entry	kochergina:e6384	DUrti	lemma:42968	kochergina	exact	0.95	20	dhūrti	10
dict-entry	kochergina:e6389	DUsara	lemma:42970	kochergina	exact	0.95	51	dhūsara	30
dict-entry	kochergina:e6389	DUsara	lemma:42971	kochergina	exact	0.95	9	dhūsara	3
dict-entry	kochergina:e6391	DUsarita	lemma:42977	kochergina	exact	0.95	9	dhūsarita	3
dict-entry	kochergina:e6392	DUti	lemma:42787	kochergina	exact	0.95	10	dhūti	1
dict-entry	kochergina:e23	Da	lemma:213660	kochergina	exact	0.95	3	dha	1
dict-entry	kochergina:e5975	Dam	lemma:157579	kochergina	exact	0.95	1162	dham	60
dict-entry	kochergina:e5975	Dam	lemma:169922	kochergina	floor	0.85	4	dhaṃ	2
dict-entry	kochergina:e5976	Dama	lemma:91855	kochergina	exact	0.95	1	dhama	1
dict-entry	kochergina:e5979	Damana	lemma:91861	kochergina	exact	0.95	3	dhamana	2
dict-entry	kochergina:e5979	Damana	lemma:91863	kochergina	exact	0.95	100	dhamana	17
dict-entry	kochergina:e5980	Damani	lemma:91864	kochergina	exact	0.95	151	dhamani	29
dict-entry	kochergina:e5983	Dammilla	lemma:91880	kochergina	exact	0.95	10	dhammilla	8
dict-entry	kochergina:e5984	Dan	lemma:218888	kochergina	exact	0.95	2	dhan	1
dict-entry	kochergina:e6023	DanU	lemma:91751	kochergina	exact	0.95	8	dhanū	4
dict-entry	kochergina:e5985	Dana	lemma:91589	kochergina	exact	0.95	2524	dhana	152
dict-entry	kochergina:e5985	Dana	lemma:91590	kochergina	exact	0.95	4	dhana	4
dict-entry	kochergina:e6016	DaneSa	lemma:91711	kochergina	exact	0.95	29	dhaneśa	11
dict-entry	kochergina:e6017	Danika	lemma:91721	kochergina	exact	0.95	13	dhanika	8
dict-entry	kochergina:e6017	Danika	lemma:91722	kochergina	exact	0.95	14	dhanika	5
dict-entry	kochergina:e6017	Danika	lemma:91723	kochergina	exact	0.95	1	dhanika	1
dict-entry	kochergina:e6018	Danin	lemma:91725	kochergina	exact	0.95	127	dhanin	28
dict-entry	kochergina:e6018	Danin	lemma:91726	kochergina	exact	0.95	13	dhanin	4
dict-entry	kochergina:e6021	Danu	lemma:91750	kochergina	exact	0.95	16	dhanu	13
dict-entry	kochergina:e6032	Danus	lemma:91820	kochergina	exact	0.95	1718	dhanus	93
dict-entry	kochergina:e6042	Danv	lemma:157256	kochergina	exact	0.95	47	dhanv	9
dict-entry	kochergina:e6047	DanvAyana	lemma:212895	kochergina	exact	0.95	1	dhanvāyana	1
dict-entry	kochergina:e25	Danva	lemma:91823	kochergina	exact	0.95	5	dhanva	4
dict-entry	kochergina:e6043	Danvan	lemma:91833	kochergina	exact	0.95	274	dhanvan	49
dict-entry	kochergina:e6043	Danvan	lemma:91834	kochergina	exact	0.95	26	dhanvan	7
dict-entry	kochergina:e6046	Danvantari	lemma:91835	kochergina	exact	0.95	306	dhanvantari	45
dict-entry	kochergina:e6048	Danvin	lemma:91848	kochergina	exact	0.95	243	dhanvin	16
dict-entry	kochergina:e6048	Danvin	lemma:91849	kochergina	exact	0.95	35	dhanvin	11
dict-entry	kochergina:e6049	Danya	lemma:91733	kochergina	exact	0.95	378	dhanya	65
dict-entry	kochergina:e6049	Danya	lemma:91734	kochergina	exact	0.95	4	dhanya	4
dict-entry	kochergina:e6067	DarA	lemma:91887	kochergina	exact	0.95	248	dharā	45
dict-entry	kochergina:e6191	DarRasi	lemma:91964	kochergina	exact	0.95	15	dharṇasi	3
dict-entry	kochergina:e6192	DarRi	lemma:91966	kochergina	exact	0.95	1	dharṇi	1
dict-entry	kochergina:e6066	Dara	lemma:91885	kochergina	exact	0.95	973	dhara	68
dict-entry	kochergina:e6066	Dara	lemma:91886	kochergina	exact	0.95	31	dhara	14
dict-entry	kochergina:e6066	Dara	lemma:91888	kochergina	exact	0.95	1	dhara	1
dict-entry	kochergina:e6085	DaraRI	lemma:91910	kochergina	exact	0.95	355	dharaṇī	48
dict-entry	kochergina:e6094	DaraRISvara	lemma:91927	kochergina	exact	0.95	1	dharaṇīśvara	1
dict-entry	kochergina:e6079	DaraRa	lemma:91893	kochergina	exact	0.95	4	dharaṇa	4
dict-entry	kochergina:e6079	DaraRa	lemma:91894	kochergina	exact	0.95	1	dharaṇa	1
dict-entry	kochergina:e6079	DaraRa	lemma:91895	kochergina	exact	0.95	31	dharaṇa	16
dict-entry	kochergina:e6079	DaraRa	lemma:91896	kochergina	exact	0.95	11	dharaṇa	9
dict-entry	kochergina:e6084	DaraRi	lemma:91898	kochergina	exact	0.95	5	dharaṇi	3
dict-entry	kochergina:e6112	DaritrI	lemma:91950	kochergina	exact	0.95	52	dharitrī	30
dict-entry	kochergina:e6129	DarmADikfta	lemma:92292	kochergina	exact	0.95	1	dharmādhikṛta	1
dict-entry	kochergina:e6158	DarmAraRya	lemma:92314	kochergina	exact	0.95	14	dharmāraṇya	6
dict-entry	kochergina:e6158	DarmAraRya	lemma:210595	kochergina	exact	0.95	1	dharmāraṇya	1
dict-entry	kochergina:e6174	DarmAtman	lemma:92286	kochergina	exact	0.95	6	dharmātman	3
dict-entry	kochergina:e6114	Darma	lemma:91970	kochergina	exact	0.95	12450	dharma	184
dict-entry	kochergina:e6150	Darman	lemma:92344	kochergina	exact	0.95	12	dharman	7
dict-entry	kochergina:e6150	Darman	lemma:92345	kochergina	exact	0.95	264	dharman	59
dict-entry	kochergina:e6172	Darmatas	lemma:92038	kochergina	exact	0.95	17	dharmatas	6
dict-entry	kochergina:e6185	Darmin	lemma:92347	kochergina	exact	0.95	172	dharmin	45
dict-entry	kochergina:e6185	Darmin	lemma:92348	kochergina	exact	0.95	3	dharmin	2
dict-entry	kochergina:e6186	DarmizWa	lemma:92353	kochergina	exact	0.95	81	dharmiṣṭha	16
dict-entry	kochergina:e6187	DarmopadeSa	lemma:92337	kochergina	exact	0.95	1	dharmopadeśa	1
dict-entry	kochergina:e6189	Darmya	lemma:92357	kochergina	exact	0.95	230	dharmya	34
dict-entry	kochergina:e6199	Dartra	lemma:91969	kochergina	exact	0.95	27	dhartra	10
dict-entry	kochergina:e6199	Dartra	lemma:224828	kochergina	exact	0.95	2	dhartra	1
dict-entry	kochergina:e6201	DaruRa	lemma:91958	kochergina	exact	0.95	57	dharuṇa	23
dict-entry	kochergina:e6201	DaruRa	lemma:91959	kochergina	exact	0.95	1	dharuṇa	1
dict-entry	kochergina:e6201	DaruRa	lemma:91961	kochergina	exact	0.95	38	dharuṇa	12
dict-entry	kochergina:e6201	DaruRa	lemma:92361	kochergina	exact	0.95	13	dharuṇa	7
dict-entry	kochergina:e6195	DarzaRa	lemma:92373	kochergina	exact	0.95	39	dharṣaṇa	7
dict-entry	kochergina:e6239	Dava	lemma:92384	kochergina	exact	0.95	70	dhava	19
dict-entry	kochergina:e6239	Dava	lemma:92385	kochergina	exact	0.95	4	dhava	4
dict-entry	kochergina:e6239	Dava	lemma:198906	kochergina	exact	0.95	1	dhava	1
dict-entry	kochergina:e6243	Davala	lemma:92388	kochergina	exact	0.95	151	dhavala	37
dict-entry	kochergina:e6243	Davala	lemma:92389	kochergina	exact	0.95	9	dhavala	5
dict-entry	kochergina:e6243	Davala	lemma:92392	kochergina	exact	0.95	1	dhavala	1
dict-entry	kochergina:e6248	Davaliman	lemma:92408	kochergina	exact	0.95	3	dhavaliman	1
dict-entry	kochergina:e6255	Davitra	lemma:92413	kochergina	exact	0.95	14	dhavitra	4
dict-entry	kochergina:e6256	Daya	lemma:91882	kochergina	exact	0.95	1	dhaya	1
dict-entry	kochergina:e6262	DenA	lemma:43072	kochergina	exact	0.95	22	dhenā	6
dict-entry	kochergina:e6263	Denu	lemma:43075	kochergina	exact	0.95	1	dhenu	1
dict-entry	kochergina:e6263	Denu	lemma:43076	kochergina	exact	0.95	689	dhenu	94
dict-entry	kochergina:e6263	Denu	lemma:43077	kochergina	exact	0.95	2	dhenu	2
dict-entry	kochergina:e6265	DenukA	lemma:43091	kochergina	exact	0.95	18	dhenukā	14
dict-entry	kochergina:e6266	Denvanaquha	lemma:216401	kochergina	exact	0.95	1	dhenvanaḍuha	1
dict-entry	kochergina:e6267	Deya	lemma:43103	kochergina	exact	0.95	17	dheya	6
dict-entry	kochergina:e29	Dfk	lemma:216007	kochergina	exact	0.95	48	dhṛk	9
dict-entry	kochergina:e6318	Dft	lemma:42979	kochergina	exact	0.95	56	dhṛt	27
dict-entry	kochergina:e6321	DftarAzwra	lemma:43000	kochergina	exact	0.95	1088	dhṛtarāṣṭra	20
dict-entry	kochergina:e6324	Dfti	lemma:43018	kochergina	exact	0.95	561	dhṛti	87
dict-entry	kochergina:e6324	Dfti	lemma:43020	kochergina	exact	0.95	24	dhṛti	8
dict-entry	kochergina:e6325	Dftimant	lemma:43025	kochergina	exact	0.95	14	dhṛtimant	5
dict-entry	kochergina:e6325	Dftimant	lemma:208551	kochergina	exact	0.95	2	dhṛtimant	2
dict-entry	kochergina:e6311	DfzRu	lemma:43063	kochergina	exact	0.95	71	dhṛṣṇu	11
dict-entry	kochergina:e6311	DfzRu	lemma:43064	kochergina	exact	0.95	7	dhṛṣṇu	3
dict-entry	kochergina:e6313	DfzRuyA	lemma:43069	kochergina	exact	0.95	18	dhṛṣṇuyā	3
dict-entry	kochergina:e6309	Dfzadvin	lemma:219712	kochergina	exact	0.95	1	dhṛṣadvin	1
dict-entry	kochergina:e6310	Dfzaj	lemma:43034	kochergina	exact	0.95	1	dhṛṣaj	1
dict-entry	kochergina:e6315	Dfzwaketu	lemma:43044	kochergina	exact	0.95	90	dhṛṣṭaketu	6
dict-entry	kochergina:e6317	Dfzwi	lemma:43058	kochergina	exact	0.95	8	dhṛṣṭi	5
dict-entry	kochergina:e6317	Dfzwi	lemma:43059	kochergina	exact	0.95	2	dhṛṣṭi	2
dict-entry	kochergina:e6317	Dfzwi	lemma:43060	kochergina	exact	0.95	22	dhṛṣṭi	8
dict-entry	kochergina:e6268	Di	lemma:158676	kochergina	exact	0.95	31	dhi	18
dict-entry	kochergina:e6268	Di	lemma:213828	kochergina	exact	0.95	2	dhi	1
dict-entry	kochergina:e6273	Dik	lemma:209152	kochergina	exact	0.95	292	dhik	31
dict-entry	kochergina:e6295	DiyAyu	lemma:42660	kochergina	exact	0.95	1	dhiyāyu	1
dict-entry	kochergina:e6294	DiyaṁDA	lemma:219433	kochergina	floor	0.85	5	dhiyaṃdhā	1
dict-entry	kochergina:e6288	DizRya	lemma:42648	kochergina	exact	0.95	30	dhiṣṇya	14
dict-entry	kochergina:e6288	DizRya	lemma:42649	kochergina	exact	0.95	176	dhiṣṇya	26
dict-entry	kochergina:e6288	DizRya	lemma:42651	kochergina	exact	0.95	82	dhiṣṇya	21
dict-entry	kochergina:e6286	DizaRA	lemma:42645	kochergina	exact	0.95	107	dhiṣaṇā	31
dict-entry	kochergina:e6285	DizaRa	lemma:42643	kochergina	exact	0.95	7	dhiṣaṇa	4
