slp1	hom	sense_id	n_ls	n_ls_resolved	n_dcs_assigned	variant_of	gloss
vajra		9	3	3	0		m. Bez. einer best. Zeiteintheilung ( ) MED. Journ. of the Am. Or. S. 6,236 . 432
vajra		10	3	3	0		m. Bez. einer best. Soma -Feier ṢAḌV. BR. _in_ Ind. St. 1,36 . P. 2,4,4 , Sch
vajra		11	1	1	0		m. Bez. einer best. Busse: PRĀYAŚCITTEND. 9,a,8
vajra		12	33	33	0		m.n. Diamant (hart wie der Donnerkeil) AK. 3,4,25,186 . H. 1065 . H. an. MED. VIŚVA a. a. O. ṢAḌV. BR. _in_ Ind. St. 1,4
vajra		13	1	1	0		n. Stahl ŚKDR
vajra		14	2	2	0		n. eine Art Talk BHĀVAPR. _im_ ŚKDR
vajra		15	1	1	0		m. Bez. eines best. fest haftenden Mörtels ( ) VARĀH. BṚH. S. 57,6
vajra		16	4	4	1		n. = H. an. MED. VIŚVA a. a. O. a child or pupil WILSON
vajra		17	16	16	0		m. N. pr. eines Sohnes des Aniruddha MBH. 16,214 . 249 . HARIV. 9204. fg. VP. 440 . 611 . BHĀG. P. 1,15,39 . 10,90,37 . 
vajra		18a	4	4	0		Cocculus cordifolius DC. H. an. MED. VIŚVA a. a. O. Euphorbia antiquorum MED
vajra		18b	2	2	0		Bein. der Durgā : DEVĪ-P. 45 _im_ ŚKDR
vajra		18c	1	1	0		N. pr. einer Tochter Vaiśvānara ʼs VP. 147, N. 7
vajra		19	1	1	0		f. eine Art Euphorbia MED. — Vgl. (in den Nachträgen)
akza	2	3	2	2	0		Karren H. an. 2,556 . MED. ṣ. 2
akza	2	4	1	1	0		eine auf zwei Pfosten ruhende Platte ( ), an die eine Wage gehängt wird(?): MIT. 146,1
akza	2	5	4	4	0		Auge in übertragener Bedeutung am Ende einiger Composita: P. 5,4,76 , Sch. ibid. und VOP. 6,77 . Vgl. n. , und / 5〉 PĀR.
akza	2	6	2	1	0		die Gegend unterhalb der Schläfen YĀJÑ. 3,87 . ( VIJÑĀNEŚVARA : )
akza	2	7	10	10	1		Name einer Pflanze, Terminalia Bellerica , AK. 2,4,2,39 . 3,4,224 . H. 1145 . an. 2,556 . MED. ṣ. 3 . SUŚR. Die Synonyme
akza	2	8	3	3	0		die Nuss der Terminalia Bellerica : ( Sch. = ) CHĀND. UP. 7,3,1 . ARJ. 8,4 .*⁾ *⁾ Diese und die vorhergehende Bedeutung,
akza	2	9	1	1	0		Elaeocarpus Ganitrus SUŚR
akza	2	10	1	1	0		der Saame dieser Pflanze, der zu Rosenkränzen gebraucht wird ( ) MED. ṣ. 3 ; vgl
akza	2	11	1	1	0		der Saame einer anderen Pflanze ( ) MED. ṣ. 3
akza	2	12	6	6	0		Name eines Gewichts, ein karṣa = 16 māṣaka AK. 2,9,86 . 3,4,224 . H. 884 . an. 2,556 . MED. ṣ. 3 / 12〉 n. Verz. d. Oxf. 
akza	2	13	1	1	0		Schlange MED. ṣ. 3
akza	2	14	2	2	0		Garuḍa , ŚABDAR. _im_ ŚKDR
akza	2	15	5	5	0		Process AK. 3,4,224 . H. an. 2,556 . MED. ṣ. 2 . Vgl / 15〉 = HALĀY. 2,274 . = 5,66
akza	2	16	4	4	0		Kenntniss H. an. 2,556 . ( ) MED. ṣ. 2 . (wenn st. zu lesen ist, dann müsste noch als besondere Bedeutung aufgeführt wer
akza	2	17	1	1	0		Seele H. an. 2,556
akza	2	18	2	2	0		ein Blindgeborner ŚABDAR. _im_ ŚKDR. ( , vielleicht ein verlesenes , von dem oben u. 16. die Rede war)
akza	2	19	6	6	1		Nom. pr. eines Mannes, Rāvaṇa ʼs Sohn H. 2,556 . R. 1,1,73 . RAGH. 12,63 . ein König, Sohn Nara ʼs RĀJA-TAR. 1,340 / 19〉
akza	2	20	11	11	1		Zur astronomischen Bedeutung von (terrestrial latitude, WILS. ) vgl. folgende Citate im ŚKDR. : / 20〉 vgl / 20〉 SŪRYAS. 
akza	2	21	1	1	0		Schlüsselbein ŚAT. BR. 10,2,6,14
akza	2	22	1	1	0		Masche: Spr. 3999 . v. l
Sri	1	3	123	122	0		med. act. sich irgendwohin oder zu Jmd begeben ( insbes. um Hilfe oder Schutz zu finden; vgl. ), mit acc. ; med. : R. 2,
Sri	1	4	89	87	0		med. act. in einen Zustand —, in eine Lage —, in ein Verhältniss sich begeben, antreten, greifen zu; med. : so v. a. er 
Sri	1	1a	90	90	0		haftend an, stehend auf, — in, befindlich —, angebracht an, enthalten in (gewöhnlich loc. , aber auch acc. ): ṚV. 1,125,
Sri	1	1b	57	57	0		sich irgendwohin oder zu Jmd ( acc. ) begeben habend (auch das verbum finitum vertretend): RĀJA-TAR. 1,371 . 4,592 . KAT
Sri	1	1c	40	40	0		sich begeben habend in einen Zustand, — eine Lage, — ein Verhältniss, gerathen in: so v. a. seine (ursprüngliche) Gestal
Sri	1	1d	56	56	0		der sich unter Jmdes Schutz gestellt hat: MBH. 2,205 / d〉 an einen Ort sich begeben habend, weilend —, sitzend —, liegen
Sri	1	2a	10	10	0		wohin oder zu wem man sich begeben hat, aditus: RAGH. 8,33 . Spr. (II) 546 . 3567 ( Conj. ). KATHĀS. 52,39 / a〉 zu dem m
Sri	1	2b	5	5	0		pass. zu / b〉 unterstützt: RĀJA-TAR. 5,286 / b〉 umgelegt, angelegt: BHĀG. P. 3,8,25 / b〉 heimgesucht: MBH. 4,540 . — s. 
Sri	1	5	54	53	0		sich begeben in so v. a. sich überlassen, sich hingeben, zu Etwas greifen, Etwas erwählen; med. : R. 7,17,18 . KATHĀS. 5
Sri	1	6	35	35	0		treffen, zu Theil werden: MAITRYUP. 6,18 . BHAG. 1,36 . PAT. _zu_ P. 8,3,72 . so v. a. findet auch hier Anwendung, gilt 
Sri	1	7	8	8	0		berücksichtigen: so v. a. um dieses Leibes Willen Spr. (II) 153 . — partic / 7〉 hervorgegangen, entstanden; = AK. H. an.
Sri	1	1e	32	32	0		sich überlassen —, sich hingegeben —, zu Etwas gegriffen —, Etwas erwählt habend; mit acc. : M. 5,90 . BHĀG. P. 4,2,30 .
Sri	1	1f	4	4	0		Rücksicht nehmend auf: BHAG. 6,1 . R. 3,10,6 . [Page7-0355] / f〉 gelangt zu so v. a. theilhaftig: HARIV. 5198 . eben so 
Sri	1	2c	15	15	0		wohin man sich begeben hat, bewohnt, besetzt, eingenommen: Spr. (II) 4929 . KATHĀS. 18,59 . 42,129 . 18,278 . PAÑCAT. 80
Sri	1	2d	5	5	0		dem man sich überlassen —, hingegeben hat, wozu man gegriffen hat, angenommen, erwählt: Spr. (II) 4012 . KATHĀS. 23,17 .
Sri	1	2e	3	3	0		berücksichtigt: H. 510 , Schol. — Vgl. fgg. , . — , partic. entlang ( acc. ) gegangen: R. GORR. 2,91,7 . entlang stehend
Sri	1	1g	6	6	0		sich überlassen —, sich hingegeben —, zu Etwas gegriffen habend: MBH. 5,7148 . Spr. (II) 689 . 155 . RĀJA-TAR. 6,250 . P
Sri	1	8	5	5	0		PAÑCAT. V, 11 fehlerhaft für ; s. Spr. 2918 . — Vgl. fgg. — caus. aufrichten VS. 23,26 . — , partic / 8〉 Jmd mit Etwas h
Sri	1	9	4	3	0		fehlerhaft für MBH. 12,10898 ( ed. Bomb. ). Verz. d. Oxf. H. 76,a,26 . für RĀJA-TAR. 6,70 . — Vgl. fgg. und
hari	1	2a	0	0	0		Ross, insbes. Indra ʼs ( s. auch unter
hari	1	1b	20	20	0		Löwe AK. 2,5,1 . 3,4,25,177 . H. 1283 . H. an. MED. HALĀY. 2,59 . 5,70 . MBH. 3,15645 . 7,7634 . R. 2,97,5 . RAGH. 2,59 
hari	1	1c	3	3	0		der Löwe im Thierkreise VARĀH. BṚH. 18,16 . 19,2 . 24,14
hari	1	1d	21	21	0		Affe AK. 3,4,25,177 . H. 1292 . H. an. MED. HALĀY. 2,76 . 5,70 . MBH. 1,2624 . 2628 . 3,16275 . R. 1,16,6 . 2,96,22 . 3,
hari	1	1e	2	2	0		Schakal ( ) NĀNĀRTHADHVANIM. _in_ Verz. d. Oxf. H. 194,a, No. 445
hari	1	1f	5	5	0		Papagei AK. H. an. MED. Pfau, der indische Kuckuck und Gans ŚABDAR. _im_ ŚKDR
hari	1	1g	9	9	0		Frosch AK. H. 1354 . H. an. MED. HALĀY. 3,40 . 5,70 . Schlange AK. H. an. MED
hari	1	1h	1	1	0		Phaseolus Mungo ( ) H. 1172
hari	1	1i	8	8	0		die Sonne AK. TRIK. 1,1,99 . H. an. MED. HĀR. 11 . HALĀY. 1,35 . 5,70 . VARĀH. BṚH. S. 24,18
hari	1	1k	4	4	0		Lichtstrahl AK. TRIK. 1,1,86 . H. an. MED
hari	1	1l	5	5	0		der Mond AK. H. an. MED. HĀR. 13 . HALĀY. 5,70
hari	1	1m	6	6	0		Wind AK. H. an. MED. HALĀY. 1,76 . 5,70 . der Gott des Windes R. ed. Bomb. 1,32,23 . v. l. im Comm
hari	1	1n	85	84	0		ein Name α〉 Indra ʼs AK. TRIK. 1,1,57 . H. 171 . H. an. MED. HALĀY. 1,52 . 5,70 . JAṬĀDH. _in_ Verz. d. Oxf. H. 191,a,29
hari	1	1o	2	2	0		ein best. Metrum: 4 Mal ⏑ ⏑ ⏑ ⏑ ⏑ ⏑, – – – –, ⏑ – ⏑ ⏑ – ⏑ – COLEBR. Misc. Ess. 2,162 ( XII, 8 )
hari	1	1p	2	2	0		elliptisch für das Nakṣatra Śravaṇa VARĀH. BṚH. S. 60,21 . 98,17 ; vgl
hari	1	1q	1	1	0		pl. = NAIGH. 2,2
hari	1	1r	2	2	0		eine best. hohe Zahl bei den Buddhisten VYUTP. 182 . Mél. asiat. 4,638, N
hari	1	1s	33	33	1		N. pr. α〉 pl. einer Klasse von Göttern unter Manu Tāmasa VP. 262 . MĀRK. P. 74,57 . BHĀG. P. 8,1,28 . = in einer frühere
hari	1	3	3	3	0		f. N. der Urmutter der Affen MBH. 1,2624 . 2628 . R. 3,20,26 . — Vgl
maDyama		1a	5	5	0		medius (in der Bed. wie 2,a.): in der (die) Mitte des Soldatentrupps R. 6,9,18 . 12,20 . die Mitte von II. MĀRK. P. 60,7
maDyama		1b	55	55	0		der mittlere so v. a. in der Mitte befindlich TRIK. 3,3,301 . H. 1460 . an. 3,470 . MED. m. 49 . HALĀY. 4,90 . ṚV. 1,24,
maDyama		1c	63	63	0		der mittlere so v. a. von mittlerer Beschaffenheit, Stärke, Grösse u. s. w. : CHĀND. UP. 6,5,1 . TS. 2,5,5,2 . KĀTY. ŚR.
maDyama		1d	8	8	1		zwischen zwei feindlichen Parteien stehend, unbetheiligt, neutral: M. 7,155 . MBH. 2,159 . RAGH. 13,7 . KĀM. NĪTIS. 8,18
maDyama		2a	4	4	0		= AK. 2,1,7 . H. 951 . H. an. MED
maDyama		2b	20	20	1		Bez. der mittleren d. i. 4ten (5ten AK. ) Note AK. 1,1,7,1 . TRIK. 3,3,301 . H. 1401 . H. an. MED. MBH. 12,6859 . 14,141
maDyama		2c	3	3	0		oder vollständig die 2te Person NIR. 7,2 . P. 1,4,101 . 105
maDyama		2d	2	2	0		Gouverneur einer Provinz H. 690 . HALĀY. 2,267
maDyama		2e	2	2	0		eine Gazellenart DHAR. _im_ ŚKDR
maDyama		2f	1	1	0		N. des 18ten Kalpa ( s. 2, Verz. d. Oxf. H. 52,a,2 . Nach der gleichnamigen Note ( s. b.) benannt
maDyama		3	16	16	0		m.n. die Mitte des Leibes, Taille AK. 2,6,2,30 . H. 607 . H. an. MED. HALĀY. 2,362 . MBH. 3,2777 . 4,255 . R. 1,9,22 . 5
maDyama		4a	9	9	0		der Mittelfinger AK. 2,6,2,33 . H. 593 . H. an. MED. HALĀY. 2,383 . TBR. 3,11,9,6 . KAUŚ. 36 . SUŚR. 1,125,13 . 2,55,14 
maDyama		4b	4	4	0		ein mannbares Frauenzimmer AK. 2,6,1,8 . H. 511 . H. an. MED
maDyama		4c	3	3	0		= Samenkapsel der Lotusblüthe H. an. MED. a central blossom WILSON
maDyama		4d	1	1	0		ein Metrum von 4 Mal drei Silben MED
maDyama		5a	1	1	0		Mitte: zwischen AV. PRĀT. 4,42
maDyama		5b	2	2	0		N. des 12ten Kāṇḍa im Śatapathabrāhmaṇa WEBER, Lit. 114. fg. des 14ten (in der Kāṇva -Schule) Verz. d. Oxf. H. 395,a, No
maDyama		2g	1	1	0		pl. Bez. einer best. buddhistischen Secte, = SARVADARŚANAS. 24,12
maDyama		4e	0	0	0		aufzuführen ist
kumBa		1a	47	47	0		Topf, Krug AK. 3,4,22,137 . H. 1019 . an. 2,306 . MED. bh. 2 . HĀR. 209 . Ein auf auslautendes Wort bewahrt vor im comp.
kumBa		1b	17	17	0		der Wassermann im Thierkreise TRIK. 3,3,285 . H. 116 , Sch. H. an. MED. COLEBR. Misc. Ess. II, 369 . ŚRĪPATI _in_ Z. f. 
kumBa		1c	5	5	0		ein best. Hohlmaass: M. 8,320 . Nach KULL. = 20 Droṇa , nach einer VAIDYAKAPARIBHĀṢĀ _im_ ŚKDR. = 2 Droṇa / c〉 = Verz. d
kumBa		1d	14	14	0		du. die beiden Erhöhungen auf der Stirn des Elephanten, welche zur Brunstzeit stark anschwellen, AK. 2,8,2,5 . 3,4,22,13
kumBa		1e	7	7	0		eine religiöse Uebung, bei der man mit der rechten Hand die Nasenlöcher schliesst und den Athem anhält, DHAR. _im_ ŚKDR.
kumBa		1f	2	2	0		eine best. medic. gebrauchte Wurzel AINSLIE 2,362 / f〉 eine best. Pflanze und deren Frucht BHĀG. P. 10,18,14
kumBa		1g	6	6	0		der Liebhaber einer Buhldirne TRIK. H. an. VIŚVA _im_ ŚKDR. Statt MED. bh. 2 ist zu lesen: . ŚṚṄGĀRAT. 9 . Vgl
kumBa		1h	16	16	1		N. pr. eines Dānava , eines Sohnes von Prahlāda und Bruders von Nikumbha . MBH. 1,2527 . HARIV. 2283 . 14284 . eines Rāk
kumBa		1i	1	1	0		Titel eines Werkes SĀH. D. 183,15
kumBa		2a	26	26	0		Topf, Krug, Kochtopf H. 1019 . H. an. MED. VS. 19,16 . 27 . 87 . AV. 9,5,5 . 6,17 . 11,3,11 . 12,2,51 . 3,23 . TS. 3,2,8
kumBa		2b	4	4	0		ein Gefäss zum Aufbewahren des Getraides oder ein best. Hohlmaass: M. 4,7 . YĀJÑ. 1,128 . KATHĀS. 24,87 / b〉 PAT. a. a. 
kumBa		2c	7	7	0		N. verschiedener Pflanzen: α〉 = AK. 2,4,2,21 . H. an. MED. — β〉 Bignonia suaveolens. — γ〉 Pistia Stratiotes Lin. ( ) H. 
kumBa		3a	2	2	0		Hure ŚABDAM. _im_ ŚKDR
kumBa		3b	1	1	0		nom. act. von VOP. 26,192 , v. l
kumBa		4a	1	1	0		N. einer Pflanze, Ipomoea Turpethum R. Br. ( ), H. an
kumBa		4b	4	4	0		ein best. wohlriechendes Harz ( s. ) AK. 2,4,2,14 . H. an. MED. Nach einer anderen Trennung des Textes im AK. auch und .
kumBa		1k	1	1	0		ein best. Theil des Bettstollens VARĀH. BṚH. S. 79,29. fg. [Page5-1309]
kumBa		1l	1	1	0		Bez. eines best. über Waffen gesprochenen Zauberspruches R. GORR. 1,31,7
kumBa		3c	2	2	0		= MED. t. 203 . = H. an. 4,111 . — Vgl
Gana		1a	49	49	0		compact: SUŚR. 1,16,8 . fest, hart: 257,17 . 2,44,19 . 2,7 . 1,322,7 . YĀJÑ. 3,89 . RAGH. 11,18 . BHARTṚ. 1,17 . CAURAP.
Gana		1b	1	1	0		dunkel, von Farben: eine dunkle Hautfarbe habend BHĀG. P. 4,5,3 ; vgl
Gana		1c	3	3	0		tief, von Tönen: MBH. 1,6680 . VARĀH. BṚH. S. 42 (, 19 . RĀJA-TAR. 5,377
Gana		1d	3	3	0		zusammengefasst, ganz, all: das ganze Vermögen UPAK. 24 ( KATHĀS. 4,26 eine ganz andere Lesart). des Bösen, der nichts m
Gana		2a	19	19	0		eine compacte Masse, Klumpen u. s. w. : ŚAT. BR. 14,7,3,13 . R. 5,16,55 . 6,35,12 . MBH. 3,11555 . HARIV. 4298 . vom Föt
Gana		2b	23	23	0		Wolke AK. 1,1,2,9 . 3,4,18,113 . TRIK. 3,3,237 . H. 164 . H. an. MED. MBH. 1,5374 . 12,12405 (unterschieden von ). DAŚ. 
Gana		2c	3	3	0		Talk (wie auch andere Synonyme von Wolke; vgl. und H. 1051 ) RĀJAN. _im_ ŚKDR
Gana		2d	9	9	1		die knollige Wurzel von Cyperus hexastachyus communis Nees. (wie alle Synonyme von Wolke; vgl. AK. 2,4,25 . H. 1193 ) TR
Gana		2e	2	2	0		Phlegma, Schleim ( s. ) RĀJAN. _im_ ŚKDR
Gana		2f	4	4	0		Körper H. 564 . RĀJAN. _im_ ŚKDR / f〉 HALĀY. 2,355
Gana		2g	7	7	0		Kubus COLEBR. Alg. 10 . 11 . = 3×3×3 = 27 VARĀH. L. JĀT. 1,21 . 13,2 / g〉 ( d. i. siebenundzwanzig Yuga ) SŪRYAS. 1,22 .
Gana		2h	4	4	0		eine Art den Veda zu schreiben COLEBR. Misc. Ess. I, 21 . Verz. d. B. H. No. 368 / h〉 vgl. Ind. St. 3,269 / h〉 Ind. Anti
Gana		3a	0	0	0		=
Gana		3b	2	2	0		= RĀJAN. _im_ ŚKDR
Gana		4a	6	6	0		Schlaginstrument AK. 1,1,7,4 . TRIK. 3,3,237 . H. 286 . H. an. MED. HARIV. 8688
Gana		4b	1	1	0		Eisen H. 1037
Gana		4c	1	1	0		Zinn H. ś. 160
Gana		4d	3	3	0		= RĀJAN. _im_ ŚKDR. Eher die aromatische Rinde der Laurus Cassia als Rinde, Haut überh. , wie WILSON annimmt
Gana		4e	5	5	0		das gemässigte Tempo beim Tanz AK. 1,1,7,9 . H. 292 . H. an. MED. — III〉 nom. act. m. das Erschlagen: ṚV. 6,26,8
Bavya		1a	31	31	0		gegenwärtig; n. Gegenwart; Dasein, Bestand; = P. 3,4,68 , Sch. ṚV. 1,129,6 . 10,55,2 . 58,6 . 90,2 . AV. 6,115,2 . 9 . 1
Bavya		1b	10	10	0		zukünftig, = H. an. 2,373. fg. MED. y. 41 . AIT. BR. 4,6 . MĀRK. P. 79,7 . PAÑCAR. 4,3,49 ; vgl. Ind. St. 1,113 . in der
Bavya		1c	0	0	0		im Begriff stehend zu werden; s
Bavya		1d	2	2	0		impers. zu sein: er muss (es) sein P. 3,4,68 , Sch. VOP. 26,3
Bavya		1e	6	6	0		ut esse debet, entsprechend, angemessen; = P. 5,3,104 . AK. 3,4,24 . 156 . = H. an. MED. BHĀG. P. 4,14,30
Bavya		1f	27	27	0		hübsch, schön; von Personen KATHĀS. 21,21 . 25,162 . 201 . 29,104 . 34,132 . 36,1 . 38,93 . 43,15 . VID. 288 . Spr. 2366
Bavya		1g	12	12	0		gut, ausgezeichnet, vorzüglich: von Personen KUMĀRAS. 1,22 . Spr. 2028 . BHĀG. P. 1,15,17 . 3,5,36 , v. l. PAÑCAR. 4,3,6
Bavya		1h	2	2	0		geneigt: (= Schol. ) R. 1,62,7 ( 64,6 GORR. )
Bavya		1i	9	9	0		glücklich: (= Schol. ) BHĀG. P. 3,5,3 . RAGH. 17,53 . Spr. 4656 . = AK. 1,1,4,4 . H. ś. 1 . HALĀY. 1,122 / i〉 KATHĀS. 53
Bavya		1k	2	2	0		wahr H. an. MED
Bavya		2a	12	12	2		N. einer Pflanze, Averrhoa Carambola Lin. ( n. die Frucht) H. an. MED. MBH. 13,2836 . HARIV. 12680 . R. 2,94,8 ( 103,8 G
Bavya		2b	2	2	0		eine Klasse von Göttern unter dem Manu Cākṣuṣa VP. 263 . MĀRK. P. 76,51
Bavya		2c	2	2	0		N. pr. eines Sohnes des Dhruva (Polarsterns) HARIV. 67 . VP. 98
Bavya		2d	5	5	0		N. pr. eines Sohnes des Priyavrata VP. 162 . 199 . MĀRK. P. 53,15 . 18 . 20
Bavya		2e	7	7	0		N. pr. eines buddhistischen Lehrers VYUTP. 90 . WASSILJEW 207 . 225 . 228 . 260 . 266 . 381. fg
Bavya		3a	2	2	0		Bein. der Umā ( Pārvatī ) H. an. MED
Bavya		3b	2	2	0		= H. an. = MED. Piper Chaba W. Hunt. ; falsche Form für
Bavya		4a	2	2	0		Knochen H. an. MED
Bavya		4b	3	3	0		die Frucht der Averrhoa Carambola Lin. ; s. u. 2,a. die Frucht der Dillenia indica RĀJAN. _im_ ŚKDR. = H. an
mADava		1a	3	3	0		zum Frühling in Beziehung stehend: an einem Frühlingstage HARIV. 12013 . Frühlingspracht VIKR. 23 . KATHĀS. 45,336
mADava		1b	1	1	1		den Nachkommen des Madhu , den Yādava eigen, bei ihnen sich findend: so v. a. das Glück der Yādava HARIV. 9597
mADava		2a	20	20	0		proparox. Bez. des zweiten Frühlingsmonates P. 4,4,129 . AK. 1,1,3,16 . TRIK. 3,3,420 . H. 153 . 3,708. fg. MED. v. 47 .
mADava		2b	7	7	0		Frühling H. an. MED. R. 1,64,6 . MĀLAV. 40 . 83 . KUMĀRAS. 4,28 . PAÑCAR. 1,7,29 (wohl st. zu lesen)
mADava		2c	2	2	1		Bassia latifolia und eine best. Hülsenfrucht ( ) RĀJAN. _im_ ŚKDR
mADava		2d	23	23	0		ein Sohn oder Nachkomme Madhu ʼs, ein Mann aus Yadu ʼs Geschlecht (ein Sohn Yadu ʼs heisst Mādhava HARIV. 5206 . 5215 . 
mADava		2e	2	2	0		als Bein. Indra ʼs wohl nur eine Verwechselung mit Spr. 2367 . 3637 , v. l
mADava		2f	28	28	0		N. pr. eines Sohnes des 3ten Manu (hier als Monatsname) HARIV. 424 . eines der sieben Weisen unter Manu Bhautya MĀRK. P.
mADava		3a	2	2	0		Honigzucker H. an. MED
mADava		3b	3	3	0		ein berauschendes Getränk (aus Honig) TRIK. 2,10,15 . H. an. MED
mADava		3c	14	14	0		Gaertnera racemosa (die Frühlingsblume; vgl. ) H. 1147 . H. an. MED. HALĀY. 2,53 . MEGH. 76 . VIKR. 23 ( v. l. ). BHĀG. 
mADava		3d	2	2	0		Kupplerin H. an. MED
mADava		3e	2	2	0		Gedeihen des Hausviehes ( ) MED / e〉 zu streichen. — als Bez. der Erde ( vgl. Nachträge) VP. 1,4,20
mADava		3f	3	3	0		ein Frauenzimmer aus Madhu ʼs oder Yadu ʼs Geschlecht: Anantā (Gattin Janamejaya ʼs) MBH. 1,3765 . Saṃpriyā (Gattin Vidū
mADava		3g	3	3	0		N. der Dākṣāyaṇī in Śrīśaila Verz. d. Oxf. H. 39,b,3 . = Durgā ŚABDAR. _im_ ŚKDR
mADava		3h	1	1	0		N. pr. einer der Mütter im Gefolge Skanda ʼs MBH. 9,2625
mADava		3i	1	1	0		N. pr. einer Tochter Yayāti ʼs MBH. 5,3930
mADava		3k	2	2	0		Titel eines Commentars (wohl nach dem Verfasser Mādhava so genannt) zum AK. COLEBR. Misc. Ess. II, 55
mADava		4	2	2	0		n. Süsse WILSON . — Vgl. und (in der 2ten Bed. auch MBH. 4,454 )
anta		2	3	3	0		m. Ende eines Gewebes, Zeltelende, Leiste, Saum: ṚV. 1,37,6 . AV. 14,1,45 . 2,51
anta		3	24	24	0		m. Nähe H. an. 2,157 . VAIJ. beim Sch. zu ŚIŚ. 20,22 . und KIR. 6,17 . ṚV. 1,30,21 . 10,34,4 . M. 4,116 . 11,78 . YĀJÑ. 
anta		4a	1	1	0		der vorangehende Begriff bezeichnet speciell das Ende des 3ten Begriffs: (schliesslich in Asche aufgehend) ĪŚOP. 17
anta		4b	3	3	0		der vorangehende Begriff ist die Veranlassung, dass der 3te Begriff sein Ende erreicht: (durch Streit ihr Ende erreichen
anta		4c	2	2	0		das Ende des vorangehenden und des 3ten Begriffs fallen zusammen: (nach Abfluss von 1000 Yuga sein Ende erreichend) M. 1
anta		4d	2	2	0		der 3te Begriff steht in genauer Verbindung mit dem Ende des vorangehenden Begriffs: eine Strafe, die mit dem Ende des L
anta		5	16	16	0		m. Lebensende, Tod, Vernichtung AK. 2,8,2,85 . 3,4,43 . TRIK. 3,3,145 . H. an. 2,157 . MED. t. 2 . VAIJ. a. a. O. ŚAT. B
anta		6	13	13	0		m. Lösung, Enthüllung, Entwirrung ( ) H. 1374 . an. 2,157 . VAIJ. a. a. O. ( ŚAṂK. : ) ŚAT. BR. 14,7,1,41 . = BṚH. ĀR. U
anta		7	1	1	0		Inbegriff, Gesammtheit: VET. 21,2 . Hierher gehört vielleicht auch und
anta		8	8	8	0		Endsilbe, Endung, Auslaut P. 6,2,92 . 143 . 8,4,20 . ein Patronymicum AK. 3,3,40 . ( COLEBR. 39 .) auf ein kurzes a ausl
anta		9	2	2	0		das letzte Wort einer Zusammensetzung: TRIK. 2,1,5 / 9〉 in dem aus TRIK. angeführten Beispiele bedeutet das Innere, Inha
anta		10	1	1	1		Pause VOP. 2,43
anta		11	2	2	0		eine ungeheure Zahl: R. 4,38,55 . Sch. : . Vgl. , wie vielleicht hier zu lesen ist / 11〉 100,000 Millionen VS. 17,2
anta		12	5	5	0		Art ( ) m. MED. t. 2 . VAIJ. a. a. O. n. TRIK. 3,3,145 . H. an. 2,157 . (derartig) M. 1,50
anta		13	8	7	0		m. Zustand: (den Zustand des Schlafes) (den Zustand des Wachens) BṚH. ĀR. UP. 4,3,18 . 16 . 17 . CHĀND. UP. 6,8,1 . R. 5
anta		14	5	5	0		das Innere: (im Wasser) PAÑCAT. 208,5 . (in den Brunnen) II, 86 . 211,24 . Hierher gehört wohl auch R. 4,48,14 . und vie
anta		15	5	5	0		m. = VAIJ. beim Sch. zu KIR. 6,17 (zu ŚIŚ. 20,22 : ). = ŚABDĀRṆ. beim Sch. zu ŚIŚ. 4,40 ( st. ist zu lesen)
anta		16	2	2	0		adj. nahe TRIK. 3,3,145 (lies st. ). MED. t. 2
anta		17	8	8	0		lieblich, angenehm, = ŚABDĀRṆ. beim Sch. zu ŚIŚ. 4,40 . = VIŚVA _im_ ŚKDR / 17〉 auch VIŚVA _bei_ UJJVAL. _zu_ UṆĀDIS. 3,
ananta		1	24	24	0		adj. f. unendlich (nach Ausdehnung, Zahl, Dauer, innerer Kraft u. s. w. ) AK. 3,4,84 . TRIK. 3,3,144 . H. an. 3,240 . ME
ananta		2a	6	6	1		ein Beiname Viṣṇu ʼs oder Kṛṣṇa ʼs TRIK. 1,1,28 . 3,3,144 . H. an. 3,240 . MED. t. 81 . VOP. 5,21 . HARIV. 12320
ananta		2b	1	1	0		ein Beiname Baladeva ʼs, des ältern Bruders von Kṛṣṇa , H. 224
ananta		2c	2	2	0		ein Beiname Rudra ʼs Ind. St. I, 385 . Śiva ʼs, ŚIV
ananta		2d	10	10	0		Śeṣa , der König der Nāga ʼs, AK. 1,2,1,5 . TRIK. 1,2,6 . 3,3,144 . H. 1307 . an. 3,240 . MED. t. 81 . BHAG. 10,29 . MBH
ananta		2e	2	2	0		Vāsuki , ein anderer König der Schlangen, ŚABDĀRṆ. _im_ ŚKDR
ananta		2f	1	1	0		Name eines der Viśvedeva ʼs HARIV. 11542
ananta		2g	2	2	0		Name des 14ten Arhant ʼs der gegenwärtigen Avasarpiṇī H. 29 . an. 3,240 ; vgl. und
ananta		2h	3	3	0		ein häufig vorkommender Mannsname LIA. I, Anh. XXVII, N. 4 . Z. d. d. m. G. II, 341, No. 184 . Verz. d. B. H
ananta		2i	2	2	0		Name einer Pflanze, Vitex Negundo ( ), RĀJAN. _im_ ŚKDR
ananta		2k	1	1	0		mystische Bezeichnung des Buchstabens Ind. St. II, 316 . [Page1-0170]
ananta		3a	4	4	0		Erde AK. 2,1,2 . H. 936 . an. 3,240 . MED. t. 82
ananta		3b	3	3	0		Śiva ʼs Gemahlin Pārvatī H. ś. 52 . an. 3,241 . MED. t. 82
