anchor_key_slp1	anchor_id	n_records	status	best_tier	evidence_count
dfpta	kochergina:e6791	1	corpus-gap	-	0
dfti	kochergina:e6825	1	attested	exact	58
dfvan	kochergina:e6846	1	attested	exact	1
dfzad	kochergina:e6794	1	attested	exact	106
dfzad-upalA	kochergina:e6797	1	corpus-gap	-	0
dfzad-upala	kochergina:e6796	1	corpus-gap	-	0
dfzadolUKala	kochergina:e6795	1	corpus-gap	-	0
dfzat-kaRa	kochergina:e6799	1	corpus-gap	-	0
dfzta-pUrva	kochergina:e6809	1	corpus-gap	-	0
dfzwAnta	kochergina:e6808	1	attested	exact	109
dfzwArTa	kochergina:e6810	1	attested	exact	8
dfzwa	kochergina:e6806	1	attested	exact	29
dfzwa-Sruta	kochergina:e6811	1	corpus-gap	-	0
dfzwa-doza	kochergina:e6807	1	corpus-gap	-	0
dfzwi	kochergina:e6812	1	attested	exact	998
dfzwi-gocara	kochergina:e6813	1	corpus-gap	-	0
dfzwi-kzama	kochergina:e6814	1	corpus-gap	-	0
dfzwi-kzepa	kochergina:e6815	1	corpus-gap	-	0
dfzwi-pAta	kochergina:e6817	1	corpus-gap	-	0
dfzwi-paTa	kochergina:e6818	1	corpus-gap	-	0
dfzwi-prasAda	kochergina:e6819	1	corpus-gap	-	0
dfzwi-vikzepa	kochergina:e6820	1	corpus-gap	-	0
dfzwimant	kochergina:e6816	1	corpus-gap	-	0
dfzwvA	kochergina:e6821	1	corpus-gap	-	0
dfṁh	kochergina:e6783	1	corpus-gap	-	0
diDakz	kochergina:e6436	1	attested	exact	35
diDakzA	kochergina:e6437	1	attested	exact	3
diDakzU	kochergina:e6438	1	corpus-gap	-	0
diDikz	kochergina:e6440	1	corpus-gap	-	0
diDizU	kochergina:e6442	1	attested	exact	12
diDizu	kochergina:e6441	1	attested	exact	2
diN-maRqala	kochergina:e6497	1	corpus-gap	-	0
diN-muKa	kochergina:e6498	1	corpus-gap	-	0
diN-nATa	kochergina:e6500	1	corpus-gap	-	0
diN-nAga	kochergina:e6499	1	corpus-gap	-	0
diS	kochergina:e6586	2	attested	exact	4018
diSA	kochergina:e6588	1	attested	exact	24
diSya	kochergina:e6592	1	attested	exact	11
didfkz	kochergina:e6449	1	attested	exact	34
didfkzA	kochergina:e6450	1	attested	exact	64
didfkzeRya	kochergina:e6451	1	attested	exact	2
didfkzeya	kochergina:e6452	1	attested	exact	1
didfkzu	kochergina:e6453	1	attested	exact	93
didikz	kochergina:e6446	1	corpus-gap	-	0
diditsu	kochergina:e6447	1	corpus-gap	-	0
didyut	kochergina:e6454	1	attested	exact	16
dig	kochergina:e187	1	corpus-gap	-	0
dig-	kochergina:e187	1	corpus-gap	-	0
dig-BAga	kochergina:e6461	1	corpus-gap	-	0
dig-aDipa	kochergina:e6455	1	corpus-gap	-	0
dig-ambarI	kochergina:e6458	1	corpus-gap	-	0
dig-ambara	kochergina:e6456	1	corpus-gap	-	0
dig-ambaratva	kochergina:e6457	1	corpus-gap	-	0
dig-anta	kochergina:e6459	1	corpus-gap	-	0
dig-antara	kochergina:e6460	1	corpus-gap	-	0
dig-dAha	kochergina:e6462	1	corpus-gap	-	0
dig-deSa	kochergina:e6463	1	corpus-gap	-	0
dig-gaja	kochergina:e6465	1	corpus-gap	-	0
dig-jaya	kochergina:e6466	1	corpus-gap	-	0
dig-vAraRa	kochergina:e6467	1	corpus-gap	-	0
dig-vAsas	kochergina:e6469	1	corpus-gap	-	0
dig-vasana	kochergina:e6468	1	corpus-gap	-	0
dig-viBAga	kochergina:e6470	1	corpus-gap	-	0
dig-vijaya	kochergina:e6471	1	corpus-gap	-	0
digDa	kochergina:e6464	1	attested	exact	12
dih	kochergina:e6472	1	attested	exact	185
dik-cakra	kochergina:e6473	1	corpus-gap	-	0
dik-karin	kochergina:e6476	1	corpus-gap	-	0
dik-kuYjara	kochergina:e6477	1	corpus-gap	-	0
dik-pAla	kochergina:e6478	1	corpus-gap	-	0
dik-paTa	kochergina:e6479	1	corpus-gap	-	0
dik-pati	kochergina:e6480	1	corpus-gap	-	0
dikCabda	kochergina:e6475	1	corpus-gap	-	0
dikcakra-vAla	kochergina:e6474	1	corpus-gap	-	0
dilIpa	kochergina:e6488	1	attested	exact	65
dilIpa-sUnu	kochergina:e6489	1	corpus-gap	-	0
dinADISa	kochergina:e6508	1	corpus-gap	-	0
dinADinATa	kochergina:e6507	1	attested	exact	1
dinAnta	kochergina:e6520	1	attested	exact	1
dinArDa	kochergina:e6523	1	corpus-gap	-	0
dinAvasAna	kochergina:e6528	1	corpus-gap	-	0
dina	kochergina:e6501	1	attested	exact	2417
dina-Bartar	kochergina:e6504	1	corpus-gap	-	0
dina-kArya	kochergina:e6512	1	corpus-gap	-	0
dina-kara	kochergina:e6509	1	corpus-gap	-	0
dina-kartar	kochergina:e6510	1	corpus-gap	-	0
dina-kartavya	kochergina:e6511	1	corpus-gap	-	0
dina-kzaya	kochergina:e6513	1	corpus-gap	-	0
dina-maRi	kochergina:e6516	1	corpus-gap	-	0
dina-muKa	kochergina:e6517	1	corpus-gap	-	0
dina-nATa	kochergina:e6519	1	corpus-gap	-	0
dina-naktam	kochergina:e6518	1	corpus-gap	-	0
dina-pati	kochergina:e6521	1	corpus-gap	-	0
dineSa	kochergina:e6531	1	attested	exact	3
dineSvara	kochergina:e6532	1	attested	exact	3
dinodaya	kochergina:e6533	1	corpus-gap	-	0
dipsu	kochergina:e6545	1	attested	exact	4
dirGa-jIvin	kochergina:e6559	1	corpus-gap	-	0
dirGa-muKa	kochergina:e6564	1	corpus-gap	-	0
dita	kochergina:e6593	1	corpus-gap	-	0
diti	kochergina:e6594	2	attested	exact	158
diti-ja	kochergina:e6596	1	corpus-gap	-	0
dits	kochergina:e6597	1	attested	exact	53
ditsA	kochergina:e6598	1	attested	exact	3
ditsu	kochergina:e6599	1	attested	exact	11
dityOhI	kochergina:e6600	1	attested	exact	5
dityavAw	kochergina:e6602	1	corpus-gap	-	0
dityavah	kochergina:e6601	1	attested	exact	7
div	kochergina:e6603	2	attested	exact	4071
div-Adi	kochergina:e6609	1	corpus-gap	-	0
divA-BIta	kochergina:e6605	1	corpus-gap	-	0
divA-cArin	kochergina:e6607	1	corpus-gap	-	0
divA-cara	kochergina:e6606	1	corpus-gap	-	0
divA-kIrti	kochergina:e6611	1	corpus-gap	-	0
divA-kIrtya	kochergina:e6612	1	corpus-gap	-	0
divA-kara	kochergina:e6610	1	corpus-gap	-	0
divA-naktam	kochergina:e6614	1	corpus-gap	-	0
divA-nidrA	kochergina:e6617	1	corpus-gap	-	0
divA-rAtram	kochergina:e6619	1	corpus-gap	-	0
divA-svapna	kochergina:e6630	1	corpus-gap	-	0
divA-tana	kochergina:e6631	1	corpus-gap	-	0
divA-tara	kochergina:e6632	1	corpus-gap	-	0
divAdi	kochergina:e6608	1	attested	exact	1
divAnDa	kochergina:e6615	1	attested	exact	3
divAniSam	kochergina:e6618	1	attested	exact	61
divOkas	kochergina:e6633	1	attested	exact	252
divaN-gama	kochergina:e6616	1	corpus-gap	-	0
divas-pati	kochergina:e6628	1	corpus-gap	-	0
divas-pfTivI	kochergina:e6629	1	corpus-gap	-	0
divasa	kochergina:e6620	1	attested	exact	852
divasa-cara	kochergina:e6621	1	corpus-gap	-	0
divasa-kara	kochergina:e6622	1	corpus-gap	-	0
divasa-kft	kochergina:e6623	1	corpus-gap	-	0
divasa-kzaya	kochergina:e6624	1	corpus-gap	-	0
divasa-muKa	kochergina:e6625	1	corpus-gap	-	0
divasa-naTa	kochergina:e6626	1	corpus-gap	-	0
divaseSvara	kochergina:e6627	1	attested	exact	1
divi	kochergina:e6634	1	attested	exact	8
divi-cara	kochergina:e6635	1	corpus-gap	-	0
divi-gata	kochergina:e6637	1	corpus-gap	-	0
divi-jA	kochergina:e6639	1	corpus-gap	-	0
divi-ja	kochergina:e6638	1	corpus-gap	-	0
divi-kzaya	kochergina:e6640	1	corpus-gap	-	0
divi-kzit	kochergina:e6641	1	corpus-gap	-	0
divi-spfS	kochergina:e6644	1	corpus-gap	-	0
divi-spfSant	kochergina:e6645	1	corpus-gap	-	0
divi-zWa	kochergina:e6646	1	corpus-gap	-	0
divi-zad	kochergina:e6643	1	corpus-gap	-	0
divicArin	kochergina:e6636	1	attested	exact	1
divira	kochergina:e6642	1	attested	exact	21
divit	kochergina:e6648	1	attested	exact	1
divitmant	kochergina:e6649	1	corpus-gap	-	0
divizwi	kochergina:e6647	1	attested	exact	15
divyAkfti	kochergina:e6655	1	corpus-gap	-	0
divyOzaDa	kochergina:e6664	1	attested	exact	23
divya	kochergina:e6650	1	attested	exact	3833
divya-cakzus	kochergina:e6651	1	corpus-gap	-	0
divya-darSin	kochergina:e6652	1	corpus-gap	-	0
divya-dfS	kochergina:e6653	1	corpus-gap	-	0
divya-jYAna	kochergina:e6654	1	corpus-gap	-	0
divya-mAnuza	kochergina:e6656	1	corpus-gap	-	0
divya-nArI	kochergina:e6657	1	corpus-gap	-	0
divya-puruza	kochergina:e6658	1	corpus-gap	-	0
divya-rUpa	kochergina:e6659	1	corpus-gap	-	0
divya-saNkASa	kochergina:e6660	1	corpus-gap	-	0
divya-strI	kochergina:e6661	1	corpus-gap	-	0
divya-vijYAnavant	kochergina:e6665	1	corpus-gap	-	0
divyatA	kochergina:e6662	1	attested	exact	1
divyatva	kochergina:e6663	1	corpus-gap	-	0
dizwAnta	kochergina:e6590	1	attested	exact	13
dizwa	kochergina:e6589	1	attested	exact	92
dizwi	kochergina:e6591	1	attested	exact	375
doDaka	kochergina:e6666	1	corpus-gap	-	0
doDat	kochergina:e6667	1	corpus-gap	-	0
doGa	kochergina:e6671	1	attested	exact	3
doH-SAlin	kochergina:e6679	1	corpus-gap	-	0
dogDar	kochergina:e6668	1	corpus-gap	-	0
dogDrI	kochergina:e6670	1	attested	exact	11
dogDra	kochergina:e6669	1	attested	exact	3
doha	kochergina:e6672	1	attested	exact	128
dohada	kochergina:e6673	1	attested	exact	33
dohada-lakzaRa	kochergina:e6674	1	corpus-gap	-	0
dohadin	kochergina:e6675	1	attested	exact	2
dohala	kochergina:e6676	1	corpus-gap	-	0
dohana	kochergina:e6677	1	attested	exact	48
dohas	kochergina:e6678	1	attested	exact	10
dolA	kochergina:e6681	1	attested	exact	105
dolArUQa	kochergina:e6682	1	corpus-gap	-	0
dola	kochergina:e6680	1	corpus-gap	-	0
dor-daRqa	kochergina:e6686	1	corpus-gap	-	0
doraka	kochergina:e6685	1	attested	exact	4
dos	kochergina:e6687	1	attested	exact	149
dozA	kochergina:e6689	1	attested	exact	33
dozA-kara	kochergina:e6693	1	corpus-gap	-	0
dozA-ramaRa	kochergina:e6699	1	corpus-gap	-	0
dozA-tana	kochergina:e6700	1	corpus-gap	-	0
dozAkzara	kochergina:e6694	1	corpus-gap	-	0
dozAya	kochergina:e6704	1	corpus-gap	-	0
doza	kochergina:e6688	1	attested	exact	4712
doza-grAhin	kochergina:e6690	1	corpus-gap	-	0
doza-guRa	kochergina:e6691	1	corpus-gap	-	0
doza-jYa	kochergina:e6692	1	corpus-gap	-	0
dozaRya	kochergina:e6698	1	attested	exact	3
dozala	kochergina:e6695	1	attested	exact	18
dozamaya	kochergina:e6696	1	corpus-gap	-	0
dozan	kochergina:e6697	1	attested	exact	4
dozatas	kochergina:e6701	1	attested	exact	1
dozavant	kochergina:e6702	1	corpus-gap	-	0
dozay	kochergina:e6703	1	corpus-gap	-	0
dozin	kochergina:e6705	1	attested	exact	4
dozmant	kochergina:e6706	1	corpus-gap	-	0
drA	kochergina:e6709	2	attested	exact	21
drAGIyas	kochergina:e6718	1	attested	exact	18
drAGiman	kochergina:e6715	1	attested	exact	1
drAGiyaṁs	kochergina:e6717	1	corpus-gap	-	0
drAGizWa	kochergina:e6716	1	attested	exact	7
drAk	kochergina:e6719	1	attested	exact	21
drAkzA	kochergina:e6721	1	attested	exact	250
drAkzA-rasa	kochergina:e6722	1	corpus-gap	-	0
drAkza	kochergina:e6720	1	attested	exact	2
drApi	kochergina:e6726	2	attested	exact	8
drAvaRa	kochergina:e6737	1	attested	exact	89
drAvayat-saKa	kochergina:e6742	1	corpus-gap	-	0
drAvayitnu	kochergina:e6743	1	attested	exact	1
drAviqa	kochergina:e6746	1	attested	exact	11
drOpadi	kochergina:e6733	1	corpus-gap	-	0
drU	kochergina:e6828	1	attested	exact	3
draDas	kochergina:e6711	1	attested	exact	1
draNgA	kochergina:e6724	1	corpus-gap	-	0
draNga	kochergina:e6723	1	attested	exact	2
draQIyas	kochergina:e6714	1	corpus-gap	-	0
draQiman	kochergina:e6712	1	attested	exact	4
draQizWa	kochergina:e6713	1	corpus-gap	-	0
dranADipa	kochergina:e6725	1	corpus-gap	-	0
drapsa	kochergina:e6728	1	attested	exact	114
drapsavant	kochergina:e6729	1	corpus-gap	-	0
drapsin	kochergina:e6730	1	attested	exact	1
drava	kochergina:e6734	1	attested	exact	1161
dravaRa	kochergina:e6736	1	attested	exact	4
dravamaya	kochergina:e6735	1	corpus-gap	-	0
dravara	kochergina:e6738	1	attested	exact	1
dravat	kochergina:e6739	1	corpus-gap	-	0
dravatA	kochergina:e6740	1	corpus-gap	-	0
dravatva	kochergina:e6741	1	corpus-gap	-	0
dravi	kochergina:e6744	1	attested	exact	2
draviRADipati	kochergina:e6748	1	attested	exact	2
draviRa	kochergina:e6747	1	attested	exact	331
draviRas	kochergina:e6749	1	attested	exact	66
draviRavant	kochergina:e6750	1	corpus-gap	-	0
draviReSvara	kochergina:e6751	1	corpus-gap	-	0
draviRo-dA	kochergina:e6753	1	corpus-gap	-	0
draviRo-da	kochergina:e6752	1	corpus-gap	-	0
draviRo-das	kochergina:e6754	1	corpus-gap	-	0
draviRovid	kochergina:e6755	1	corpus-gap	-	0
draviqa	kochergina:e6745	1	attested	exact	24
dravitar	kochergina:e6756	1	corpus-gap	-	0
dravitnu	kochergina:e6757	1	attested	exact	6
dravyASrita	kochergina:e6761	1	corpus-gap	-	0
dravya	kochergina:e6758	2	attested	exact	2415
dravya-jAta	kochergina:e6760	1	corpus-gap	-	0
dravya-vfdDi	kochergina:e6763	1	corpus-gap	-	0
dravyavant	kochergina:e6762	1	corpus-gap	-	0
drazwar	kochergina:e6731	1	corpus-gap	-	0
drazwavya	kochergina:e6732	1	corpus-gap	-	0
droGa	kochergina:e6785	1	attested	exact	5
droRa	kochergina:e6788	1	attested	exact	2078
droRya	kochergina:e6789	1	attested	exact	1
drogDar	kochergina:e6784	1	corpus-gap	-	0
droha	kochergina:e6786	1	attested	exact	100
droha-BAva	kochergina:e6787	1	corpus-gap	-	0
dru	kochergina:e6826	2	attested	exact	1111
dru-pada	kochergina:e6840	1	corpus-gap	-	0
druGaRa	kochergina:e6830	1	attested	exact	5
drugDa	kochergina:e6829	1	attested	exact	3
druh	kochergina:e6831	2	attested	exact	151
druhu	kochergina:e6833	1	attested	exact	2
druhvan	kochergina:e6834	1	attested	exact	7
druhyu	kochergina:e6835	1	attested	exact	49
drumAgra	kochergina:e6837	1	corpus-gap	-	0
drumAya	kochergina:e6839	1	corpus-gap	-	0
druma	kochergina:e6836	1	attested	exact	763
drumamaya	kochergina:e6838	1	corpus-gap	-	0
druta	kochergina:e6841	1	attested	exact	27
druta-pada	kochergina:e6842	1	corpus-gap	-	0
druta-vilambita	kochergina:e6844	1	corpus-gap	-	0
drutatva	kochergina:e6843	1	attested	exact	5
druti	kochergina:e6845	1	attested	exact	279
du	kochergina:e6847	1	attested	exact	84
duDi	kochergina:e6850	1	attested	exact	2
duDita	kochergina:e6852	1	attested	exact	3
duDra	kochergina:e6853	1	attested	exact	9
duGA	kochergina:e6857	1	attested	exact	3
duGa	kochergina:e6856	1	attested	exact	75
duH	kochergina:e189	2	corpus-gap	-	0
duH-	kochergina:e189	2	corpus-gap	-	0
duH-SAsana	kochergina:e6891	1	corpus-gap	-	0
duH-SAsus	kochergina:e6892	1	corpus-gap	-	0
duH-SIla	kochergina:e6895	1	corpus-gap	-	0
duH-SIlatA	kochergina:e6896	1	corpus-gap	-	0
duH-SalA	kochergina:e6888	1	corpus-gap	-	0
duH-Sala	kochergina:e6887	1	corpus-gap	-	0
duH-Seva	kochergina:e6893	1	corpus-gap	-	0
duH-Sikzita	kochergina:e6894	1	corpus-gap	-	0
duH-Sizya	kochergina:e6897	1	corpus-gap	-	0
duH-kfta	kochergina:e6884	1	corpus-gap	-	0
duH-sADya	kochergina:e6885	1	corpus-gap	-	0
duH-sTa	kochergina:e6900	1	corpus-gap	-	0
duH-sTita	kochergina:e6901	1	corpus-gap	-	0
duH-sTiti	kochergina:e6902	1	corpus-gap	-	0
duH-saha	kochergina:e6886	1	corpus-gap	-	0
duH-sparSa	kochergina:e6898	1	corpus-gap	-	0
duH-spfSa	kochergina:e6899	1	corpus-gap	-	0
duH-svapna	kochergina:e6903	1	corpus-gap	-	0
duH-zama	kochergina:e6889	1	corpus-gap	-	0
duH-zanta	kochergina:e6890	1	corpus-gap	-	0
duH-zvapnya	kochergina:e6905	1	corpus-gap	-	0
duHKAkara	kochergina:e6868	1	corpus-gap	-	0
duHKAkula	kochergina:e6869	1	corpus-gap	-	0
duHKAnta	kochergina:e6871	1	attested	exact	29
duHKArta	kochergina:e6872	1	corpus-gap	-	0
duHKAya	kochergina:e6877	1	corpus-gap	-	0
duHKa	kochergina:e6862	1	attested	exact	3303
duHKa-BAgin	kochergina:e6863	1	corpus-gap	-	0
duHKa-BAj	kochergina:e6864	1	corpus-gap	-	0
duHKa-SIla	kochergina:e6873	1	corpus-gap	-	0
duHKa-graha	kochergina:e6865	1	corpus-gap	-	0
duHKa-han	kochergina:e6866	1	corpus-gap	-	0
duHKa-kara	kochergina:e6867	1	corpus-gap	-	0
duHKa-moha	kochergina:e6870	1	corpus-gap	-	0
duHKa-sparSa	kochergina:e6874	1	corpus-gap	-	0
duHKa-vega	kochergina:e6876	1	corpus-gap	-	0
duHKa-yantra	kochergina:e6878	1	corpus-gap	-	0
duHKa-yoga	kochergina:e6879	1	corpus-gap	-	0
duHKata	kochergina:e6875	1	corpus-gap	-	0
duHKin	kochergina:e6880	1	attested	exact	52
duHKita	kochergina:e6881	1	attested	exact	524
duHKopaGAta	kochergina:e6882	1	corpus-gap	-	0
duHKopaSamana	kochergina:e6883	1	corpus-gap	-	0
duHsvapna-darSana	kochergina:e6904	1	corpus-gap	-	0
duS	kochergina:e192	1	corpus-gap	-	0
duS-	kochergina:e192	1	corpus-gap	-	0
duS-Cid	kochergina:e7175	1	corpus-gap	-	0
duS-cArin	kochergina:e7168	1	corpus-gap	-	0
duS-cAritra	kochergina:e7170	1	corpus-gap	-	0
duS-cara	kochergina:e7167	1	corpus-gap	-	0
duS-carita	kochergina:e7169	1	corpus-gap	-	0
duS-carman	kochergina:e7171	1	corpus-gap	-	0
duS-cetas	kochergina:e7174	1	corpus-gap	-	0
duS-cezwA	kochergina:e7172	1	corpus-gap	-	0
duS-cezwita	kochergina:e7173	1	corpus-gap	-	0
duS-cit	kochergina:e7176	1	corpus-gap	-	0
duS-citta	kochergina:e7177	1	corpus-gap	-	0
duS-cyAva	kochergina:e7178	1	corpus-gap	-	0
duS-cyavana	kochergina:e7179	1	corpus-gap	-	0
ducCunA	kochergina:e6848	1	attested	exact	27
dugDa	kochergina:e6854	1	attested	exact	547
dugDa-da	kochergina:e6855	1	corpus-gap	-	0
duh	kochergina:e6858	2	attested	exact	831
duhitA-mAtar	kochergina:e6860	1	corpus-gap	-	0
duhitar	kochergina:e6861	1	corpus-gap	-	0
dul	kochergina:e6906	1	corpus-gap	-	0
dunduBI	kochergina:e6912	1	attested	exact	3
dunduBa	kochergina:e6910	1	attested	exact	4
dunduBi	kochergina:e6911	1	attested	exact	305
dunduByAGAta	kochergina:e6913	1	corpus-gap	-	0
dur	kochergina:e191	2	corpus-gap	-	0
dur-	kochergina:e191	1	corpus-gap	-	0
dur-ADara	kochergina:e6925	1	corpus-gap	-	0
dur-ADarza	kochergina:e6926	1	corpus-gap	-	0
dur-ASA	kochergina:e6947	1	corpus-gap	-	0
dur-ASaya	kochergina:e6950	1	corpus-gap	-	0
dur-ASis	kochergina:e6951	1	corpus-gap	-	0
dur-AcAra	kochergina:e6922	1	corpus-gap	-	0
dur-Acara	kochergina:e6921	1	corpus-gap	-	0
dur-Akfti	kochergina:e6934	1	corpus-gap	-	0
dur-Akranda	kochergina:e6932	1	corpus-gap	-	0
dur-Alakzya	kochergina:e6936	1	corpus-gap	-	0
dur-AlamBa	kochergina:e6937	1	corpus-gap	-	0
dur-Apa	kochergina:e6940	1	corpus-gap	-	0
dur-Apana	kochergina:e6941	1	corpus-gap	-	0
dur-Aroha	kochergina:e6945	1	corpus-gap	-	0
dur-Aruha	kochergina:e6946	1	corpus-gap	-	0
dur-Asada	kochergina:e6948	1	corpus-gap	-	0
dur-Atman	kochergina:e6957	1	corpus-gap	-	0
dur-AtmatA	kochergina:e6958	1	corpus-gap	-	0
dur-Atmavant	kochergina:e6959	1	corpus-gap	-	0
dur-AvAra	kochergina:e6967	1	corpus-gap	-	0
dur-BAgya	kochergina:e6974	1	corpus-gap	-	0
dur-BAza	kochergina:e6976	1	corpus-gap	-	0
dur-BAzin	kochergina:e6977	1	corpus-gap	-	0
dur-BAzita	kochergina:e6978	1	corpus-gap	-	0
dur-BUta	kochergina:e6984	1	corpus-gap	-	0
dur-Baga	kochergina:e6972	1	corpus-gap	-	0
dur-Bagatva	kochergina:e6973	1	corpus-gap	-	0
dur-Bara	kochergina:e6975	1	corpus-gap	-	0
dur-Beda	kochergina:e6979	1	corpus-gap	-	0
dur-Bedya	kochergina:e6980	1	corpus-gap	-	0
dur-Bida	kochergina:e6981	1	corpus-gap	-	0
dur-Bikza	kochergina:e6982	1	corpus-gap	-	0
dur-Bikzatva	kochergina:e6983	1	corpus-gap	-	0
dur-DArya	kochergina:e7002	1	corpus-gap	-	0
dur-DI	kochergina:e7003	1	corpus-gap	-	0
dur-DarItu	kochergina:e6997	1	corpus-gap	-	0
dur-Dara	kochergina:e6996	1	corpus-gap	-	0
dur-Dartu	kochergina:e7001	1	corpus-gap	-	0
dur-Darza	kochergina:e6998	1	corpus-gap	-	0
dur-DarzatA	kochergina:e6999	1	corpus-gap	-	0
dur-Darzatva	kochergina:e7000	1	corpus-gap	-	0
dur-Dita	kochergina:e7004	1	corpus-gap	-	0
dur-RAman	kochergina:e7096	1	corpus-gap	-	0
dur-RaSa	kochergina:e7097	1	corpus-gap	-	0
dur-Uha	kochergina:e7109	1	corpus-gap	-	0
dur-aBiprAya	kochergina:e6919	1	corpus-gap	-	0
dur-aBisaMDi	kochergina:e6920	1	corpus-gap	-	0
dur-aDiga	kochergina:e6927	1	corpus-gap	-	0
dur-aDigama	kochergina:e6928	1	corpus-gap	-	0
dur-akza	kochergina:e6935	1	corpus-gap	-	0
dur-anta	kochergina:e6939	1	corpus-gap	-	0
dur-apavAda	kochergina:e6944	1	corpus-gap	-	0
dur-atikrama	kochergina:e6956	1	corpus-gap	-	0
dur-atyaya	kochergina:e6961	1	corpus-gap	-	0
dur-avApa	kochergina:e6966	1	corpus-gap	-	0
dur-avaboDa	kochergina:e6962	1	corpus-gap	-	0
dur-avagAha	kochergina:e6963	1	corpus-gap	-	0
dur-avagama	kochergina:e6964	1	corpus-gap	-	0
dur-avagraha	kochergina:e6965	1	corpus-gap	-	0
dur-bala	kochergina:e6970	1	corpus-gap	-	0
dur-balatA	kochergina:e6971	1	corpus-gap	-	0
dur-boDa	kochergina:e6985	1	corpus-gap	-	0
dur-boDya	kochergina:e6986	1	corpus-gap	-	0
dur-brAhmaRa	kochergina:e6987	1	corpus-gap	-	0
dur-budDi	kochergina:e6988	1	corpus-gap	-	0
dur-dAnta	kochergina:e6992	1	corpus-gap	-	0
dur-dEva	kochergina:e6989	1	corpus-gap	-	0
dur-daSA	kochergina:e6995	1	corpus-gap	-	0
dur-dama	kochergina:e6990	1	corpus-gap	-	0
dur-damya	kochergina:e6991	1	corpus-gap	-	0
dur-darSa	kochergina:e6993	1	corpus-gap	-	0
dur-darSana	kochergina:e6994	1	corpus-gap	-	0
dur-dfS	kochergina:e7007	1	corpus-gap	-	0
dur-dfSa	kochergina:e7008	1	corpus-gap	-	0
dur-dina	kochergina:e7005	1	corpus-gap	-	0
dur-divasa	kochergina:e7006	1	corpus-gap	-	0
dur-duhA	kochergina:e7009	1	corpus-gap	-	0
dur-eva	kochergina:e7014	1	corpus-gap	-	0
dur-gADa	kochergina:e7018	1	corpus-gap	-	0
dur-gAQa	kochergina:e7019	1	corpus-gap	-	0
dur-gAhya	kochergina:e7021	1	corpus-gap	-	0
dur-gAhyatva	kochergina:e7022	1	corpus-gap	-	0
dur-ga	kochergina:e7015	1	corpus-gap	-	0
dur-gaha	kochergina:e7020	1	corpus-gap	-	0
dur-gama	kochergina:e7023	1	corpus-gap	-	0
dur-gamanIya	kochergina:e7024	1	corpus-gap	-	0
dur-gamya	kochergina:e7025	1	corpus-gap	-	0
dur-ganDa	kochergina:e7026	1	corpus-gap	-	0
dur-ganDatA	kochergina:e7027	1	corpus-gap	-	0
dur-ganDi	kochergina:e7028	1	corpus-gap	-	0
dur-gatA	kochergina:e7036	1	corpus-gap	-	0
dur-gata	kochergina:e7035	1	corpus-gap	-	0
dur-gati	kochergina:e7037	1	corpus-gap	-	0
dur-grAhya	kochergina:e7039	1	corpus-gap	-	0
dur-graha	kochergina:e7038	1	corpus-gap	-	0
dur-hArd	kochergina:e7042	1	corpus-gap	-	0
dur-haRA	kochergina:e7040	1	corpus-gap	-	0
dur-haRAyu	kochergina:e7041	1	corpus-gap	-	0
dur-hfd	kochergina:e7044	1	corpus-gap	-	0
dur-hita	kochergina:e7043	1	corpus-gap	-	0
dur-iti	kochergina:e7047	1	corpus-gap	-	0
dur-izwi	kochergina:e7045	1	corpus-gap	-	0
dur-jAtIya	kochergina:e7053	1	corpus-gap	-	0
dur-jAta	kochergina:e7051	1	corpus-gap	-	0
dur-jAti	kochergina:e7052	1	corpus-gap	-	0
dur-jIva	kochergina:e7056	1	corpus-gap	-	0
dur-jYeya	kochergina:e7057	1	corpus-gap	-	0
dur-jala	kochergina:e7048	1	corpus-gap	-	0
dur-jana	kochergina:e7049	1	corpus-gap	-	0
dur-jaya	kochergina:e7054	1	corpus-gap	-	0
dur-jeya	kochergina:e7055	1	corpus-gap	-	0
dur-laBa	kochergina:e7058	1	corpus-gap	-	0
dur-laBaka	kochergina:e7060	1	corpus-gap	-	0
dur-laBatA	kochergina:e7062	1	corpus-gap	-	0
dur-laBatva	kochergina:e7063	1	corpus-gap	-	0
dur-laNGana	kochergina:e7067	1	corpus-gap	-	0
dur-laNGya	kochergina:e7068	1	corpus-gap	-	0
dur-laNGyatA	kochergina:e7069	1	corpus-gap	-	0
dur-lakzya	kochergina:e7065	1	corpus-gap	-	0
dur-lalita	kochergina:e7066	1	corpus-gap	-	0
dur-leKya	kochergina:e7070	1	corpus-gap	-	0
dur-mEtra	kochergina:e7073	1	corpus-gap	-	0
dur-mada	kochergina:e7071	2	corpus-gap	-	0
dur-manas	kochergina:e7074	1	corpus-gap	-	0
dur-manaska	kochergina:e7075	1	corpus-gap	-	0
dur-manaskatva	kochergina:e7076	1	corpus-gap	-	0
dur-manastA	kochergina:e7077	1	corpus-gap	-	0
dur-manman	kochergina:e7078	1	corpus-gap	-	0
dur-mantra	kochergina:e7079	1	corpus-gap	-	0
dur-mantrin	kochergina:e7080	1	corpus-gap	-	0
dur-mantrita	kochergina:e7081	1	corpus-gap	-	0
dur-mantu	kochergina:e7082	1	corpus-gap	-	0
dur-manuzya	kochergina:e7083	1	corpus-gap	-	0
dur-mara	kochergina:e7084	1	corpus-gap	-	0
